GAME_ID,GAME_DATE,TEAM,OPPONENT,HOME/AWAY,ROUND,GAME_NO_IN_SERIES
42200111,2023-04-15,ATL,BOS,AWAY,RND1,1
42200111,2023-04-15,ATL,BOS,AWAY,RND1,2
42200112,2023-04-18,ATL,BOS,AWAY,RND1,3
42200112,2023-04-18,ATL,BOS,AWAY,RND1,4
42200113,2023-04-21,ATL,BOS,HOME,RND1,5
42200113,2023-04-21,ATL,BOS,HOME,RND1,6
42200114,2023-04-23,ATL,BOS,HOME,RND1,7
42200114,2023-04-23,ATL,BOS,HOME,RND1,8
42200115,2023-04-25,ATL,BOS,AWAY,RND1,9
42200115,2023-04-25,ATL,BOS,AWAY,RND1,10
42200116,2023-04-27,ATL,BOS,HOME,RND1,11
42200116,2023-04-27,ATL,BOS,HOME,RND1,12
42200121,2023-04-15,BKN,PHI,AWAY,RND1,1
42200121,2023-04-15,BKN,PHI,AWAY,RND1,2
42200122,2023-04-17,BKN,PHI,AWAY,RND1,3
42200122,2023-04-17,BKN,PHI,AWAY,RND1,4
42200123,2023-04-20,BKN,PHI,HOME,RND1,5
42200123,2023-04-20,BKN,PHI,HOME,RND1,6
42200124,2023-04-22,BKN,PHI,HOME,RND1,7
42200124,2023-04-22,BKN,PHI,HOME,RND1,8
42200111,2023-04-15,BOS,ATL,HOME,RND1,1
42200111,2023-04-15,BOS,ATL,HOME,RND1,2
42200112,2023-04-18,BOS,ATL,HOME,RND1,3
42200112,2023-04-18,BOS,ATL,HOME,RND1,4
42200113,2023-04-21,BOS,ATL,AWAY,RND1,5
42200113,2023-04-21,BOS,ATL,AWAY,RND1,6
42200114,2023-04-23,BOS,ATL,AWAY,RND1,7
42200114,2023-04-23,BOS,ATL,AWAY,RND1,8
42200115,2023-04-25,BOS,ATL,HOME,RND1,9
42200115,2023-04-25,BOS,ATL,HOME,RND1,10
42200116,2023-04-27,BOS,ATL,AWAY,RND1,11
42200116,2023-04-27,BOS,ATL,AWAY,RND1,12
42200211,2023-05-01,BOS,PHI,HOME,SF,1
42200211,2023-05-01,BOS,PHI,HOME,SF,2
42200212,2023-05-03,BOS,PHI,HOME,SF,3
42200212,2023-05-03,BOS,PHI,HOME,SF,4
42200213,2023-05-05,BOS,PHI,AWAY,SF,5
42200213,2023-05-05,BOS,PHI,AWAY,SF,6
42200214,2023-05-07,BOS,PHI,AWAY,SF,7
42200214,2023-05-07,BOS,PHI,AWAY,SF,8
42200215,2023-05-09,BOS,PHI,HOME,SF,9
42200215,2023-05-09,BOS,PHI,HOME,SF,10
42200216,2023-05-11,BOS,PHI,AWAY,SF,11
42200216,2023-05-11,BOS,PHI,AWAY,SF,12
42200217,2023-05-14,BOS,PHI,HOME,SF,13
42200217,2023-05-14,BOS,PHI,HOME,SF,14
42200301,2023-05-17,BOS,MIA,HOME,CONF,1
42200301,2023-05-17,BOS,MIA,HOME,CONF,2
42200302,2023-05-19,BOS,MIA,HOME,CONF,3
