group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1629026,Kenrich Williams,Kenrich,1610612760,OKC,29.0,14,9,5,0.643,1.7,0.0,0.1,0.0,0.3,0.3,0.7,0.2,1.3,0.0,0.0,0.0,0.1,0.9,215,167,196,95,362,226,177,169,244,92,204,149,366,218,1,1,295,355,OKC
Players,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,25.0,34,23,11,0.676,3.2,0.5,0.1,0.4,1.1,0.6,1.2,0.6,1.9,0.1,0.1,0.1,0.7,5.5,29,6,324,69,159,25,176,14,44,160,353,318,316,160,352,134,42,18,OKC
Players,1630846,Olivier Sarr,Olivier,1610612760,OKC,25.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420,422,29,422,464,226,238,169,329,1,1,1,432,218,1,1,310,410,OKC
Players,203488,Mike Muscala,Mike,1610612760,OKC,33.0,4,3,1,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,341,288,29,44,434,226,238,169,329,1,1,287,383,218,1,1,310,410,OKC
Players,1630581,Josh Giddey,Josh,1610612760,OKC,21.0,28,17,11,0.607,2.2,0.0,0.1,0.0,0.4,0.9,0.6,0.8,2.0,0.0,0.0,0.1,0.2,2.1,87,44,324,119,311,226,177,169,212,245,164,388,275,193,1,107,221,222,OKC
Players,202687,Bismack Biyombo,Bismack,1610612760,OKC,31.0,5,3,2,0.6,3.6,0.0,0.8,0.0,0.4,1.2,2.0,0.8,2.0,0.4,0.0,0.4,0.8,3.6,320,288,98,121,91,226,12,169,190,349,443,403,275,5,1,340,26,76,OKC
Players,1630322,Lindy Waters III,Lindy,1610612760,OKC,26.0,1,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420,422,29,422,454,226,238,169,329,1,1,1,432,218,1,1,310,410,OKC
Players,1631119,Jaylin Williams,Jaylin,1610612760,OKC,22.0,13,6,7,0.462,0.9,0.0,0.2,0.0,0.2,0.8,0.5,0.3,0.5,0.0,0.0,0.2,0.1,0.7,229,221,243,263,421,226,170,169,289,242,149,184,425,218,1,192,288,374,OKC
Players,1630198,Isaiah Joe,Isaiah,1610612760,OKC,24.0,28,17,11,0.607,2.1,0.2,0.0,0.1,0.0,0.8,0.9,0.3,1.4,0.0,0.0,0.3,0.1,1.3,87,44,324,119,322,111,238,120,329,205,270,176,359,218,274,204,295,327,OKC
Players,1629652,Luguentz Dort,Luguentz,1610612760,OKC,25.0,34,21,13,0.618,3.3,0.1,0.1,0.0,0.2,0.9,1.1,0.8,2.7,0.1,0.1,0.5,0.3,1.7,29,15,365,115,134,157,233,169,267,244,337,402,191,160,352,409,150,286,OKC
Players,1630598,Aaron Wiggins,Aaron,1610612760,OKC,25.0,20,11,9,0.55,2.3,0.3,0.2,0.0,0.4,1.1,0.8,0.9,2.8,0.0,0.0,0.2,0.0,1.5,157,138,288,167,297,96,174,169,190,309,215,414,172,218,1,159,310,307,OKC
Players,1641717,Cason Wallace,Cason,1610612760,OKC,20.0,12,9,3,0.75,1.7,0.2,0.0,0.0,0.5,0.6,1.3,0.3,1.0,0.0,0.1,0.2,0.0,1.2,247,167,132,44,359,139,238,169,154,158,362,200,383,218,348,143,310,330,OKC
Players,1631114,Jalen Williams,Jalen,1610612760,OKC,23.0,32,20,12,0.625,3.0,0.3,0.3,0.1,1.1,0.8,1.2,0.6,1.9,0.0,0.1,0.3,0.5,3.7,43,20,337,109,192,64,81,134,43,227,342,320,321,205,316,311,69,74,OKC
Players,1631096,Chet Holmgren,Chet,1610612760,OKC,22.0,35,23,12,0.657,3.2,0.2,0.3,0.1,0.7,0.8,1.4,0.7,2.5,0.3,0.1,0.3,0.4,3.9,20,6,337,91,142,105,114,116,100,237,392,354,228,13,304,273,110,62,OKC
Players,202330,Gordon Hayward,Gordon,1610612760,OKC,34.0,16,8,8,0.5,3.4,0.0,0.4,0.2,1.0,0.9,1.1,0.4,4.3,0.0,0.1,0.5,0.3,3.8,196,181,263,200,113,226,52,71,51,274,327,228,27,218,316,385,141,70,OKC
