group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,1629026,Kenrich Williams,Kenrich,1610612760,OKC,29.0,14,9,5,0.643,1.7,0.1,0.4,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,-0.2,0.9,0,0,0.8,215,167,253,95,362,312,336,222,222,284,222,272,280,272,64,281,168,308,270,254,218,214,367,295,342,239,355,215,22,362,OKC
Players,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,25.0,34,23,11,0.676,3.2,1.1,1.8,0.581,0.1,0.4,0.357,1.0,1.1,0.897,0.1,0.4,0.6,0.6,0.2,0.2,0.1,0.1,0.1,0.7,3.3,2.0,5.5,5,0,5.1,29,6,134,69,159,20,46,70,125,145,105,14,26,83,181,133,148,34,124,35,160,116,336,42,20,50,18,67,22,19,OKC
Players,1630846,Olivier Sarr,Olivier,1610612760,OKC,25.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,420,422,373,422,464,355,399,355,222,324,222,272,280,272,298,355,379,308,270,254,218,214,367,310,367,194,410,215,22,411,OKC
Players,203488,Mike Muscala,Mike,1610612760,OKC,33.0,4,3,1,0.75,0.7,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,341,288,373,44,434,355,372,355,222,223,222,272,280,272,298,355,379,308,270,254,218,214,367,310,367,154,410,215,22,411,OKC
Players,1630581,Josh Giddey,Josh,1610612760,OKC,21.0,28,17,11,0.607,2.2,0.3,0.7,0.421,0.0,0.2,0.167,0.2,0.3,0.857,0.1,0.3,0.4,0.4,0.2,0.1,0.0,0.0,0.1,0.2,0.8,1.2,2.1,4,2,1.9,87,44,134,119,311,217,218,207,212,252,200,180,200,95,194,210,211,61,88,170,193,214,360,221,228,100,222,79,6,229,OKC
Players,202687,Bismack Biyombo,Bismack,1610612760,OKC,31.0,5,3,2,0.6,3.6,0.2,0.4,0.5,0.0,0.0,0.0,0.6,1.4,0.429,0.6,0.6,1.2,0.0,0.0,0.0,0.4,0.0,0.4,0.8,1.0,1.2,3.6,2,0,3.0,320,288,339,121,91,276,318,103,222,324,222,66,14,260,11,75,26,308,270,254,5,214,121,26,182,95,76,118,22,100,OKC
Players,1630322,Lindy Waters III,Lindy,1610612760,OKC,26.0,1,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,420,422,373,422,454,355,399,355,222,324,222,272,280,272,298,355,379,308,270,254,218,214,367,310,367,194,410,215,22,411,OKC
Players,1631119,Jaylin Williams,Jaylin,1610612760,OKC,22.0,13,6,7,0.462,0.9,0.1,0.2,0.5,0.0,0.1,0.0,0.2,0.2,1.0,0.1,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.1,0.3,-0.5,0.7,0,0,0.6,229,221,208,263,421,339,392,103,222,306,222,215,247,1,227,347,356,209,270,254,218,214,273,288,338,286,374,215,22,380,OKC
Players,1630198,Isaiah Joe,Isaiah,1610612760,OKC,24.0,28,17,11,0.607,2.1,0.1,0.5,0.267,0.1,0.5,0.308,0.2,0.2,1.0,0.0,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.3,0.1,0.6,1.4,1.3,0,0,1.2,87,44,134,119,322,312,270,326,126,127,136,201,238,1,287,324,347,219,270,170,218,194,247,295,280,87,327,215,22,312,OKC
Players,1629652,Luguentz Dort,Luguentz,1610612760,OKC,25.0,34,21,13,0.618,3.3,0.2,0.6,0.318,0.1,0.3,0.273,0.2,0.3,0.727,0.3,0.3,0.6,0.1,0.1,0.0,0.1,0.1,0.5,0.3,0.7,1.0,1.7,0,0,1.6,29,15,90,115,134,275,231,308,171,196,160,172,166,181,78,208,140,244,183,254,160,116,60,150,249,110,286,215,22,271,OKC
