season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2019-20,1610612757,POR,Portland Trail Blazers,21901309,2020-08-13,POR @ BKN,W,48.0,50,104,0.481,13,39,0.333,21,24,0.875,14,28,42,25,9.0,10,4,5,21,23,134,1.0,1,1,1,1,139,67,37,760,763,448,1243,572,865,297,227,1854,1317,831,125,356,1112,1008,1021,531,80,1013,1,2019,2020,False,BKN,POR,AUG
2019-20,1610612757,POR,Portland Trail Blazers,21901300,2020-08-11,POR @ DAL,W,48.0,46,98,0.469,15,38,0.395,27,29,0.931,12,36,48,18,8.0,9,3,5,31,23,134,3.0,1,1,1,1,139,282,172,914,400,533,679,139,424,88,528,749,590,1895,67,520,1447,1008,2077,531,80,900,1,2019,2020,False,DAL,POR,AUG
2019-20,1610612757,POR,Portland Trail Blazers,21901289,2020-08-09,POR vs. PHI,W,48.0,43,91,0.473,11,35,0.314,27,29,0.931,7,34,41,19,10.0,8,6,3,16,23,124,3.0,1,1,1,1,139,624,703,861,1158,845,1447,139,424,88,1604,1080,1443,1776,227,772,514,354,241,531,333,900,1,2019,2020,True,POR,PHI,AUG
2019-20,1610612757,POR,Portland Trail Blazers,21901280,2020-08-08,POR vs. LAC,L,48.0,44,90,0.489,17,43,0.395,12,17,0.706,9,32,41,24,11.0,5,2,2,26,22,117,-5.0,1,1060,1060,1060,139,496,826,638,195,211,675,1673,1604,1588,1152,1374,1443,1009,349,1609,1766,134,1826,699,665,1278,1,2019,2020,True,POR,LAC,AUG
2019-20,1610612757,POR,Portland Trail Blazers,21901272,2020-08-06,POR @ DEN,W,48.0,43,92,0.467,23,39,0.59,16,20,0.8,13,26,39,30,9.0,7,6,4,18,22,125,10.0,1,1,1,1,139,624,604,951,7,448,10,1193,1315,832,363,1994,1661,229,125,1046,514,673,493,699,292,458,1,2019,2020,False,DEN,POR,AUG
2019-20,1610612757,POR,Portland Trail Blazers,21901261,2020-08-04,POR vs. HOU,W,48.0,39,95,0.411,12,31,0.387,20,29,0.69,15,49,64,18,12.0,7,5,3,21,26,110,8.0,1,1,1,1,139,1270,344,1733,971,1348,764,682,424,1677,154,17,8,1895,522,1046,785,354,1021,207,1125,568,1,2019,2020,True,POR,HOU,AUG
2019-20,1610612757,POR,Portland Trail Blazers,21901245,2020-08-02,POR @ BOS,L,48.0,45,90,0.5,19,42,0.452,15,16,0.938,9,26,35,31,12.0,8,5,6,25,21,124,-4.0,1,1060,1060,1060,139,375,826,492,70,264,277,1318,1706,70,1152,1994,1956,161,522,772,785,1335,1711,891,333,1220,1,2019,2020,False,BOS,POR,AUG
2019-20,1610612757,POR,Portland Trail Blazers,21901234,2020-07-31,POR vs. MEM,W,53.0,49,91,0.538,13,30,0.433,29,34,0.853,9,33,42,27,17.0,10,9,5,36,26,140,5.0,1,1,1,1,13,113,703,177,763,1470,383,82,146,441,1152,1232,1317,545,1472,356,100,1008,2116,207,23,781,1,2019,2020,True,POR,MEM,JUL
2019-20,1610612757,POR,Portland Trail Blazers,21900966,2020-03-10,POR vs. PHX,W,48.0,45,89,0.506,17,35,0.486,14,17,0.824,9,37,46,20,11.0,9,9,5,17,16,121,16.0,1,1,1,1,139,375,935,466,195,845,142,1458,1604,652,1152,618,826,1654,349,520,100,1008,363,1757,454,236,1,2019,2020,True,POR,PHX,MAR
2019-20,1610612757,POR,Portland Trail Blazers,21900945,2020-03-07,POR vs. SAC,L,48.0,42,89,0.472,10,39,0.256,17,26,0.654,10,31,41,22,11.0,9,3,3,16,23,111,-12.0,1,1060,1060,1060,139,784,935,870,1399,448,1880,1053,662,1839,918,1518,1443,1352,349,520,1447,354,241,531,1057,1706,1,2019,2020,True,POR,SAC,MAR
2019-20,1610612757,POR,Portland Trail Blazers,21900938,2020-03-06,POR @ PHX,L,48.0,43,87,0.494,13,32,0.406,18,24,0.75,9,30,39,26,16.0,6,6,4,19,22,117,-10.0,1,1060,1060,1060,139,624,1183,582,763,1221,592,930,865,1227,1152,1640,1661,688,1282,1334,514,673,651,699,665,1615,1,2019,2020,False,PHX,POR,MAR
2019-20,1610612757,POR,Portland Trail Blazers,21900925,2020-03-04,POR vs. WAS,W,48.0,42,81,0.519,13,31,0.419,28,32,0.875,7,40,47,24,16.0,7,11,4,24,29,125,21.0,1,1,1,1,139,784,1835,322,763,1348,492,105,241,297,1604,320,711,1009,1282,1046,23,673,1589,64,292,128,1,2019,2020,True,POR,WAS,MAR
2019-20,1610612757,POR,Portland Trail Blazers,21900904,2020-03-02,POR @ ORL,W,48.0,49,88,0.557,16,33,0.485,16,16,1.0,6,43,49,27,12.0,6,4,2,24,11,130,23.0,1,1,1,1,139,113,1074,92,295,1103,151,1193,1706,1,1776,138,498,545,522,1334,1112,134,1589,2091,146,100,1,2019,2020,False,ORL,POR,MAR
2019-20,1610612757,POR,Portland Trail Blazers,21900888,2020-02-29,POR @ ATL,L,48.0,47,94,0.5,8,28,0.286,15,21,0.714,13,29,42,14,17.0,9,4,5,26,18,117,-12.0,1,1060,1060,1060,139,213,422,492,1773,1661,1684,1318,1202,1527,363,1763,1317,2084,1472,520,1112,1008,1826,1469,665,1706,1,2019,2020,False,ATL,POR,FEB
2019-20,1610612757,POR,Portland Trail Blazers,21900874,2020-02-27,POR @ IND,L,48.0,41,89,0.461,9,30,0.3,9,14,0.643,10,35,45,14,14.0,5,5,4,21,12,100,-6.0,1,1060,1060,1060,139,941,935,1046,1595,1470,1571,1949,1865,1888,918,898,952,2084,867,1609,785,673,1021,2067,1748,1339,1,2019,2020,False,IND,POR,FEB
2019-20,1610612757,POR,Portland Trail Blazers,21900862,2020-02-25,POR vs. BOS,L,48.0,38,85,0.447,13,31,0.419,17,23,0.739,8,33,41,24,17.0,8,4,3,15,19,106,-12.0,1,1060,1060,1060,139,1431,1446,1250,763,1348,492,1053,971,1356,1393,1232,1443,1009,1472,772,1112,354,149,1301,1389,1706,1,2019,2020,True,POR,BOS,FEB
2019-20,1610612757,POR,Portland Trail Blazers,21900848,2020-02-23,POR vs. DET,W,48.0,41,84,0.488,13,30,0.433,12,19,0.632,9,32,41,20,10.0,6,5,5,18,17,107,3.0,1,1,1,1,139,941,1564,663,763,1470,383,1673,1418,1928,1152,1374,1443,1654,227,1334,785,1008,493,1627,1321,900,1,2019,2020,True,POR,DET,FEB
2019-20,1610612757,POR,Portland Trail Blazers,21900834,2020-02-21,POR vs. NOP,L,48.0,43,94,0.457,10,27,0.37,19,25,0.76,13,33,46,20,14.0,7,9,3,22,23,115,-13.0,1,1060,1060,1060,139,624,422,1105,1399,1751,924,817,753,1195,363,1232,826,1654,867,1046,100,354,1229,531,786,1748,1,2019,2020,True,POR,NOP,FEB
2019-20,1610612757,POR,Portland Trail Blazers,21900812,2020-02-12,POR @ MEM,L,48.0,36,97,0.371,13,37,0.351,19,24,0.792,16,35,51,21,11.0,7,3,9,16,18,104,-7.0,1,1060,1060,1060,139,1710,216,2016,763,632,1111,817,865,938,90,898,350,1520,349,1046,1447,1940,241,1469,1516,1406,1,2019,2020,False,MEM,POR,FEB
2019-20,1610612757,POR,Portland Trail Blazers,21900804,2020-02-11,POR @ NOP,L,48.0,44,93,0.473,7,29,0.241,22,28,0.786,12,28,40,21,15.0,5,3,5,26,20,117,-21.0,1,1060,1060,1060,139,496,513,853,1889,1573,1939,479,493,988,528,1854,1565,1520,1078,1609,1447,1008,1826,1099,665,1968,1,2019,2020,False,NOP,POR,FEB
2019-20,1610612757,POR,Portland Trail Blazers,21900792,2020-02-09,POR vs. MIA,W,48.0,40,85,0.471,19,42,0.452,16,22,0.727,5,38,43,20,14.0,9,6,5,22,22,115,6.0,1,1,1,1,139,1110,1446,887,70,264,277,1193,1101,1449,1920,498,1202,1654,867,520,514,1008,1229,699,786,714,1,2019,2020,True,POR,MIA,FEB
2019-20,1610612757,POR,Portland Trail Blazers,21900776,2020-02-07,POR @ UTA,L,48.0,44,97,0.454,17,40,0.425,9,14,0.643,10,33,43,14,9.0,9,4,2,18,19,114,-3.0,1,1060,1060,1060,139,496,216,1157,195,385,443,1949,1865,1888,918,1232,1202,2084,125,520,1112,134,493,1301,852,1162,1,2019,2020,False,UTA,POR,FEB
2019-20,1610612757,POR,Portland Trail Blazers,21900767,2020-02-06,POR vs. SAS,W,48.0,49,92,0.533,18,37,0.486,9,12,0.75,9,41,50,28,12.0,2,6,3,19,10,125,8.0,1,1,1,1,139,113,604,216,116,632,138,1949,1973,1227,1152,240,431,429,522,2077,514,354,651,2111,292,568,1,2019,2020,True,POR,SAS,FEB
2019-20,1610612757,POR,Portland Trail Blazers,21900753,2020-02-04,POR @ DEN,L,48.0,36,91,0.396,9,31,0.29,18,22,0.818,9,27,36,16,9.0,5,6,7,22,22,99,-28.0,1,1060,1060,1060,139,1710,703,1872,1595,1348,1655,930,1101,691,1152,1924,1896,2017,125,1609,514,1606,1229,699,1801,2058,1,2019,2020,False,DEN,POR,FEB
2019-20,1610612757,POR,Portland Trail Blazers,21900735,2020-02-01,POR vs. UTA,W,48.0,47,92,0.511,15,29,0.517,15,18,0.833,14,37,51,20,12.0,4,5,4,19,17,124,17.0,1,1,1,1,139,213,604,408,400,1573,62,1318,1511,549,227,618,350,1654,522,1826,785,673,651,1627,333,210,1,2019,2020,True,POR,UTA,FEB
2019-20,1610612757,POR,Portland Trail Blazers,21900726,2020-01-31,POR @ LAL,W,48.0,49,97,0.505,13,36,0.361,16,21,0.762,6,34,40,25,7.0,10,8,10,22,21,127,8.0,1,1,1,1,139,113,216,487,763,744,1009,1193,1202,1177,1776,1080,1565,831,32,356,180,2020,1229,891,225,568,1,2019,2020,False,LAL,POR,JAN
2019-20,1610612757,POR,Portland Trail Blazers,21900712,2020-01-29,POR vs. HOU,W,48.0,46,89,0.517,13,36,0.361,20,27,0.741,10,40,50,24,19.0,8,8,5,20,23,125,13.0,1,1,1,1,139,282,935,347,763,744,1009,682,567,1334,918,320,431,1009,1770,772,180,1008,819,531,292,336,1,2019,2020,True,POR,HOU,JAN
2019-20,1610612757,POR,Portland Trail Blazers,21900692,2020-01-26,POR vs. IND,W,48.0,49,90,0.544,20,35,0.571,21,25,0.84,12,31,43,27,17.0,1,7,2,21,19,139,10.0,1,1,1,1,139,113,826,145,46,845,13,572,753,520,528,1518,1202,545,1472,2104,319,134,1021,1301,34,458,1,2019,2020,True,POR,IND,JAN
2019-20,1610612757,POR,Portland Trail Blazers,21900668,2020-01-23,POR vs. DAL,L,48.0,46,91,0.505,21,39,0.538,12,15,0.8,11,32,43,20,15.0,4,4,7,20,17,125,-8.0,1,1060,1060,1060,139,282,703,478,22,448,41,1673,1788,832,701,1374,1202,1654,1078,1826,1112,1606,819,1627,292,1479,1,2019,2020,True,POR,DAL,JAN
2019-20,1610612757,POR,Portland Trail Blazers,21900652,2020-01-20,POR vs. GSW,W,53.0,44,100,0.44,14,44,0.318,27,30,0.9,12,42,54,21,12.0,4,11,5,19,25,129,5.0,1,1,1,1,13,496,110,1346,562,167,1419,139,351,182,528,184,169,1520,522,1826,23,1008,651,294,165,781,1,2019,2020,True,POR,GSW,JAN
2019-20,1610612757,POR,Portland Trail Blazers,21900635,2020-01-18,POR @ OKC,L,48.0,39,91,0.429,12,32,0.375,16,21,0.762,12,28,40,11,12.0,7,7,4,28,20,106,-13.0,1,1060,1060,1060,139,1270,703,1499,971,1221,869,1193,1202,1177,528,1854,1565,2117,522,1046,319,673,1980,1099,1389,1748,1,2019,2020,False,OKC,POR,JAN
2019-20,1610612757,POR,Portland Trail Blazers,21900625,2020-01-17,POR @ DAL,L,48.0,44,85,0.518,9,30,0.3,15,22,0.682,8,32,40,25,12.0,6,5,4,22,17,112,-8.0,1,1060,1060,1060,139,496,1446,332,1595,1470,1571,1318,1101,1713,1393,1374,1565,831,522,1334,785,673,1229,1627,979,1479,1,2019,2020,False,DAL,POR,JAN
2019-20,1610612757,POR,Portland Trail Blazers,21900611,2020-01-15,POR @ HOU,W,48.0,41,95,0.432,11,36,0.306,24,29,0.828,12,46,58,22,8.0,6,4,4,19,22,117,10.0,1,1,1,1,139,941,344,1467,1158,744,1529,320,424,623,528,57,57,1352,67,1334,1112,673,651,699,665,458,1,2019,2020,False,HOU,POR,JAN
2019-20,1610612757,POR,Portland Trail Blazers,21900595,2020-01-13,POR vs. CHA,W,48.0,42,83,0.506,16,37,0.432,15,19,0.789,9,38,47,26,13.0,4,5,3,21,20,115,3.0,1,1,1,1,139,784,1686,435,295,632,393,1318,1418,956,1152,498,711,688,689,1826,785,354,1021,1099,786,900,1,2019,2020,True,POR,CHA,JAN
2019-20,1610612757,POR,Portland Trail Blazers,21900583,2020-01-11,POR vs. MIL,L,48.0,37,95,0.389,10,36,0.278,17,21,0.81,8,40,48,17,13.0,6,4,5,20,16,101,-21.0,1,1060,1060,1060,139,1573,344,1925,1399,744,1750,1053,1202,777,1393,320,590,1968,689,1334,1112,1008,819,1757,1701,1968,1,2019,2020,True,POR,MIL,JAN
2019-20,1610612757,POR,Portland Trail Blazers,21900565,2020-01-09,POR @ MIN,L,48.0,35,96,0.365,11,37,0.297,21,31,0.677,14,27,41,14,12.0,9,6,9,21,28,102,-14.0,1,1060,1060,1060,139,1811,267,2041,1158,632,1603,572,286,1742,227,1924,1443,2084,522,520,514,1940,1021,101,1647,1784,1,2019,2020,False,MIN,POR,JAN
2019-20,1610612757,POR,Portland Trail Blazers,21900549,2020-01-07,POR @ TOR,W,48.0,38,88,0.432,13,35,0.371,12,14,0.857,7,38,45,23,11.0,6,11,7,15,21,101,2.0,1,1,1,1,139,1431,1074,1457,763,845,909,1673,1865,397,1604,498,952,1201,349,1334,23,1606,149,891,1701,958,1,2019,2020,False,TOR,POR,JAN
2019-20,1610612757,POR,Portland Trail Blazers,21900535,2020-01-05,POR @ MIA,L,48.0,40,87,0.46,13,37,0.351,18,20,0.9,8,32,40,21,10.0,5,4,5,15,17,111,-11.0,1,1060,1060,1060,139,1110,1183,1067,763,632,1111,930,1315,182,1393,1374,1565,1520,227,1609,1112,1008,149,1627,1057,1662,1,2019,2020,False,MIA,POR,JAN
2019-20,1610612757,POR,Portland Trail Blazers,21900519,2020-01-03,POR @ WAS,W,48.0,45,88,0.511,6,25,0.24,26,33,0.788,11,30,41,16,7.0,6,7,4,21,28,122,19.0,1,1,1,1,139,375,1074,393,1994,1889,1946,191,198,979,701,1640,1443,2017,32,1334,319,673,1021,101,403,178,1,2019,2020,False,WAS,POR,JAN
2019-20,1610612757,POR,Portland Trail Blazers,21900505,2020-01-01,POR @ NYK,L,48.0,37,94,0.394,10,32,0.313,9,15,0.6,10,37,47,17,9.0,4,5,6,11,14,93,-24.0,1,1060,1060,1060,139,1573,422,1891,1399,1221,1466,1949,1788,1999,918,618,711,1968,125,1826,785,1335,9,1971,1983,2020,1,2019,2020,False,NYK,POR,JAN
2019-20,1610612757,POR,Portland Trail Blazers,21900496,2019-12-30,POR vs. PHX,L,48.0,44,96,0.458,14,34,0.412,14,18,0.778,10,32,42,24,9.0,5,4,4,19,17,116,-6.0,1,1060,1060,1060,139,496,267,1090,562,986,550,1458,1511,1045,918,1374,1317,1009,125,1609,1112,673,651,1627,728,1339,1,2019,2020,True,POR,PHX,DEC
2019-20,1610612757,POR,Portland Trail Blazers,21900484,2019-12-28,POR vs. LAL,L,48.0,41,86,0.477,15,35,0.429,23,27,0.852,9,30,39,18,16.0,4,8,7,22,25,120,-8.0,1,1060,1060,1060,139,941,1320,804,400,845,407,398,567,447,1152,1640,1661,1895,1282,1826,180,1606,1229,294,505,1479,1,2019,2020,True,POR,LAL,DEC
2019-20,1610612757,POR,Portland Trail Blazers,21900465,2019-12-26,POR @ UTA,L,48.0,43,89,0.483,15,34,0.441,14,19,0.737,11,32,43,14,12.0,4,1,1,21,18,115,-6.0,1,1060,1060,1060,139,624,935,711,400,986,338,1458,1418,1382,701,1374,1202,2084,522,1826,1986,32,1021,1469,786,1339,1,2019,2020,False,UTA,POR,DEC
2019-20,1610612757,POR,Portland Trail Blazers,21900452,2019-12-23,POR vs. NOP,L,48.0,37,91,0.407,4,29,0.138,16,18,0.889,8,40,48,17,11.0,6,6,6,17,19,94,-8.0,1,1060,1060,1060,139,1573,703,1773,2092,1573,2107,1193,1511,237,1393,320,590,1968,349,1334,514,1335,363,1301,1958,1479,1,2019,2020,True,POR,NOP,DEC
