group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
,203992,Bogdan Bogdanović,,1610612737,ATL,28.0,19,12,7,0.632,46.0,6.1,2.0,0.0,2.7,17.6,4.7,6.1,41.9,0.7,0.0,2.7,2.7,41.9,152,93,238,88,201,50,166,150,270,324,93,224,187,142,1,136,260,154
,1629164,Brandon Goodwin,,1610612737,ATL,25.0,5,2,3,0.4,57.9,0.0,0.0,0.0,0.0,26.1,21.7,13.0,43.5,0.0,0.0,0.0,21.7,65.2,328,318,109,288,12,225,217,150,305,411,397,394,162,179,1,1,4,30
,1629629,Cam Reddish,,1610612737,ATL,21.0,10,3,7,0.3,46.5,0.0,0.0,0.0,12.9,29.0,21.0,12.9,71.0,0.0,0.0,4.8,1.6,25.8,259,284,238,360,167,225,217,150,71,422,394,392,27,179,1,248,298,310
,203991,Clint Capela,,1610612737,ATL,27.0,28,14,14,0.5,51.0,4.8,6.5,1.2,26.2,20.2,10.7,11.3,52.4,1.2,0.6,2.4,4.2,52.4,58,64,383,176,46,80,36,125,13,368,203,364,80,105,287,115,178,90
,201568,Danilo Gallinari,,1610612737,ATL,32.0,15,8,7,0.533,43.5,0.0,0.0,0.0,0.0,9.0,7.7,5.1,43.6,0.0,1.3,2.6,2.6,35.1,193,171,238,163,313,225,217,150,305,115,131,194,161,179,362,129,264,225
,1629631,De'Andre Hunter,,1610612737,ATL,23.0,11,3,8,0.273,47.2,0.0,0.0,0.0,2.3,23.0,16.1,6.9,48.3,1.1,0.0,11.5,1.1,33.6,246,284,264,370,136,225,217,150,281,395,337,251,113,108,1,417,313,239
,1628381,John Collins,,1610612737,ATL,23.0,29,13,16,0.448,46.6,2.1,0.0,2.6,5.2,18.8,14.7,9.4,50.3,1.0,2.1,5.8,7.9,35.5,46,77,410,244,164,173,217,71,211,344,306,330,96,115,404,295,70,216
,1628989,Kevin Huerter,,1610612737,ATL,22.0,33,16,17,0.485,48.6,3.1,0.0,0.5,1.0,16.1,15.5,11.9,56.0,1.6,0.0,6.7,1.6,30.5,18,40,425,215,87,126,217,148,301,292,325,376,62,80,1,326,302,262
,101150,Lou Williams,,1610612737,ATL,34.0,18,8,10,0.444,36.4,5.8,0.0,2.3,9.3,10.5,9.3,0.0,27.9,0.0,1.2,3.5,5.8,44.0,163,171,302,247,416,59,217,83,135,135,164,1,368,179,347,174,117,142
,203524,Solomon Hill,,1610612737,ATL,30.0,14,8,6,0.571,48.6,0.0,0.0,0.0,0.0,10.9,14.5,14.5,61.8,0.0,1.8,1.8,1.8,22.2,205,171,205,125,85,225,217,150,305,143,302,408,43,179,397,96,284,338
,203503,Tony Snell,,1610612737,ATL,29.0,11,5,6,0.455,50.6,0.0,0.0,7.1,0.0,15.5,10.7,8.3,42.9,0.0,2.4,2.4,0.0,17.1,246,237,205,238,49,225,217,11,305,274,203,298,167,179,412,115,319,368
,1629027,Trae Young,,1610612737,ATL,22.0,32,15,17,0.469,48.1,1.3,1.3,3.4,20.3,16.1,12.7,8.5,50.8,0.4,2.1,5.5,8.9,64.9,22,51,425,229,106,209,191,51,27,293,267,302,92,168,405,285,51,31
