season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away
2018-19,1610612744,GSW,Golden State Warriors,21801150,2019-03-31,GSW vs. CHA,W,48.0,139.4,141.2,90.0,91.8,49.4,49.4,0.774,2.73,27.2,0.361,0.782,0.615,0.155,0.722,0.734,99.1,97.5,81.25,97,0.705,1,1,1,1,135,7,141,3,76,294,2,244,593,25,1662,5,7,1771,25,1,2018,2019,True,GSW,CHA
2018-19,1610612746,LAC,LA Clippers,21801151,2019-03-31,LAC vs. MEM,W,48.0,106.9,108.7,90.8,92.3,16.1,16.3,0.639,1.21,16.8,0.244,0.818,0.573,0.183,0.527,0.616,105.7,104.0,86.67,104,0.615,1,1,1,1,135,1326,153,296,848,2108,1467,1560,240,165,2154,1191,435,559,218,1,2018,2019,True,LAC,MEM
2018-19,1610612758,SAC,Sacramento Kings,21801149,2019-03-31,SAC @ SAS,W,48.0,114.9,118.9,110.2,112.8,4.7,6.2,0.513,1.67,15.9,0.273,0.679,0.495,0.126,0.549,0.605,97.2,94.5,78.75,95,0.557,1,1,1,1,135,500,1487,821,1991,1330,1699,1156,1894,1342,938,830,552,2197,643,1,2018,2019,False,SAS,SAC
2018-19,1610612747,LAL,Los Angeles Lakers,21801147,2019-03-31,LAL @ NOP,W,48.0,117.5,118.2,91.7,92.7,25.8,25.5,0.625,2.73,19.7,0.218,0.813,0.495,0.1,0.55,0.587,111.0,110.0,91.67,110,0.62,1,1,1,1,135,552,165,106,964,296,584,1854,281,1328,348,828,766,83,193,1,2018,2019,False,NOP,LAL
2018-19,1610612759,SAS,San Antonio Spurs,21801149,2019-03-31,SAS vs. SAC,L,48.0,110.2,112.8,114.9,118.9,-4.7,-6.2,0.545,2.18,17.8,0.321,0.727,0.505,0.117,0.511,0.529,97.2,94.5,78.75,94,0.443,1,1231,1231,1231,135,971,1957,1640,1761,681,1166,553,1288,1107,688,1438,1718,2197,1816,1,2018,2019,True,SAS,SAC
2018-19,1610612760,OKC,Oklahoma City Thunder,21801146,2019-03-31,OKC vs. DAL,L,48.0,102.3,104.0,105.9,108.2,-3.6,-4.1,0.5,2.38,14.0,0.317,0.725,0.5,0.081,0.444,0.478,100.4,98.5,82.08,99,0.474,1,1231,1231,1231,135,1710,1091,1473,2052,498,2166,599,1309,1180,130,2230,2256,1581,1477,1,2018,2019,True,OKC,DAL
2018-19,1610612740,NOP,New Orleans Pelicans,21801147,2019-03-31,NOP vs. LAL,L,48.0,91.7,92.7,117.5,118.2,-25.8,-25.5,0.5,0.79,13.9,0.188,0.782,0.505,0.218,0.506,0.553,111.0,110.0,91.67,110,0.38,1,1231,1231,1231,135,2296,1903,2355,2052,2426,2180,2162,593,1126,2404,1471,1348,83,2268,1,2018,2019,True,NOP,LAL
2018-19,1610612742,DAL,Dallas Mavericks,21801146,2019-03-31,DAL @ OKC,W,48.0,105.9,108.2,102.3,104.0,3.6,4.1,0.486,1.38,13.8,0.275,0.683,0.5,0.133,0.517,0.546,100.4,98.5,82.08,98,0.526,1,1,1,1,135,1365,746,988,2171,1833,2184,1133,1858,1180,1105,1328,1456,1581,984,1,2018,2019,False,OKC,DAL
2018-19,1610612763,MEM,Memphis Grizzlies,21801151,2019-03-31,MEM @ LAC,L,48.0,90.8,92.3,106.9,108.7,-16.1,-16.3,0.688,1.57,16.2,0.182,0.756,0.427,0.135,0.424,0.491,105.7,104.0,86.67,104,0.385,1,1231,1231,1231,135,2307,1129,2165,424,1507,1641,2214,899,2293,1161,2342,2168,559,2242,1,2018,2019,False,LAC,MEM
2018-19,1610612743,DEN,Denver Nuggets,21801148,2019-03-31,DEN vs. WAS,L,48.0,89.3,90.9,91.5,96.0,-2.2,-5.1,0.514,1.64,13.6,0.242,0.783,0.508,0.111,0.414,0.442,102.3,99.0,82.5,99,0.457,1,1231,1231,1231,135,2338,262,1545,1975,1412,2208,1568,578,1067,556,2381,2413,1511,1670,1,2018,2019,True,DEN,WAS
2018-19,1610612737,ATL,Atlanta Hawks,21801145,2019-03-31,ATL vs. MIL,W,53.0,113.8,114.3,112.4,115.4,1.4,-1.1,0.692,4.0,20.7,0.282,0.638,0.457,0.076,0.534,0.542,108.5,106.87,89.06,119,0.528,1,1,1,1,21,826,1717,1288,387,53,390,1042,2232,2006,101,1080,1522,259,954,1,2018,2019,True,ATL,MIL
2018-19,1610612764,WAS,Washington Wizards,21801148,2019-03-31,WAS @ DEN,W,48.0,91.5,96.0,89.3,90.9,2.2,5.1,0.649,2.0,17.6,0.217,0.758,0.492,0.121,0.435,0.471,102.3,99.0,82.5,99,0.543,1,1,1,1,135,2195,122,915,750,840,1203,1879,890,1393,792,2298,2308,1511,789,1,2018,2019,False,DEN,WAS
2018-19,1610612749,MIL,Milwaukee Bucks,21801145,2019-03-31,MIL @ ATL,L,53.0,112.4,115.4,113.8,114.3,-1.4,1.1,0.625,1.88,17.4,0.362,0.718,0.543,0.137,0.487,0.535,108.5,106.87,89.06,117,0.472,1,1231,1231,1231,21,739,1623,1172,964,1030,1276,229,1418,449,1224,1784,1621,259,1505,1,2018,2019,False,ATL,MIL
2018-19,1610612766,CHA,Charlotte Hornets,21801150,2019-03-31,CHA @ GSW,L,48.0,90.0,91.8,139.4,141.2,-49.4,-49.4,0.8,2.18,17.9,0.218,0.639,0.385,0.112,0.4,0.469,99.1,97.5,81.25,98,0.295,1,1231,1231,1231,135,2317,2454,2458,30,681,1124,1854,2217,2436,579,2410,2322,1771,2436,1,2018,2019,False,GSW,CHA
