season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away
2018-19,1610612766,CHA,Charlotte Hornets,21801150,2019-03-31,CHA @ GSW,L,48.0,0.624,0.376,0.489,0.111,0.267,0.1,0.244,0.167,0.378,0.864,0.136,0.625,0.375,0.8,0.2,0,0,0,0,135,1502,955,1756,878,1590,1506,141,827,1872,2,2459,2241,202,30,2423,1,2018,2019,False,GSW,CHA
2018-19,1610612743,DEN,Denver Nuggets,21801148,2019-03-31,DEN vs. WAS,L,48.0,0.613,0.387,0.622,0.111,0.233,0.133,0.144,0.089,0.511,0.5,0.5,0.571,0.429,0.514,0.486,0,0,0,0,135,1626,824,391,878,1934,983,1463,2139,464,1269,1037,2325,122,1975,482,1,2018,2019,True,DEN,WAS
2018-19,1610612763,MEM,Memphis Grizzlies,21801151,2019-03-31,MEM @ LAC,L,48.0,0.612,0.388,0.5,0.083,0.25,0.115,0.25,0.167,0.417,0.625,0.375,0.875,0.125,0.688,0.313,0,0,0,0,135,1641,810,1619,1398,1758,1289,111,827,1476,360,2080,977,1393,424,2032,1,2018,2019,False,LAC,MEM
2018-19,1610612759,SAS,San Antonio Spurs,21801149,2019-03-31,SAS vs. SAC,L,48.0,0.713,0.287,0.679,0.264,0.226,0.085,0.094,0.142,0.415,0.5,0.5,0.75,0.25,0.545,0.455,0,0,0,0,135,442,2012,102,29,2009,1777,2209,1292,1492,1269,1037,1743,617,1761,686,1,2018,2019,True,SAS,SAC
2018-19,1610612749,MIL,Milwaukee Bucks,21801145,2019-03-31,MIL @ ATL,L,53.0,0.526,0.474,0.459,0.074,0.378,0.096,0.163,0.111,0.385,0.452,0.548,0.941,0.059,0.625,0.375,0,0,0,0,21,2287,174,1991,1560,488,1577,1116,1819,1797,1731,714,479,1973,964,1461,1,2018,2019,False,ATL,MIL
2018-19,1610612760,OKC,Oklahoma City Thunder,21801146,2019-03-31,OKC vs. DAL,L,48.0,0.561,0.439,0.524,0.117,0.32,0.078,0.155,0.175,0.408,0.407,0.593,0.727,0.273,0.5,0.5,0,0,0,0,135,2096,363,1399,799,976,1892,1263,715,1563,2047,402,1864,554,2052,335,1,2018,2019,True,OKC,DAL
2018-19,1610612747,LAL,Los Angeles Lakers,21801147,2019-03-31,LAL @ NOP,W,48.0,0.624,0.376,0.508,0.138,0.346,0.185,0.146,0.246,0.369,0.636,0.364,0.6,0.4,0.625,0.375,0,0,0,0,135,1494,964,1561,517,750,372,1437,108,1947,303,2143,2280,147,964,1461,1,2018,2019,False,NOP,LAL
2018-19,1610612746,LAC,LA Clippers,21801151,2019-03-31,LAC vs. MEM,W,48.0,0.64,0.36,0.513,0.018,0.186,0.31,0.301,0.177,0.496,0.621,0.379,0.714,0.286,0.639,0.361,0,0,0,0,135,1284,1175,1503,2339,2275,10,14,689,598,388,2060,1916,464,848,1604,1,2018,2019,True,LAC,MEM
2018-19,1610612740,NOP,New Orleans Pelicans,21801147,2019-03-31,NOP vs. LAL,L,48.0,0.627,0.373,0.588,0.098,0.235,0.088,0.176,0.147,0.49,0.4,0.6,0.875,0.125,0.5,0.5,0,0,0,0,135,1461,998,685,1125,1917,1726,898,1173,654,2077,362,977,1393,2052,335,1,2018,2019,True,NOP,LAL
2018-19,1610612744,GSW,Golden State Warriors,21801150,2019-03-31,GSW vs. CHA,W,48.0,0.625,0.375,0.467,0.073,0.46,0.095,0.073,0.095,0.394,0.625,0.375,1.0,0.0,0.774,0.226,0,0,0,0,135,1475,968,1943,1580,110,1606,2356,2061,1704,360,2080,1,2000,76,2385,1,2018,2019,True,GSW,CHA
2018-19,1610612758,SAC,Sacramento Kings,21801149,2019-03-31,SAC @ SAS,W,48.0,0.691,0.309,0.496,0.088,0.292,0.106,0.212,0.142,0.407,0.429,0.571,0.727,0.273,0.513,0.487,0,0,0,0,135,667,1789,1698,1302,1310,1407,366,1288,1574,1890,533,1864,554,1991,455,1,2018,2019,False,SAS,SAC
2018-19,1610612764,WAS,Washington Wizards,21801148,2019-03-31,WAS @ DEN,W,48.0,0.739,0.261,0.653,0.042,0.189,0.274,0.158,0.105,0.611,0.581,0.419,1.0,0.0,0.649,0.351,0,0,0,0,135,228,2229,179,2083,2255,41,1215,1923,48,642,1796,1,2000,750,1699,1,2018,2019,False,DEN,WAS
