season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away
2018-19,1610612742,DAL,Dallas Mavericks,21801146,2019-03-31,DAL @ OKC,W,48.0,0.517,0.264,0.133,0.275,0.444,0.224,0.081,0.317,0,0,0,0,135,1328,1128,1105,1133,231,881,2324,1858,1,2018,2019,False,OKC,DAL
2018-19,1610612740,NOP,New Orleans Pelicans,21801147,2019-03-31,NOP vs. LAL,L,48.0,0.506,0.253,0.218,0.188,0.55,0.218,0.1,0.218,0,0,0,0,135,1471,1230,2404,2162,1633,812,2092,593,1,2018,2019,True,NOP,LAL
2018-19,1610612737,ATL,Atlanta Hawks,21801145,2019-03-31,ATL vs. MIL,W,53.0,0.534,0.144,0.076,0.282,0.487,0.198,0.137,0.362,0,0,0,0,21,1080,2244,101,1042,677,619,1237,2232,1,2018,2019,True,ATL,MIL
2018-19,1610612766,CHA,Charlotte Hornets,21801150,2019-03-31,CHA @ GSW,L,48.0,0.4,0.294,0.112,0.218,0.722,0.136,0.155,0.361,0,0,0,0,135,2410,822,579,1854,2456,169,787,2217,1,2018,2019,False,GSW,CHA
2018-19,1610612760,OKC,Oklahoma City Thunder,21801146,2019-03-31,OKC vs. DAL,L,48.0,0.444,0.224,0.081,0.317,0.517,0.264,0.133,0.275,0,0,0,0,135,2230,1578,130,599,1129,1325,1337,1309,1,2018,2019,True,OKC,DAL
2018-19,1610612759,SAS,San Antonio Spurs,21801149,2019-03-31,SAS vs. SAC,L,48.0,0.511,0.149,0.117,0.321,0.549,0.346,0.126,0.273,0,0,0,0,135,1438,2211,688,553,1629,2034,1505,1288,1,2018,2019,True,SAS,SAC
2018-19,1610612746,LAC,LA Clippers,21801151,2019-03-31,LAC vs. MEM,W,48.0,0.527,0.507,0.183,0.244,0.424,0.341,0.135,0.182,0,0,0,0,135,1191,26,2154,1560,118,2005,1285,240,1,2018,2019,True,LAC,MEM
2018-19,1610612743,DEN,Denver Nuggets,21801148,2019-03-31,DEN vs. WAS,L,48.0,0.414,0.215,0.111,0.242,0.435,0.217,0.121,0.217,0,0,0,0,135,2381,1678,556,1568,162,797,1654,578,1,2018,2019,True,DEN,WAS
2018-19,1610612744,GSW,Golden State Warriors,21801150,2019-03-31,GSW vs. CHA,W,48.0,0.722,0.136,0.155,0.361,0.4,0.294,0.112,0.218,0,0,0,0,135,5,2290,1662,244,50,1635,1874,593,1,2018,2019,True,GSW,CHA
2018-19,1610612758,SAC,Sacramento Kings,21801149,2019-03-31,SAC @ SAS,W,48.0,0.549,0.346,0.126,0.273,0.511,0.149,0.117,0.321,0,0,0,0,135,830,426,938,1156,1020,240,1767,1894,1,2018,2019,False,SAS,SAC
2018-19,1610612763,MEM,Memphis Grizzlies,21801151,2019-03-31,MEM @ LAC,L,48.0,0.424,0.341,0.135,0.182,0.527,0.507,0.183,0.244,0,0,0,0,135,2342,449,1161,2214,1270,2435,303,899,1,2018,2019,False,LAC,MEM
2018-19,1610612764,WAS,Washington Wizards,21801148,2019-03-31,WAS @ DEN,W,48.0,0.435,0.217,0.121,0.217,0.414,0.215,0.111,0.242,0,0,0,0,135,2298,1650,792,1879,79,782,1890,890,1,2018,2019,False,DEN,WAS
2018-19,1610612749,MIL,Milwaukee Bucks,21801145,2019-03-31,MIL @ ATL,L,53.0,0.487,0.198,0.137,0.362,0.534,0.144,0.076,0.282,0,0,0,0,21,1784,1842,1224,229,1381,217,2360,1418,1,2018,2019,False,ATL,MIL
2018-19,1610612747,LAL,Los Angeles Lakers,21801147,2019-03-31,LAL @ NOP,W,48.0,0.55,0.218,0.1,0.218,0.506,0.253,0.218,0.188,0,0,0,0,135,828,1645,348,1854,987,1226,55,281,1,2018,2019,False,NOP,LAL
2018-19,1610612750,MIN,Minnesota Timberwolves,21801143,2019-03-30,MIN vs. PHI,L,48.0,0.517,0.291,0.091,0.163,0.548,0.223,0.129,0.365,0,0,0,0,135,1323,850,232,2318,1606,869,1452,2245,1,2018,2019,True,MIN,PHI
2018-19,1610612753,ORL,Orlando Magic,21801140,2019-03-30,ORL @ IND,W,48.0,0.592,0.152,0.073,0.239,0.583,0.189,0.156,0.356,0,0,0,0,135,362,2187,82,1600,2015,531,760,2186,1,2018,2019,False,IND,ORL
2018-19,1610612765,DET,Detroit Pistons,21801139,2019-03-30,DET vs. POR,W,48.0,0.459,0.302,0.1,0.173,0.392,0.108,0.168,0.375,0,0,0,0,135,2113,741,348,2272,35,79,499,2290,1,2018,2019,True,DET,POR
2018-19,1610612746,LAC,LA Clippers,21801136,2019-03-30,LAC vs. CLE,W,48.0,0.712,0.188,0.16,0.294,0.462,0.304,0.129,0.345,0,0,0,0,135,8,1931,1770,885,368,1734,1452,2113,1,2018,2019,True,LAC,CLE
