group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,201567,Kevin Love,Kevin,1610612748,MIA,34.0,17,7,10,0.412,22.0,0.127,0.0,0.091,0.0,0.143,0.063,0.087,0.1,0.474,0.345,0.0,0.364,0.0,0.0,0.0,0.143,0.154,0.016,203,223,268,310,277,246,361,336,257,227,262,253,227,14,48,297,412,250,204,1,159,205,381,MIA
Players,1630209,Omer Yurtseven,Omer,1610612748,MIA,25.0,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425,372,1,1,436,406,361,396,257,325,295,305,288,373,388,297,1,250,204,1,1,329,382,MIA
Players,200768,Kyle Lowry,Kyle,1610612748,MIA,37.0,32,17,15,0.531,125.0,0.15,0.167,0.156,0.2,0.179,0.078,0.067,0.143,0.129,0.133,0.37,0.318,0.118,0.167,0.375,0.254,0.155,0.149,79,61,344,171,60,191,184,203,153,192,249,271,195,286,291,52,398,213,141,394,320,203,223,MIA
Players,1628997,Caleb Martin,Caleb,1610612748,MIA,27.0,39,24,15,0.615,105.0,0.093,0.079,0.109,0.091,0.121,0.111,0.106,0.15,0.16,0.158,0.077,0.037,0.278,0.333,0.2,0.154,0.118,0.089,22,8,344,104,91,328,332,301,230,254,219,235,193,243,256,259,173,102,72,314,173,245,323,MIA
Players,1631115,Orlando Robinson,Orlando,1610612748,MIA,22.0,6,4,2,0.667,22.0,0.113,0.111,0.095,0.0,0.095,0.0,0.0,0.5,0.2,0.304,0.25,0.4,0.0,1.0,0.5,0.167,0.167,0.087,322,278,72,53,274,284,281,329,257,286,295,305,37,182,82,104,420,250,1,419,193,189,327,MIA
Players,1631288,Jamal Cain,Jamal,1610612748,MIA,24.0,2,1,1,0.5,10.0,0.074,0.0,0.056,0.0,0.0,0.333,0.286,0.0,0.125,0.1,0.5,0.0,0.0,0.0,0.0,0.4,0.2,0.133,394,372,18,188,333,366,361,381,257,325,52,83,288,291,337,17,1,250,204,1,423,156,251,MIA
Players,1629312,Haywood Highsmith,Haywood,1610612748,MIA,26.0,11,9,2,0.818,39.0,0.121,0.167,0.141,0.167,0.107,0.118,0.19,0.333,0.258,0.275,0.0,0.0,0.167,0.0,0.333,0.143,0.25,0.155,258,189,72,25,217,266,184,233,179,270,210,160,82,107,101,297,1,167,204,370,159,104,209,MIA
Players,1629216,Gabe Vincent,Gabe,1610612748,MIA,27.0,30,19,11,0.633,98.0,0.097,0.071,0.074,0.176,0.154,0.141,0.128,0.0,0.105,0.087,0.188,0.217,0.143,0.077,0.0,0.304,0.18,0.101,94,40,284,96,110,317,338,361,175,222,188,221,288,318,353,155,335,186,192,1,372,181,307,MIA
Players,1629130,Duncan Robinson,Duncan,1610612748,MIA,29.0,3,2,1,0.667,5.0,0.3,0.2,0.222,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.0,0.231,368,326,18,53,385,40,145,114,21,9,295,305,288,373,388,297,445,250,204,1,382,329,102,MIA
Players,203506,Victor Oladipo,Victor,1610612748,MIA,31.0,19,11,8,0.579,50.0,0.168,0.143,0.177,0.222,0.258,0.162,0.25,0.0,0.261,0.182,0.111,0.1,0.214,0.333,0.333,0.219,0.222,0.155,191,158,238,129,187,156,230,170,138,107,172,110,288,105,217,227,217,138,72,370,270,135,207,MIA
Players,1629639,Tyler Herro,Tyler,1610612748,MIA,23.0,44,27,17,0.614,154.0,0.247,0.285,0.3,0.543,0.485,0.172,0.139,0.0,0.24,0.18,0.18,0.219,0.185,0.067,0.0,0.09,0.114,0.279,5,2,376,106,18,72,65,55,20,22,160,209,288,134,223,163,336,158,195,1,93,251,64,MIA
Players,1628389,Bam Adebayo,Bam,1610612748,MIA,25.0,47,28,19,0.596,180.0,0.183,0.197,0.169,0.0,0.018,0.256,0.229,0.467,0.256,0.299,0.188,0.282,0.364,0.263,0.1,0.266,0.229,0.196,2,1,398,120,3,137,158,178,257,323,103,130,53,110,86,154,377,58,108,262,331,130,152,MIA
