season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
22017,1610612754,IND,Indiana Pacers,PRRollMan,Offensive,0.138,82,0.115,0.991,0.48,0.109,0.091,0.105,0.031,0.47,0.513,12.4,12.3,4.9,10.3,5.3,2017-18,2017,2018
22017,1610612745,HOU,Houston Rockets,PRRollMan,Offensive,0.759,82,0.083,1.115,0.546,0.149,0.068,0.148,0.048,0.534,0.583,8.9,9.9,4.0,7.4,3.4,2017-18,2017,2018
22017,1610612752,NYK,New York Knicks,PRRollMan,Offensive,0.483,82,0.082,1.081,0.531,0.091,0.092,0.088,0.024,0.509,0.571,9.0,9.7,4.0,7.6,3.5,2017-18,2017,2018
22017,1610612741,CHI,Chicago Bulls,PRRollMan,Offensive,0.31,82,0.081,1.06,0.487,0.091,0.057,0.087,0.018,0.495,0.535,8.9,9.5,3.8,7.8,4.0,2017-18,2017,2018
22017,1610612751,BKN,Brooklyn Nets,PRRollMan,Offensive,0.586,82,0.079,1.085,0.503,0.14,0.071,0.141,0.034,0.518,0.544,8.7,9.5,3.6,7.1,3.5,2017-18,2017,2018
22017,1610612737,ATL,Atlanta Hawks,PRRollMan,Offensive,0.448,82,0.077,1.08,0.522,0.099,0.08,0.089,0.028,0.51,0.562,8.3,9.0,3.7,7.1,3.4,2017-18,2017,2018
22017,1610612761,TOR,Toronto Raptors,PRRollMan,Offensive,0.793,82,0.073,1.121,0.556,0.115,0.084,0.11,0.038,0.539,0.587,8.0,9.0,3.7,6.7,3.0,2017-18,2017,2018
22017,1610612760,OKC,Oklahoma City Thunder,PRRollMan,Offensive,0.828,82,0.07,1.141,0.543,0.16,0.074,0.15,0.031,0.554,0.586,7.8,8.9,3.4,6.2,2.8,2017-18,2017,2018
22017,1610612763,MEM,Memphis Grizzlies,PRRollMan,Offensive,0.276,82,0.079,1.051,0.498,0.094,0.079,0.089,0.023,0.494,0.543,8.5,8.9,3.6,7.2,3.6,2017-18,2017,2018
22017,1610612742,DAL,Dallas Mavericks,PRRollMan,Offensive,0.862,82,0.072,1.149,0.525,0.088,0.043,0.083,0.016,0.53,0.582,7.6,8.7,3.5,6.7,3.2,2017-18,2017,2018
22017,1610612750,MIN,Minnesota Timberwolves,PRRollMan,Offensive,0.724,82,0.072,1.103,0.512,0.163,0.078,0.155,0.039,0.527,0.546,7.8,8.6,3.2,6.2,3.0,2017-18,2017,2018
22017,1610612759,SAS,San Antonio Spurs,PRRollMan,Offensive,0.621,82,0.072,1.093,0.513,0.104,0.044,0.101,0.033,0.522,0.542,7.7,8.5,3.5,6.8,3.3,2017-18,2017,2018
22017,1610612757,POR,Portland Trail Blazers,PRRollMan,Offensive,0.241,82,0.074,1.024,0.504,0.104,0.092,0.101,0.036,0.488,0.54,8.1,8.3,3.4,6.8,3.4,2017-18,2017,2018
