player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank
203932,Aaron Gordon,Aaron,1610612753,ORL,21.0,80,29,51,0.363,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,8.0,0.0,1.0,1.0,38,215,463,378,200,12,70,116,23,120,87,52,46,122,15,12,59,2,229
1626148,Anthony Brown,Anthony,1610612753,ORL,24.0,11,3,8,0.273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,447,54,443,371,67,70,116,23,38,87,52,46,219,334,177,59,14,321
202620,Arinze Onuaku,Arinze,1610612753,ORL,29.0,8,3,5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450,447,41,361,371,67,70,116,23,120,87,52,46,219,334,177,59,14,321
202687,Bismack Biyombo,Bismack,1610612753,ORL,24.0,81,29,52,0.358,10.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,13.0,0.0,0.0,7.0,18,215,470,383,41,4,70,17,23,38,25,52,46,31,245,5,59,14,20
201228,C.J. Watson,C.J.,1610612753,ORL,33.0,62,20,42,0.323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,244,307,402,409,307,67,70,116,23,120,87,52,46,219,245,177,59,14,28
203912,C.J. Wilcox,C.J.,1610612753,ORL,26.0,22,8,14,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403,408,102,376,371,67,70,116,23,120,87,52,46,219,334,177,59,14,321
201571,D.J. Augustin,D.J.,1610612753,ORL,29.0,78,29,49,0.372,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,69,215,458,367,371,67,70,116,23,38,87,52,46,122,245,177,59,14,229
204014,Damjan Rudez,Damjan,1610612753,ORL,31.0,45,12,33,0.267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,383,305,448,307,67,70,116,23,120,87,52,46,219,334,177,59,14,321
203901,Elfrid Payton,Elfrid,1610612753,ORL,23.0,82,29,53,0.354,15.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,1,215,472,385,13,1,16,116,23,38,87,12,46,219,75,98,10,14,160
203095,Evan Fournier,Evan,1610612753,ORL,24.0,68,23,45,0.338,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,192,287,431,390,52,67,70,116,23,120,87,52,46,219,75,177,59,14,109
201145,Jeff Green,Jeff,1610612753,ORL,30.0,69,26,43,0.377,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,183,253,413,358,131,67,70,116,23,120,87,12,46,122,189,98,59,14,109
201975,Jodie Meeks,Jodie,1610612753,ORL,29.0,36,14,22,0.389,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,359,371,183,341,307,67,70,116,23,120,87,52,46,219,245,177,59,14,321
1627875,Marcus Georges-Hunt,Marcus,1610612753,ORL,23.0,5,2,3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458,452,26,325,371,67,70,116,23,120,87,52,46,219,334,177,59,14,321
1626209,Mario Hezonja,Mario,1610612753,ORL,22.0,65,20,45,0.308,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,220,307,431,422,165,67,70,116,2,120,87,52,46,219,189,177,59,14,229
202696,Nikola Vučević,Nikola,1610612753,ORL,26.0,75,27,48,0.36,14.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,9.0,111,243,453,381,17,12,70,9,23,38,25,52,46,12,245,98,10,14,15
1627868,Patricio Garino,Patricio,1610612753,ORL,24.0,5,2,3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,458,452,26,325,371,67,70,116,23,120,87,52,46,122,334,177,59,14,321
1627757,Stephen Zimmerman,Stephen,1610612753,ORL,20.0,19,8,11,0.421,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,414,408,79,309,371,67,70,116,23,38,87,52,46,219,334,177,59,14,229
203082,Terrence Ross,Terrence,1610612753,ORL,26.0,78,39,39,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,5.0,69,109,379,214,371,67,70,116,2,120,87,52,46,122,189,98,3,14,45
