close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
1631108,Max Christie,1610612742,DAL,G,22.0,76,76,0.68,324,586,0.553,0.538,0.015
1629655,Daniel Gafford,1610612742,DAL,F-C,26.0,57,57,0.7,282,584,0.483,0.551,-0.068
203076,Anthony Davis,1610612742,DAL,F-C,32.0,50,50,0.651,260,539,0.482,0.559,-0.076
1629023,P.J. Washington,1610612742,DAL,F,26.0,57,57,0.663,291,530,0.549,0.545,0.004
203915,Spencer Dinwiddie,1610612742,DAL,G,32.0,78,78,0.614,242,468,0.517,0.537,-0.02
1630230,Naji Marshall,1610612742,DAL,F,27.0,69,69,0.602,236,424,0.557,0.541,0.016
202691,Klay Thompson,1610612742,DAL,G,35.0,72,70,0.625,203,393,0.517,0.542,-0.025
1641726,Dereck Lively II,1610612742,DAL,C,21.0,36,35,0.701,185,377,0.491,0.555,-0.064
202681,Kyrie Irving,1610612742,DAL,G,33.0,50,50,0.617,186,340,0.547,0.536,0.011
1628997,Caleb Martin,1610612742,DAL,F,29.0,45,45,0.612,184,326,0.564,0.531,0.033
203939,Dwight Powell,1610612742,DAL,F-C,33.0,46,45,0.725,131,243,0.539,0.551,-0.012
1630556,Kessler Edwards,1610612742,DAL,F,24.0,34,31,0.705,114,213,0.535,0.547,-0.012
1641765,Olivier-Maxence Prosper,1610612742,DAL,F,22.0,48,44,0.663,91,177,0.514,0.539,-0.025
1630539,Kai Jones,1610612742,DAL,C-F,24.0,36,35,0.71,89,176,0.506,0.554,-0.049
1630702,Jaden Hardy,1610612742,DAL,G,22.0,54,53,0.629,94,175,0.537,0.532,0.005
1630314,Brandon Williams,1610612742,DAL,G,25.0,28,26,0.689,79,135,0.585,0.539,0.046
203957,Danté Exum,1610612742,DAL,G,29.0,20,19,0.683,56,97,0.577,0.537,0.041
1629650,Moses Brown,1610612742,DAL,C,25.0,11,10,0.795,33,62,0.532,0.548,-0.016
1641789,Jazian Gortman,1610612742,DAL,G,22.0,10,8,0.783,11,18,0.611,0.538,0.074
