GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK
Players,202692,Alec Burks,Alec,1610612762,UTA,24.0,14,4,10,0.286,3.7,0.733,0.267,0.611,0.167,0.333,0.056,0.056,0.111,0.444,0.182,0.818,0.25,0.75,0.2,0.8,15,30,0.5,242,270,238,370,88,177,201,117,103,99,147,296,174,127,244,72,188,19,295,44,76,92,98
Players,203187,Chris Johnson,Chris,1610612762,UTA,26.0,18,6,12,0.333,1.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,211,235,264,330,373,363,1,320,195,209,175,299,234,303,270,257,194,82,313,264,342,296,342
Players,202324,Derrick Favors,Derrick,1610612762,UTA,24.0,30,12,18,0.4,4.2,1.0,0.0,0.71,0.129,0.0,0.048,0.29,0.048,0.581,0.682,0.318,0.0,0.0,0.682,0.318,22,42,0.524,107,144,361,291,29,1,275,81,132,209,151,166,225,71,102,218,194,82,142,200,44,61,92
Players,202407,Elijah Millsap,Elijah,1610612762,UTA,28.0,3,2,1,0.667,1.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,357,326,31,61,353,363,1,320,195,209,175,299,234,303,270,257,194,82,313,264,342,337,342
Players,202330,Gordon Hayward,Gordon,1610612762,UTA,26.0,42,14,28,0.333,4.8,0.772,0.228,0.536,0.161,0.107,0.125,0.357,0.223,0.375,0.267,0.733,0.25,0.75,0.265,0.735,34,79,0.43,16,119,435,330,12,156,223,150,108,186,89,112,72,156,223,96,188,19,281,61,18,22,160
Players,203481,Jeff Withey,Jeff,1610612762,UTA,26.0,3,1,2,0.333,3.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,0.333,357,362,75,330,97,1,275,1,195,209,175,299,1,1,1,257,194,82,1,264,279,296,255
Players,204060,Joe Ingles,Joe,1610612762,UTA,28.0,33,11,22,0.333,1.6,0.2,0.8,0.308,0.154,0.692,0.154,0.0,0.154,0.154,0.0,1.0,1.0,0.0,0.6,0.4,5,10,0.5,81,157,412,330,330,352,25,267,111,21,70,299,128,276,270,1,1,82,167,164,179,204,98
Players,203526,Raul Neto,Raul,1610612762,UTA,24.0,15,5,10,0.333,2.4,0.5,0.5,0.143,0.0,0.429,0.0,0.428,0.143,0.143,0.0,1.0,1.0,0.0,0.667,0.333,3,8,0.375,233,252,238,330,252,268,92,311,195,67,175,79,136,281,270,1,1,82,143,182,223,226,209
Players,203918,Rodney Hood,Rodney,1610612762,UTA,23.0,38,14,24,0.368,4.6,0.612,0.388,0.578,0.156,0.267,0.0,0.155,0.0,0.422,0.154,0.846,0.5,0.5,0.235,0.765,34,85,0.4,38,119,422,313,15,227,151,130,110,121,175,252,234,136,256,64,167,32,290,52,18,16,186
Players,203497,Rudy Gobert,Rudy,1610612762,UTA,24.0,25,7,18,0.28,4.4,1.0,0.0,0.5,0.0,0.0,0.042,0.5,0.083,0.5,0.833,0.167,0.0,0.0,0.833,0.167,6,14,0.429,151,215,361,374,22,1,275,163,195,209,157,43,198,93,73,244,194,82,99,239,164,172,161
Players,202714,Shelvin Mack,Shelvin,1610612762,UTA,26.0,12,3,9,0.25,3.5,0.571,0.429,0.462,0.154,0.462,0.0,0.076,0.308,0.308,0.333,0.667,1.0,0.0,0.6,0.4,5,14,0.357,257,293,223,380,113,246,128,194,111,60,175,289,36,193,200,107,1,82,167,164,179,172,236
Players,202353,Tibor Pleiss,Tibor,1610612762,UTA,26.0,1,1,0,1.0,3.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,404,362,1,1,78,1,275,320,195,209,175,299,234,303,270,257,194,82,313,264,342,337,342
Players,202344,Trevor Booker,Trevor,1610612762,UTA,28.0,27,8,19,0.296,3.4,0.8,0.2,0.462,0.0,0.115,0.0,0.423,0.077,0.462,0.333,0.667,1.0,0.0,0.429,0.571,7,15,0.467,131,195,379,368,131,147,228,194,195,182,175,85,204,112,200,107,1,82,242,99,149,163,134
Players,203504,Trey Burke,Trey,1610612762,UTA,23.0,19,7,12,0.368,3.7,0.448,0.552,0.222,0.148,0.667,0.222,0.111,0.037,0.074,0.333,0.667,1.0,0.0,0.778,0.222,9,29,0.31,203,215,264,313,80,299,80,298,117,22,37,280,230,297,200,107,1,82,114,226,126,99,277
Players,1626168,Trey Lyles,Trey,1610612762,UTA,20.0,14,5,9,0.357,1.7,0.167,0.833,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,6,0.167,242,252,223,321,322,356,23,320,195,27,175,88,234,303,270,257,1,82,1,264,279,255,324
