team_id,team_name,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,team
1610612738,Boston Celtics,5,1,4,0.2,4.1,0.594,0.406,0.462,0.077,0.115,0.154,0.423,0.115,0.385,0.333,0.667,1.0,0.0,0.429,0.571,5,9,13,11,7,7,10,5,8,14,2,1,7,4,6,9,1,10,11,6,BOSTON CELTICS
1610612739,Cleveland Cavaliers,4,1,3,0.25,2.1,0.692,0.308,0.4,0.08,0.36,0.0,0.24,0.2,0.32,0.4,0.6,0.333,0.667,0.375,0.625,8,9,9,10,16,2,15,9,7,9,10,7,3,9,5,12,14,1,13,4,CLEVELAND CAVALIERS
1610612743,Denver Nuggets,8,4,4,0.5,4.4,0.484,0.516,0.342,0.026,0.395,0.092,0.263,0.145,0.316,0.154,0.846,0.7,0.3,0.391,0.609,4,4,13,6,4,13,4,10,9,6,4,6,5,10,11,6,11,4,12,5,DENVER NUGGETS
1610612765,Detroit Pistons,5,2,3,0.4,4.3,0.742,0.258,0.542,0.167,0.25,0.042,0.208,0.104,0.375,0.538,0.462,0.5,0.5,0.529,0.471,5,7,9,9,5,1,16,3,2,12,9,10,8,5,4,13,12,3,8,9,DETROIT PISTONS
1610612744,Golden State Warriors,4,3,1,0.75,2.5,0.571,0.429,0.333,0.0,0.375,0.0,0.292,0.0,0.333,0.75,0.25,1.0,0.0,0.857,0.143,8,6,1,3,14,8,8,11,10,8,10,5,10,8,1,15,1,10,1,16,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,3,0,3,0.0,2.3,0.556,0.444,0.2,0.0,0.6,0.0,0.2,0.0,0.2,0.0,1.0,1.0,0.0,0.667,0.333,11,12,9,12,15,10,6,13,10,4,10,11,10,13,12,1,1,10,5,10,HOUSTON ROCKETS
1610612754,Indiana Pacers,11,9,2,0.818,3.5,0.615,0.385,0.459,0.092,0.303,0.083,0.239,0.266,0.367,0.2,0.8,0.727,0.273,0.361,0.639,1,1,5,1,9,6,11,6,6,10,5,8,1,6,10,7,10,5,14,3,INDIANA PACERS
1610612746,LA Clippers,4,2,2,0.5,4.7,0.556,0.444,0.526,0.105,0.395,0.132,0.079,0.263,0.421,0.3,0.7,0.8,0.2,0.467,0.533,8,7,5,6,2,10,6,4,5,6,3,13,2,3,9,8,9,6,9,8,LA CLIPPERS
1610612747,Los Angeles Lakers,3,0,3,0.0,3.5,0.25,0.75,0.143,0.0,0.857,0.0,0.0,0.0,0.143,0.0,1.0,1.0,0.0,0.8,0.2,11,12,9,12,10,16,1,16,10,1,10,15,10,16,12,1,1,10,3,14,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,2,0,2,0.0,3.5,0.417,0.583,0.167,0.0,0.75,0.0,0.083,0.0,0.167,0.0,1.0,1.0,0.0,0.75,0.25,13,12,5,12,12,14,3,14,10,3,10,12,10,14,12,1,1,10,4,13,MEMPHIS GRIZZLIES
1610612748,Miami Heat,1,0,1,0.0,4.2,0.571,0.429,1.0,0.333,0.0,0.333,0.0,0.0,0.667,0.667,0.333,0.0,0.0,0.667,0.333,16,12,1,12,6,8,8,1,1,15,1,15,10,1,3,14,15,10,5,10,MIAMI HEAT
1610612749,Milwaukee Bucks,2,0,2,0.0,6.1,0.4,0.6,0.154,0.0,0.808,0.0,0.038,0.0,0.154,0.0,1.0,0.857,0.143,0.667,0.333,13,12,5,12,1,15,2,15,10,2,10,14,10,15,12,1,7,7,5,10,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,5,4,1,0.8,3.5,0.516,0.484,0.286,0.0,0.482,0.071,0.232,0.161,0.286,0.75,0.25,0.889,0.111,0.824,0.176,5,4,1,2,11,12,5,12,10,5,6,9,4,12,1,15,6,9,2,15,MINNESOTA TIMBERWOLVES
1610612752,New York Knicks,11,7,4,0.636,4.5,0.639,0.361,0.454,0.118,0.252,0.05,0.294,0.118,0.336,0.333,0.667,0.4,0.6,0.351,0.649,1,2,13,4,3,5,12,7,4,11,7,4,6,7,6,9,13,2,15,2,NEW YORK KNICKS
1610612760,Oklahoma City Thunder,10,6,4,0.6,3.6,0.677,0.323,0.442,0.126,0.221,0.042,0.337,0.074,0.316,0.333,0.667,0.857,0.143,0.464,0.536,3,3,13,5,8,3,14,8,3,13,8,2,9,10,6,9,7,7,10,7,OKLAHOMA CITY THUNDER
1610612753,Orlando Magic,2,1,1,0.5,3.2,0.667,0.333,0.667,0.0,0.0,0.0,0.333,0.0,0.667,0.0,1.0,0.0,0.0,0.0,1.0,13,9,1,6,13,4,13,2,10,15,10,3,10,1,12,1,15,10,16,1,ORLANDO MAGIC
