player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1629599,Amir Coffey,Amir,1610612746,LAC,24.0,10,9,1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,31,8,8,58,4,4,8,1,16,11,4,107,13,54,28,3,2,41,LAC
1630187,Daniel Oturu,Daniel,1610612746,LAC,21.0,8,7,1,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,38,8,10,58,4,4,8,1,16,11,4,107,13,54,28,3,2,41,LAC
202326,DeMarcus Cousins,DeMarcus,1610612746,LAC,30.0,7,1,6,0.143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,86,137,197,200,16,4,4,8,1,16,11,4,15,13,54,28,3,2,41,LAC
1627826,Ivica Zubac,Ivica,1610612746,LAC,24.0,17,9,8,0.529,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,29,31,218,90,58,4,4,1,1,16,1,4,7,1,54,28,3,2,9,LAC
1630206,Jay Scrubb,Jay,1610612746,LAC,20.0,6,5,1,0.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,75,8,13,58,4,4,8,1,16,11,4,107,13,54,28,3,2,41,LAC
202695,Kawhi Leonard,Kawhi,1610612746,LAC,30.0,11,6,5,0.545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,53,58,168,80,16,4,4,8,1,16,11,4,38,13,7,28,1,2,41,LAC
1628379,Luke Kennard,Luke,1610612746,LAC,25.0,15,9,6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33,31,197,50,58,4,4,8,1,16,11,4,63,13,54,28,3,2,41,LAC
202694,Marcus Morris Sr.,Marcus,1610612746,LAC,31.0,19,10,9,0.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17,18,234,91,58,4,4,8,1,16,11,4,22,13,54,28,3,2,41,LAC
201587,Nicolas Batum,Nicolas,1610612746,LAC,32.0,19,10,9,0.526,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,17,18,234,91,8,4,4,8,1,16,11,4,107,13,54,3,3,2,3,LAC
201976,Patrick Beverley,Patrick,1610612746,LAC,32.0,17,8,9,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29,36,234,106,58,4,4,8,1,16,11,4,63,13,54,28,3,2,41,LAC
202331,Paul George,Paul,1610612746,LAC,31.0,19,10,9,0.526,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,4.0,1.0,0.0,0.0,0.0,17,18,234,91,58,4,4,8,1,1,11,4,4,13,4,7,3,2,41,LAC
200765,Rajon Rondo,Rajon,1610612746,LAC,35.0,13,7,6,0.538,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,38,197,89,16,4,4,8,1,16,11,4,107,13,54,28,3,2,41,LAC
202704,Reggie Jackson,Reggie,1610612746,LAC,31.0,19,10,9,0.526,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17,18,234,91,8,4,4,8,1,1,11,4,15,13,54,28,3,2,41,LAC
201586,Serge Ibaka,Serge,1610612746,LAC,31.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209,201,35,201,58,4,4,8,1,16,11,4,107,13,54,28,3,2,9,LAC
1629611,Terance Mann,Terance,1610612746,LAC,24.0,19,10,9,0.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,18,234,91,58,4,4,8,1,16,11,4,107,13,54,28,3,2,41,LAC
1627812,Yogi Ferrell,Yogi,1610612746,LAC,28.0,9,8,1,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,36,8,9,58,4,4,8,1,16,11,4,107,13,54,28,3,2,41,LAC
