player,team,number,position,height,weight,last_attended,country,profile_url,is_active,is_free_agent,is_retired,headshot_url,birthdate,experience,legacy,draft_year,draft_round,draft_pick,draft_status,player_id
Taran Armstrong,GSW,1,Guard,77.0,190.0,"Cairns, Australia",Australia,https://www.nba.com/player/1642379/tmp-taran-armstrong,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1642379.png,1980-01-01,,False,0.0,0.0,0.0,UDF,armstta01
Jimmy Butler III,GSW,10,Forward,79.0,230.0,Marquette,USA,https://www.nba.com/player/202710/jimmy-butler,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1627780.png,1980-01-01,13.0,False,2011.0,1.0,30.0,Drafted,iiiji0100
Stephen Curry,GSW,30,Guard,74.0,185.0,Davidson,USA,https://www.nba.com/player/201939/stephen-curry,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,15.0,False,2009.0,1.0,7.0,Drafted,curryst01
Draymond Green,GSW,23,Forward,78.0,230.0,Michigan State,USA,https://www.nba.com/player/203110/draymond-green,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,12.0,False,2012.0,2.0,35.0,Drafted,greendr01
Buddy Hield,GSW,7,Guard,76.0,220.0,Oklahoma,Bahamas,https://www.nba.com/player/1627741/buddy-hield,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1627780.png,1980-01-01,8.0,False,2016.0,1.0,6.0,Drafted,hieldbu01
Trayce Jackson-Davis,GSW,32,Forward,81.0,245.0,Indiana,USA,https://www.nba.com/player/1631218/trayce-jackson-davis,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1631218.png,1980-01-01,1.0,False,2023.0,2.0,57.0,Drafted,jackstr01
Braxton Key,GSW,12,Forward,80.0,225.0,Virginia,USA,https://www.nba.com/player/1630296/braxton-key,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,3.0,False,0.0,0.0,0.0,UDF,keybr0100
Kevin Knox II,GSW,31,Forward,80.0,215.0,Kentucky,USA,https://www.nba.com/player/1628995/kevin-knox,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1627780.png,1980-01-01,6.0,False,2018.0,1.0,9.0,Drafted,iike01000
Jonathan Kuminga,GSW,00,Forward,79.0,225.0,NBA G League Ignite,DRC,https://www.nba.com/player/1630228/jonathan-kuminga,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,3.0,False,2021.0,1.0,7.0,Drafted,kuminjo01
Kevon Looney,GSW,5,Forward,81.0,222.0,UCLA,USA,https://www.nba.com/player/1626172/kevon-looney,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,9.0,False,2015.0,1.0,30.0,Drafted,looneke01
