team_id,team_name,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,five_sec,eight_sec,shot_clock,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,delay_of_game,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,five_sec_rank,eight_sec_rank,shot_clock_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,delay_of_game_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1610612737,Atlanta Hawks,6,2,4,0.333,0.8,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.2,0.0,0.0,0.2,0.8,0.7,0.3,0.0,0.0,0.3,10,10,2,10,2,5,5,11,1,3,9,1,1,1,2,6,3,4,1,6,1,3,6,ATLANTA HAWKS
1610612738,Boston Celtics,18,9,9,0.5,0.9,0.0,0.1,0.2,0.0,0.1,0.4,0.0,0.1,0.1,0.1,0.0,0.2,0.4,0.2,0.3,0.0,0.1,0.6,1,3,16,5,1,5,1,4,1,2,11,1,2,2,1,6,3,9,9,6,1,1,1,BOSTON CELTICS
1610612741,Chicago Bulls,6,2,4,0.333,0.7,0.0,0.0,0.2,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.2,0.0,0.0,0.3,10,10,2,10,3,5,5,4,1,3,1,1,8,5,2,6,10,5,9,11,1,3,6,CHICAGO BULLS
1610612739,Cleveland Cavaliers,18,13,5,0.722,0.4,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.1,0.4,0.0,0.0,0.3,1,2,10,2,9,5,5,8,1,3,13,1,8,5,2,6,3,9,12,2,1,3,6,CLEVELAND CAVALIERS
1610612744,Golden State Warriors,17,16,1,0.941,0.3,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.4,0.3,0.1,0.0,0.0,0.4,3,1,1,1,12,1,5,8,1,3,15,1,2,5,2,2,3,9,4,12,1,3,4,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,11,6,5,0.545,0.5,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.3,0.3,0.0,0.1,0.2,6,6,10,3,7,5,1,11,1,3,4,1,8,5,2,2,10,9,4,6,1,1,14,HOUSTON ROCKETS
1610612754,Indiana Pacers,4,0,4,0.0,0.3,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.3,0.3,0.0,0.0,0.5,15,15,2,15,12,5,5,1,1,3,3,1,8,5,2,6,1,2,4,6,1,3,2,INDIANA PACERS
1610612746,LA Clippers,7,3,4,0.429,0.7,0.1,0.0,0.3,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.3,0.1,0.0,0.0,0.1,9,9,2,7,3,2,5,1,1,3,11,1,2,5,2,2,10,16,4,12,1,3,15,LA CLIPPERS
1610612763,Memphis Grizzlies,6,2,4,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.3,10,10,2,10,16,5,5,11,1,3,5,1,8,5,2,6,10,15,2,14,1,3,6,MEMPHIS GRIZZLIES
1610612749,Milwaukee Bucks,6,2,4,0.333,0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.0,0.3,0.0,0.0,0.3,10,10,2,10,3,5,5,11,1,3,14,1,8,5,2,1,3,2,16,6,1,3,6,MILWAUKEE BUCKS
1610612760,Oklahoma City Thunder,5,1,4,0.2,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.0,14,14,2,14,6,5,5,11,1,1,15,1,8,5,2,6,10,9,3,2,1,3,16,OKLAHOMA CITY THUNDER
