team_id,team_name,gp,w,l,w_pct,min,opp_fgm,opp_fga,opp_fg_pct,opp_fg3m,opp_fg3a,opp_fg3_pct,opp_ftm,opp_fta,opp_ft_pct,opp_oreb,opp_dreb,opp_reb,opp_ast,opp_tov,opp_stl,opp_blk,opp_blka,opp_pf,opp_pfd,opp_pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,opp_fgm_rank,opp_fga_rank,opp_fg_pct_rank,opp_fg3m_rank,opp_fg3a_rank,opp_fg3_pct_rank,opp_ftm_rank,opp_fta_rank,opp_ft_pct_rank,opp_oreb_rank,opp_dreb_rank,opp_reb_rank,opp_ast_rank,opp_tov_rank,opp_stl_rank,opp_blk_rank,opp_blka_rank,opp_pf_rank,opp_pfd_rank,opp_pts_rank,plus_minus_rank,team
1610612737,Atlanta Hawks,6,2,4,0.333,288.0,39.3,86.7,0.454,8.3,26.5,0.314,19.7,24.2,0.814,9.7,31.7,41.3,21.2,13.0,9.2,7.5,3.3,24.8,21.3,106.7,1.2,10,10,2,10,11,11,12,3,2,7,2,11,9,15,9,8,10,7,9,16,15,13,16,7,10,8,ATLANTA HAWKS
1610612738,Boston Celtics,18,9,9,0.5,869.0,39.4,83.4,0.473,9.7,27.5,0.353,18.9,23.7,0.797,11.3,33.0,44.2,22.4,14.1,7.3,5.1,4.1,18.9,20.7,107.5,2.9,1,3,16,5,1,12,9,11,8,8,8,8,8,10,15,11,13,12,4,5,12,11,5,12,12,9,BOSTON CELTICS
1610612741,Chicago Bulls,6,2,4,0.333,288.0,38.5,84.0,0.458,12.7,37.3,0.339,13.7,18.0,0.759,9.3,29.7,39.0,27.3,12.3,8.2,3.7,5.2,17.2,18.3,103.3,6.8,10,10,2,10,11,10,11,7,15,16,4,1,1,6,7,2,2,16,13,13,3,4,1,16,6,13,CHICAGO BULLS
1610612739,Cleveland Cavaliers,18,13,5,0.722,864.0,40.2,88.0,0.457,11.2,30.9,0.363,16.6,20.7,0.802,10.3,29.9,40.2,25.3,13.2,7.4,3.8,4.7,22.3,18.8,108.3,-7.9,1,2,10,2,2,14,14,6,11,11,9,3,2,12,12,4,7,14,8,8,5,7,13,14,13,2,CLEVELAND CAVALIERS
1610612744,Golden State Warriors,17,16,1,0.941,816.0,38.3,89.2,0.429,10.2,30.0,0.341,18.9,24.7,0.767,11.1,32.1,43.2,20.1,14.0,8.4,3.8,6.1,21.6,21.8,105.8,-13.5,3,1,1,1,3,9,16,1,9,9,5,9,11,7,14,9,12,5,5,15,6,3,12,5,9,1,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,11,6,5,0.545,533.0,40.3,88.6,0.455,8.3,26.2,0.316,16.6,23.7,0.7,12.9,33.5,46.4,22.2,12.4,7.8,6.9,4.6,19.3,20.7,105.5,-1.2,6,6,10,3,6,15,15,4,1,6,3,2,7,1,16,13,15,11,12,11,14,9,6,11,8,3,HOUSTON ROCKETS
1610612754,Indiana Pacers,4,0,4,0.0,192.0,40.0,82.8,0.483,13.5,33.5,0.403,19.3,26.8,0.72,10.0,29.8,39.8,19.8,12.8,7.0,6.3,3.8,18.3,22.8,112.8,4.0,15,15,2,15,15,13,7,15,16,14,13,10,14,2,11,3,5,4,10,4,13,12,2,2,14,10,INDIANA PACERS
1610612746,LA Clippers,7,3,4,0.429,336.0,36.1,75.7,0.477,9.7,25.0,0.389,16.9,23.3,0.724,6.6,31.0,37.6,20.1,12.1,7.4,3.1,2.4,20.9,20.3,98.9,1.1,9,9,2,7,9,2,2,13,7,3,12,4,5,3,1,7,1,6,14,7,1,16,9,13,2,7,LA CLIPPERS
1610612763,Memphis Grizzlies,6,2,4,0.333,293.0,36.5,75.8,0.482,9.7,23.6,0.41,20.2,24.4,0.826,9.7,29.7,39.3,16.1,11.1,5.1,3.8,2.5,18.8,21.8,102.9,8.2,10,10,2,10,10,3,3,14,6,1,15,12,10,16,8,1,4,1,16,1,4,15,4,4,5,14,MEMPHIS GRIZZLIES
1610612749,Milwaukee Bucks,6,2,4,0.333,288.0,32.3,74.0,0.437,8.5,24.2,0.352,20.7,25.7,0.805,7.2,34.7,41.8,18.0,14.3,7.5,4.7,5.0,21.2,21.3,93.8,0.7,10,10,2,10,11,1,1,2,3,2,7,14,12,13,2,14,11,3,3,9,9,5,11,7,1,6,MILWAUKEE BUCKS
1610612760,Oklahoma City Thunder,5,1,4,0.2,240.0,38.2,83.8,0.456,9.6,33.8,0.284,26.8,33.6,0.798,10.6,34.8,45.4,16.6,14.8,7.4,5.0,8.0,22.6,22.2,112.8,8.6,14,14,2,14,14,8,10,5,5,15,1,16,16,11,13,15,14,2,1,6,10,1,15,3,15,15,OKLAHOMA CITY THUNDER
1610612757,Portland Trail Blazers,4,0,4,0.0,192.0,42.3,87.3,0.484,12.5,31.0,0.403,22.5,28.5,0.789,8.0,38.5,46.5,27.3,12.5,8.3,10.3,4.8,18.8,21.8,119.5,18.0,15,15,2,15,15,16,13,16,13,12,14,15,15,9,5,16,16,15,11,14,16,6,3,6,16,16,PORTLAND TRAIL BLAZERS
1610612759,San Antonio Spurs,16,8,8,0.5,778.0,37.6,81.4,0.462,12.5,32.8,0.382,16.9,20.8,0.813,8.6,30.7,39.2,22.1,13.6,7.8,3.9,4.6,21.0,18.5,104.7,-1.0,4,4,15,5,4,5,6,9,14,13,11,5,3,14,6,6,3,10,6,12,7,8,10,15,7,4,SAN ANTONIO SPURS
1610612761,Toronto Raptors,10,4,6,0.4,480.0,36.7,78.7,0.466,11.5,26.1,0.441,17.5,23.2,0.754,7.5,32.5,40.0,22.0,13.5,7.6,5.0,4.4,19.9,20.9,102.4,5.7,8,7,12,8,8,4,4,10,12,5,16,6,4,4,4,10,6,9,7,10,10,10,7,10,3,12,TORONTO RAPTORS
1610612762,Utah Jazz,11,4,7,0.364,528.0,37.9,79.5,0.477,8.9,25.5,0.35,17.8,23.5,0.757,7.5,33.4,40.8,21.7,11.5,6.6,3.3,3.2,20.4,21.1,102.5,4.7,6,7,14,9,7,6,5,12,4,4,6,7,6,5,3,12,9,8,15,2,2,14,8,9,4,11,UTAH JAZZ
1610612764,Washington Wizards,13,7,6,0.538,629.0,38.0,82.9,0.459,11.0,30.1,0.365,20.2,26.3,0.77,9.8,30.6,40.4,24.8,14.5,6.9,4.3,6.6,22.4,22.8,107.2,0.0,5,5,12,4,5,7,8,8,10,10,10,13,13,8,10,5,8,13,2,3,8,2,14,1,11,5,WASHINGTON WIZARDS
