game_id,game_date,away_team,home_team,game_no,pf,opp_pf
21600009,2016-10-26,MIN,MEM,1,102,98.0
21600028,2016-10-29,MEM,NYK,2,104,111.0
21600039,2016-10-30,WAS,MEM,3,112,103.0
21600052,2016-11-01,MEM,MIN,4,80,116.0
21600060,2016-11-02,NOP,MEM,5,89,83.0
21600074,2016-11-04,LAC,MEM,6,88,99.0
21600088,2016-11-06,POR,MEM,7,94,100.0
21600102,2016-11-08,DEN,MEM,8,108,107.0
21600137,2016-11-12,MEM,MIL,9,96,106.0
21600151,2016-11-14,MEM,UTA,10,102,96.0
21600167,2016-11-16,MEM,LAC,11,111,107.0
21600180,2016-11-18,MEM,DAL,12,80,64.0
21600190,2016-11-19,MIN,MEM,13,93,71.0
21600201,2016-11-21,MEM,CHA,14,105,90.0
21600212,2016-11-23,MEM,PHI,15,104,99.0
21600233,2016-11-25,MIA,MEM,16,81,90.0
21600243,2016-11-26,MEM,MIA,17,110,107.0
21600257,2016-11-28,CHA,MEM,18,85,104.0
21600268,2016-11-30,MEM,TOR,19,105,120.0
21600278,2016-12-01,ORL,MEM,20,95,94.0
21600295,2016-12-03,LAL,MEM,21,103,100.0
21600310,2016-12-05,MEM,NOP,22,110,108.0
21600318,2016-12-06,PHI,MEM,23,96,91.0
21600333,2016-12-08,POR,MEM,24,88,86.0
21600351,2016-12-10,GSW,MEM,25,110,89.0
21600368,2016-12-13,MEM,CLE,26,86,103.0
21600379,2016-12-14,CLE,MEM,27,93,85.0
21600394,2016-12-16,SAC,MEM,28,92,96.0
21600407,2016-12-18,UTA,MEM,29,73,82.0
21600424,2016-12-20,BOS,MEM,30,109,112.0
21600431,2016-12-21,MEM,DET,31,98,86.0
21600448,2016-12-23,HOU,MEM,32,115,109.0
21600462,2016-12-26,MEM,ORL,33,102,112.0
21600472,2016-12-27,MEM,BOS,34,103,113.0
21600487,2016-12-29,OKC,MEM,35,114,80.0
21600502,2016-12-31,MEM,SAC,36,112,98.0
21600528,2017-01-03,MEM,LAL,37,102,116.0
21600533,2017-01-04,MEM,LAC,38,106,115.0
21600550,2017-01-06,MEM,GSW,39,128,119.0
21600564,2017-01-08,UTA,MEM,40,88,79.0
21600581,2017-01-11,MEM,OKC,41,95,103.0
21600595,2017-01-13,MEM,HOU,42,110,105.0
21600611,2017-01-15,CHI,MEM,43,104,108.0
21600628,2017-01-18,MEM,WAS,44,101,104.0
21600644,2017-01-20,SAC,MEM,45,107,91.0
21600656,2017-01-21,HOU,MEM,46,95,119.0
21600685,2017-01-25,TOR,MEM,47,101,99.0
21600703,2017-01-27,MEM,POR,48,109,112.0
21600708,2017-01-28,MEM,UTA,49,102,95.0
21600723,2017-01-30,MEM,PHX,50,115,96.0
21600737,2017-02-01,MEM,DEN,51,119,99.0
21600750,2017-02-03,MEM,OKC,52,102,114.0
21600763,2017-02-04,MEM,MIN,53,107,99.0
21600777,2017-02-06,SAS,MEM,54,89,74.0
21600788,2017-02-08,PHX,MEM,55,110,91.0
21600803,2017-02-10,GSW,MEM,56,107,122.0
21600822,2017-02-13,MEM,BKN,57,112,103.0
21600840,2017-02-15,NOP,MEM,58,91,95.0
21600857,2017-02-24,MEM,IND,59,92,102.0
21600876,2017-02-26,MEM,DEN,60,105,98.0
21600892,2017-02-28,PHX,MEM,61,130,112.0
21600914,2017-03-03,MEM,DAL,62,100,104.0
21600924,2017-03-04,MEM,HOU,63,108,123.0
21600939,2017-03-06,BKN,MEM,64,109,122.0
21600961,2017-03-09,LAC,MEM,65,98,114.0
21600981,2017-03-11,ATL,MEM,66,90,107.0
21600993,2017-03-13,MIL,MEM,67,113,93.0
21601009,2017-03-15,MEM,CHI,68,98,91.0
21601017,2017-03-16,MEM,ATL,69,103,91.0
21601033,2017-03-18,SAS,MEM,70,104,96.0
21601054,2017-03-21,MEM,NOP,71,82,95.0
21601070,2017-03-23,MEM,SAS,72,90,97.0
21601094,2017-03-26,MEM,GSW,73,94,106.0
21601101,2017-03-27,MEM,SAC,74,90,91.0
21601116,2017-03-29,IND,MEM,75,110,97.0
21601131,2017-03-31,DAL,MEM,76,99,90.0
21601143,2017-04-02,MEM,LAL,77,103,108.0
21601161,2017-04-04,MEM,SAS,78,89,95.0
21601167,2017-04-05,OKC,MEM,79,100,103.0
21601181,2017-04-07,NYK,MEM,80,101,88.0
21601201,2017-04-09,DET,MEM,81,90,103.0
21601223,2017-04-12,DAL,MEM,82,93,100.0
