player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
203932,Aaron Gordon,Aaron,1610612743,DEN,28.0,12,7,5,0.583,445.0,0.153,0.19,0.151,0.112,0.095,0.195,0.199,0.396,0.173,0.225,0.221,0.154,0.179,0.175,0.125,0.172,0.183,0.182,43,37,161,54,27,118,87,136,131,165,76,76,38,117,73,70,108,104,88,94,83,83,93,DEN
1631128,Christian Braun,Christian,1610612743,DEN,23.0,12,7,5,0.583,204.0,0.14,0.153,0.157,0.111,0.143,0.167,0.211,0.237,0.156,0.173,0.097,0.021,0.08,0.217,0.32,0.2,0.128,0.152,43,37,161,54,65,135,122,128,132,149,84,66,68,132,117,149,40,153,74,178,108,131,122,DEN
201599,DeAndre Jordan,DeAndre,1610612743,DEN,35.0,2,1,1,0.5,13.0,0.107,0.167,0.08,0.0,0.0,1.0,0.5,0.333,0.25,0.273,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.235,192,136,7,78,183,181,103,199,154,182,1,10,44,59,47,186,1,1,1,203,205,6,46,DEN
1641816,Hunter Tyson,Hunter,1610612743,DEN,24.0,3,1,2,0.333,14.0,0.182,0.0,0.174,0.0,0.333,0.2,0.167,0.2,0.182,0.188,0.333,0.333,0.0,0.0,0.0,0.0,0.125,0.05,171,136,25,113,180,86,193,108,154,22,66,95,79,108,101,24,195,162,142,1,1,133,195,DEN
1629618,Jalen Pickett,Jalen,1610612743,DEN,24.0,3,1,2,0.333,11.0,0.115,0.4,0.176,0.0,0.143,0.0,0.0,0.0,0.111,0.083,0.5,0.0,0.0,0.333,0.0,0.25,0.0,0.267,171,136,25,113,191,167,3,106,154,149,162,165,176,178,200,3,1,162,33,1,149,183,30,DEN
1627750,Jamal Murray,Jamal,1610612743,DEN,27.0,12,7,5,0.583,462.0,0.286,0.259,0.3,0.223,0.243,0.202,0.183,0.087,0.141,0.127,0.276,0.284,0.182,0.158,0.34,0.164,0.234,0.248,43,37,161,54,24,15,38,11,76,74,65,85,142,153,166,46,182,101,97,192,74,61,40,DEN
1631124,Julian Strawther,Julian,1610612743,DEN,22.0,3,1,2,0.333,16.0,0.25,0.286,0.231,1.0,0.4,0.4,0.333,0.0,0.154,0.111,0.0,0.333,1.0,0.0,0.0,0.429,0.25,0.35,171,136,25,113,176,33,26,55,1,8,19,31,176,134,181,186,195,1,142,1,201,51,8,DEN
203200,Justin Holiday,Justin,1610612743,DEN,35.0,12,7,5,0.583,150.0,0.119,0.102,0.137,0.324,0.284,0.034,0.058,0.033,0.179,0.147,0.063,0.083,0.231,0.0,0.105,0.276,0.094,0.114,43,37,161,54,95,165,164,154,31,40,158,149,172,114,141,174,56,66,142,87,170,156,161,DEN
203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,31.0,12,7,5,0.583,420.0,0.107,0.093,0.115,0.184,0.204,0.099,0.085,0.061,0.106,0.096,0.131,0.092,0.309,0.156,0.051,0.255,0.089,0.104,43,37,161,54,32,181,176,174,94,101,121,134,158,184,193,119,60,34,99,71,161,158,169,DEN
1629008,Michael Porter Jr.,Michael,1610612743,DEN,26.0,12,7,5,0.583,443.0,0.178,0.182,0.183,0.308,0.268,0.153,0.171,0.087,0.261,0.219,0.054,0.168,0.177,0.294,0.137,0.161,0.114,0.192,43,37,161,54,28,90,95,100,37,54,89,92,143,53,79,180,121,107,49,110,70,143,87,DEN
203999,Nikola Jokić,Nikola,1610612743,DEN,29.0,12,7,5,0.583,482.0,0.291,0.321,0.281,0.13,0.168,0.474,0.458,0.43,0.362,0.378,0.388,0.325,0.258,0.222,0.321,0.193,0.444,0.321,43,37,161,54,21,13,14,18,124,134,14,15,31,17,18,13,194,50,68,179,101,11,13,DEN
1631212,Peyton Watson,Peyton,1610612743,DEN,21.0,10,6,4,0.6,90.0,0.139,0.103,0.146,0.25,0.185,0.107,0.154,0.08,0.183,0.156,0.111,0.136,0.0,0.5,0.091,0.22,0.152,0.115,56,51,84,36,126,139,162,141,61,125,118,102,146,107,129,137,90,162,15,79,129,109,158,DEN
202704,Reggie Jackson,Reggie,1610612743,DEN,34.0,12,7,5,0.583,117.0,0.215,0.186,0.239,0.286,0.274,0.048,0.042,0.143,0.151,0.15,0.194,0.216,0.087,0.083,0.125,0.255,0.167,0.174,43,37,161,54,115,56,91,49,44,48,149,155,108,140,138,85,151,151,120,94,162,93,99,DEN
1630192,Zeke Nnaji,Zeke,1610612743,DEN,23.0,3,1,2,0.333,14.0,0.182,0.286,0.13,0.0,0.0,0.2,0.2,0.5,0.0,0.133,0.0,0.667,0.0,0.333,0.0,0.167,0.286,0.25,171,136,25,113,179,86,26,160,154,182,66,70,16,203,158,186,211,162,33,1,75,41,36,DEN
