close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
203078,Bradley Beal,1610612764,WAS,G,25.0,82,80,0.535,207,537,0.385,0.373,0.012
101162,Marcin Gortat,1610612764,WAS,C,34.0,82,80,0.378,164,420,0.39,0.376,0.015
202693,Markieff Morris,1610612764,WAS,F,28.0,73,72,0.464,132,372,0.355,0.374,-0.019
1626162,Kelly Oubre Jr.,1610612764,WAS,F,22.0,81,81,0.488,133,356,0.374,0.372,0.002
203490,Otto Porter Jr.,1610612764,WAS,F,25.0,76,73,0.445,126,339,0.372,0.373,-0.002
203107,Tomas Satoransky,1610612764,WAS,G-F,26.0,70,66,0.469,86,270,0.319,0.369,-0.051
101133,Ian Mahinmi,1610612764,WAS,C,31.0,77,74,0.415,99,238,0.416,0.371,0.045
203118,Mike Scott,1610612764,WAS,F,29.0,76,71,0.468,73,229,0.319,0.37,-0.052
202322,John Wall,1610612764,WAS,G,27.0,41,41,0.449,71,227,0.313,0.376,-0.063
204025,Tim Frazier,1610612764,WAS,G,27.0,56,48,0.511,60,162,0.37,0.365,0.006
201975,Jodie Meeks,1610612764,WAS,G,30.0,74,67,0.46,61,161,0.379,0.373,0.006
201160,Jason Smith,1610612764,WAS,F-C,32.0,33,28,0.522,23,72,0.319,0.366,-0.047
201196,Ramon Sessions,1610612764,WAS,G,32.0,23,23,0.505,16,56,0.286,0.362,-0.076
1626191,Chris McCullough,1610612764,WAS,F,23.0,17,10,0.4,6,14,0.429,0.333,0.096
1628421,Devin Robinson,1610612764,WAS,F,23.0,1,1,1.0,1,4,0.25,0.35,-0.1
