close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
101162,Marcin Gortat,1610612764,WAS,C,34.0,82,81,0.424,275,472,0.583,0.617,-0.034
203078,Bradley Beal,1610612764,WAS,G,25.0,82,80,0.34,213,341,0.625,0.601,0.024
203490,Otto Porter Jr.,1610612764,WAS,F,25.0,76,76,0.431,195,328,0.595,0.605,-0.011
202693,Markieff Morris,1610612764,WAS,F,28.0,73,72,0.384,185,308,0.601,0.612,-0.012
1626162,Kelly Oubre Jr.,1610612764,WAS,F,22.0,81,76,0.387,182,282,0.645,0.594,0.052
101133,Ian Mahinmi,1610612764,WAS,C,31.0,77,70,0.403,134,231,0.58,0.607,-0.027
203107,Tomas Satoransky,1610612764,WAS,G-F,26.0,70,62,0.368,129,212,0.608,0.592,0.017
202322,John Wall,1610612764,WAS,G,27.0,41,41,0.374,112,189,0.593,0.596,-0.003
203118,Mike Scott,1610612764,WAS,F,29.0,76,67,0.327,96,160,0.6,0.6,0.0
201975,Jodie Meeks,1610612764,WAS,G,30.0,74,59,0.397,84,139,0.604,0.592,0.012
204025,Tim Frazier,1610612764,WAS,G,27.0,56,47,0.344,75,109,0.688,0.592,0.096
201160,Jason Smith,1610612764,WAS,F-C,32.0,33,25,0.362,32,50,0.64,0.591,0.049
201196,Ramon Sessions,1610612764,WAS,G,32.0,23,16,0.405,27,45,0.6,0.574,0.026
1626191,Chris McCullough,1610612764,WAS,F,23.0,17,9,0.371,9,13,0.692,0.603,0.089
