season,team,team_id,team_hca,team_rcp,win_pct,opp_win_pct,opp_opp_win_pct,sos_v0
2024-25,ATL,1610612737,-1.23,-1.05,0.488,0.495,0.499,-0.216
2024-25,BOS,1610612738,8.8,9.41,0.744,0.479,0.5,-0.899
2024-25,CLE,1610612739,11.54,7.54,0.78,0.483,0.499,-0.454
2024-25,NOP,1610612740,-5.37,-13.49,0.256,0.521,0.5,-0.032
2024-25,CHI,1610612741,-2.29,-0.83,0.476,0.496,0.499,-0.277
2024-25,DAL,1610612742,2.92,-5.12,0.476,0.509,0.501,0.099
2024-25,DEN,1610612743,5.71,2.07,0.61,0.499,0.502,0.115
2024-25,GSW,1610612744,2.22,4.39,0.585,0.504,0.501,0.233
2024-25,HOU,1610612745,6.73,2.29,0.634,0.508,0.501,0.361
2024-25,LAC,1610612746,9.12,0.2,0.61,0.503,0.501,0.154
2024-25,LAL,1610612747,4.83,-2.39,0.61,0.499,0.502,0.043
2024-25,MIA,1610612748,1.44,-0.32,0.451,0.493,0.499,-0.398
2024-25,MIL,1610612749,5.61,-0.66,0.585,0.493,0.499,-0.304
2024-25,MIN,1610612750,7.1,2.9,0.598,0.503,0.501,-0.098
2024-25,BKN,1610612751,-8.76,-5.46,0.317,0.507,0.498,0.025
2024-25,NYK,1610612752,6.76,1.44,0.622,0.489,0.499,-0.477
2024-25,ORL,1610612753,2.1,-2.34,0.5,0.487,0.499,-0.415
2024-25,IND,1610612754,5.1,-0.5,0.61,0.485,0.499,-0.338
2024-25,PHI,1610612755,-6.49,-5.98,0.293,0.503,0.498,-0.205
2024-25,PHX,1610612756,-0.2,-5.8,0.439,0.508,0.501,0.023
2024-25,POR,1610612757,-0.54,-5.41,0.439,0.505,0.501,0.693
2024-25,SAC,1610612758,1.37,-0.41,0.488,0.501,0.502,0.122
2024-25,SAS,1610612759,-0.45,-4.95,0.415,0.505,0.502,0.345
2024-25,OKC,1610612760,15.2,10.54,0.829,0.492,0.502,-0.113
2024-25,TOR,1610612761,-2.78,-5.8,0.366,0.501,0.498,0.118
2024-25,UTA,1610612762,-8.85,-9.83,0.207,0.522,0.5,0.364
2024-25,MEM,1610612763,7.54,2.17,0.585,0.497,0.502,0.465
2024-25,WAS,1610612764,-12.65,-12.24,0.22,0.51,0.498,0.255
2024-25,DET,1610612765,1.41,2.39,0.537,0.5,0.498,0.261
2024-25,CHA,1610612766,-5.49,-12.73,0.232,0.504,0.498,0.175
