season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2018-19,200757,Thabo Sefolosha,Thabo,1610612762,UTA,Utah Jazz,41800175,2019-04-24T00:00:00,UTA @ HOU,L,4.716666666666667,0,0,0,0,0,2,2,4,0,0,0,0,1.4,1,883,883,883,1546,733,671,659,1201,1,340,317,178,525,1,1,1218,1598,1,4:43,2018,2019
2018-19,1626220,Royce O'Neale,Royce,1610612762,UTA,Utah Jazz,41800175,2019-04-24T00:00:00,UTA @ HOU,L,32.93,6,0,2,12,8,9,6,28,0,2,4,0,24.0,1,883,883,883,457,65,671,363,93,1014,1232,842,1243,525,1588,1402,1218,646,1,32:56,2018,2019
2018-19,203497,Rudy Gobert,Rudy,1610612762,UTA,Utah Jazz,41800175,2019-04-24T00:00:00,UTA @ HOU,L,30.416666666666668,0,3,0,6,13,7,4,24,2,2,3,3,28.0,1,883,883,883,579,733,222,659,375,1446,1028,600,1061,66,1588,1078,378,506,1,30:25,2018,2019
2018-19,1628378,Donovan Mitchell,Donovan,1610612762,UTA,Utah Jazz,41800175,2019-04-24T00:00:00,UTA @ HOU,L,39.04833333333333,3,0,2,8,13,13,6,34,0,4,4,6,18.7,1,883,883,883,165,273,671,363,259,1446,1553,842,1469,525,1750,1402,101,844,1,39:03,2018,2019
2018-19,202324,Derrick Favors,Derrick,1610612762,UTA,Utah Jazz,41800175,2019-04-24T00:00:00,UTA @ HOU,L,17.583333333333332,1,0,0,4,4,6,2,18,2,1,3,3,20.8,1,883,883,883,1100,698,671,659,536,551,881,317,744,66,1203,1078,378,773,1,17:35,2018,2019
2018-19,1627777,Georges Niang,Georges,1610612762,UTA,Utah Jazz,41800175,2019-04-24T00:00:00,UTA @ HOU,L,13.833333333333334,2,0,2,4,4,6,0,12,0,0,0,0,7.9,1,883,883,883,1246,396,671,363,536,551,881,1,500,525,1,1,1218,1292,1,13:50,2018,2019
2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,41800175,2019-04-24T00:00:00,UTA @ HOU,L,34.233333333333334,1,5,1,4,13,9,4,28,0,2,2,3,27.0,1,883,883,883,374,698,78,637,536,1446,1232,600,1243,525,1588,719,378,533,1,34:14,2018,2019
2018-19,201937,Ricky Rubio,Ricky,1610612762,UTA,Utah Jazz,41800175,2019-04-24T00:00:00,UTA @ HOU,L,34.858333333333334,4,0,0,8,17,9,2,34,0,1,3,5,41.9,1,883,883,883,343,171,671,659,259,1635,1232,317,1469,525,1203,1078,158,185,1,34:52,2018,2019
2018-19,204060,Joe Ingles,Joe,1610612762,UTA,Utah Jazz,41800175,2019-04-24T00:00:00,UTA @ HOU,L,32.38,5,0,2,2,13,4,4,28,0,0,3,1,39.7,1,883,883,883,488,104,671,363,831,1446,621,600,1243,525,1,1078,839,226,1,32:23,2018,2019
2018-19,200757,Thabo Sefolosha,Thabo,1610612762,UTA,Utah Jazz,41800174,2019-04-22T00:00:00,UTA vs. HOU,W,13.616666666666667,0,0,0,2,4,2,3,10,0,0,1,0,3.2,1,1,1,1,1252,733,671,659,831,551,340,503,407,525,1,375,1218,1491,1,13:37,2018,2019
2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,41800174,2019-04-22T00:00:00,UTA vs. HOU,W,32.71666666666667,9,6,4,10,13,1,8,10,0,0,2,3,34.3,1,1,1,1,461,11,35,163,154,1446,320,1099,407,525,1,719,378,339,1,32:43,2018,2019
2018-19,202324,Derrick Favors,Derrick,1610612762,UTA,Utah Jazz,41800174,2019-04-22T00:00:00,UTA vs. HOU,W,24.216666666666665,2,7,0,8,4,2,3,14,1,2,2,4,32.7,1,1,1,1,865,396,23,659,259,551,340,503,579,174,1588,719,235,380,1,24:13,2018,2019
2018-19,203497,Rudy Gobert,Rudy,1610612762,UTA,Utah Jazz,41800174,2019-04-22T00:00:00,UTA vs. HOU,W,23.78333333333333,0,2,0,4,13,1,8,8,3,0,4,1,27.8,1,1,1,1,883,733,332,659,536,1446,320,1099,331,24,1,1402,839,514,1,23:47,2018,2019
2018-19,1628378,Donovan Mitchell,Donovan,1610612762,UTA,Utah Jazz,41800174,2019-04-22T00:00:00,UTA vs. HOU,W,40.11666666666667,4,2,7,16,17,3,11,18,0,1,2,5,44.4,1,1,1,1,133,171,332,38,22,1635,545,1378,744,525,1203,719,158,153,1,40:07,2018,2019
2018-19,201937,Ricky Rubio,Ricky,1610612762,UTA,Utah Jazz,41800174,2019-04-22T00:00:00,UTA vs. HOU,W,38.63333333333333,6,0,0,10,15,3,11,20,1,0,3,5,41.1,1,1,1,1,186,65,671,659,154,1550,545,1378,851,174,1,1078,158,195,1,38:38,2018,2019
2018-19,2594,Kyle Korver,Kyle,1610612762,UTA,Utah Jazz,41800174,2019-04-22T00:00:00,UTA vs. HOU,W,1.6666666666666667,0,0,0,0,0,0,0,2,0,0,1,0,0.0,1,1,1,1,1700,733,671,659,1201,1,1,1,83,525,1,375,1218,1652,1,1:40,2018,2019
2018-19,1626220,Royce O'Neale,Royce,1610612762,UTA,Utah Jazz,41800174,2019-04-22T00:00:00,UTA vs. HOU,W,33.395,0,0,0,2,9,2,8,16,1,0,2,4,26.7,1,1,1,1,424,733,671,659,831,1127,340,1099,657,174,1,719,235,544,1,33:24,2018,2019
2018-19,204060,Joe Ingles,Joe,1610612762,UTA,Utah Jazz,41800174,2019-04-22T00:00:00,UTA vs. HOU,W,22.816666666666663,0,0,0,0,8,1,3,6,0,0,2,1,16.0,1,1,1,1,913,733,671,659,1201,1014,320,503,262,525,1,719,839,949,1,22:49,2018,2019
2018-19,1627777,Georges Niang,Georges,1610612762,UTA,Utah Jazz,41800174,2019-04-22T00:00:00,UTA vs. HOU,W,9.038333333333334,0,0,0,0,2,0,0,6,1,1,0,0,7.2,1,1,1,1,1424,733,671,659,1201,282,1,1,262,174,1203,1,1218,1321,1,9:02,2018,2019
2018-19,203526,Raul Neto,Raul,1610612762,UTA,Utah Jazz,41800173,2019-04-20T00:00:00,UTA vs. HOU,L,3.283333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1,883,883,883,1614,733,671,659,1201,1,1,1,1,525,1,1,1218,1602,1,3:17,2018,2019
2018-19,204060,Joe Ingles,Joe,1610612762,UTA,Utah Jazz,41800173,2019-04-20T00:00:00,UTA vs. HOU,L,31.08333333333333,3,0,0,2,9,8,10,22,0,0,5,1,23.1,1,883,883,883,552,273,671,659,831,1127,1121,1299,953,525,1,1628,839,680,1,31:05,2018,2019
2018-19,203497,Rudy Gobert,Rudy,1610612762,UTA,Utah Jazz,41800173,2019-04-20T00:00:00,UTA vs. HOU,L,32.95,0,1,2,6,12,3,10,24,7,0,4,4,41.1,1,883,883,883,455,733,643,363,375,1372,545,1299,1061,1,1,1402,235,195,1,32:57,2018,2019
2018-19,1627777,Georges Niang,Georges,1610612762,UTA,Utah Jazz,41800173,2019-04-20T00:00:00,UTA vs. HOU,L,16.983333333333334,0,0,2,2,2,7,0,10,0,0,1,0,20.9,1,883,883,883,1128,733,671,363,831,282,1028,1,407,525,1,375,1218,766,1,16:59,2018,2019
2018-19,1626220,Royce O'Neale,Royce,1610612762,UTA,Utah Jazz,41800173,2019-04-20T00:00:00,UTA vs. HOU,L,28.74833333333333,5,0,3,2,9,5,5,18,1,0,4,1,13.9,1,883,883,883,663,104,671,242,831,1127,769,721,744,174,1,1402,839,1037,1,28:45,2018,2019
2018-19,202324,Derrick Favors,Derrick,1610612762,UTA,Utah Jazz,41800173,2019-04-20T00:00:00,UTA vs. HOU,L,15.058333333333334,1,5,0,10,2,7,0,10,2,0,2,4,22.8,1,883,883,883,1200,698,78,659,154,282,1028,1,407,66,1,719,235,688,1,15:04,2018,2019
2018-19,203109,Jae Crowder,Jae,1610612762,UTA,Utah Jazz,41800173,2019-04-20T00:00:00,UTA vs. HOU,L,23.916666666666668,0,0,0,0,10,2,7,20,0,0,0,1,20.0,1,883,883,883,877,733,671,659,1201,1221,340,969,851,525,1,1,839,805,1,23:55,2018,2019
2018-19,1628378,Donovan Mitchell,Donovan,1610612762,UTA,Utah Jazz,41800173,2019-04-20T00:00:00,UTA vs. HOU,L,41.8,2,2,5,10,14,5,10,30,1,3,3,9,57.7,1,883,883,883,79,396,332,103,154,1513,769,1299,1329,174,1711,1078,19,42,1,41:48,2018,2019
2018-19,201937,Ricky Rubio,Ricky,1610612762,UTA,Utah Jazz,41800173,2019-04-20T00:00:00,UTA vs. HOU,L,30.675,4,0,2,4,7,6,8,22,0,1,3,4,24.8,1,883,883,883,566,171,671,363,536,894,881,1099,953,525,1203,1078,235,612,1,30:41,2018,2019
2018-19,2594,Kyle Korver,Kyle,1610612762,UTA,Utah Jazz,41800173,2019-04-20T00:00:00,UTA vs. HOU,L,15.501666666666669,0,2,0,0,5,7,0,14,0,0,0,1,10.6,1,883,883,883,1186,733,332,659,1201,688,1028,1,579,525,1,1,839,1174,1,15:30,2018,2019
2018-19,1628378,Donovan Mitchell,Donovan,1610612762,UTA,Utah Jazz,41800172,2019-04-17T00:00:00,UTA @ HOU,L,36.89333333333333,2,0,2,4,14,10,14,32,0,3,5,3,23.2,1,883,883,883,261,396,671,363,536,1513,1328,1572,1406,525,1711,1628,378,679,1,36:54,2018,2019
