TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,TRAVEL,DOUBLE_DRIBBLE,DISCONTINUED_DRIBBLE,OFF_THREE_SEC,FIVE_SEC,EIGHT_SEC,SHOT_CLOCK,INBOUND,BACKCOURT,OFF_GOALTENDING,PALMING,OFF_FOUL,DEF_THREE_SEC,CHARGE,DELAY_OF_GAME,DEF_GOALTENDING,LANE,JUMP_BALL,KICKED_BALL,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,TRAVEL_RANK,DOUBLE_DRIBBLE_RANK,DISCONTINUED_DRIBBLE_RANK,OFF_THREE_SEC_RANK,FIVE_SEC_RANK,EIGHT_SEC_RANK,SHOT_CLOCK_RANK,INBOUND_RANK,BACKCOURT_RANK,OFF_GOALTENDING_RANK,PALMING_RANK,OFF_FOUL_RANK,DEF_THREE_SEC_RANK,CHARGE_RANK,DELAY_OF_GAME_RANK,DEF_GOALTENDING_RANK,LANE_RANK,JUMP_BALL_RANK,KICKED_BALL_RANK
1610612738,Boston Celtics,17,10,7,0.588,1.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.1,0.0,0.1,2.1,0.0,0.6,0.2,0.6,0.0,0.0,0.8,4,3,13,4,3,4,3,4,1,3,3,1,8,7,2,10,7,11,6,1,2,3,2
1610612751,Brooklyn Nets,4,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,3.0,0.3,1.0,0.3,0.3,0.0,0.0,0.3,14,14,1,14,3,4,3,8,1,3,15,1,2,7,3,2,2,5,3,2,2,3,10
1610612742,Dallas Mavericks,6,2,4,0.333,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.3,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,11,11,1,11,7,4,3,8,1,3,14,1,2,7,1,16,7,13,12,12,2,3,15
1610612743,Denver Nuggets,19,9,10,0.474,0.3,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.1,0.0,2.7,0.1,0.8,0.0,0.1,0.0,0.1,0.4,3,4,16,7,16,4,3,4,1,3,6,1,10,3,3,6,4,7,12,9,2,2,7
1610612745,Houston Rockets,12,5,7,0.417,0.8,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,2.0,0.0,0.6,0.2,0.1,0.0,0.0,0.4,6,7,13,10,7,1,3,8,1,3,11,1,10,3,3,12,7,11,6,9,2,3,7
1610612754,Indiana Pacers,4,0,4,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.3,0.3,0.0,1.8,0.0,0.8,0.0,0.3,0.0,0.0,0.5,14,14,1,14,2,4,3,8,1,3,3,1,2,1,3,14,7,7,12,2,2,3,5
1610612746,LA Clippers,13,7,6,0.538,0.8,0.0,0.0,0.1,0.0,0.1,0.7,0.0,0.0,0.1,0.0,2.1,0.0,0.5,0.4,0.0,0.0,0.0,0.5,5,5,12,5,7,4,3,4,1,1,6,1,10,3,3,10,7,13,1,12,2,3,5
1610612747,Los Angeles Lakers,21,16,5,0.762,0.6,0.1,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.1,0.0,2.4,0.0,1.0,0.2,0.2,0.0,0.0,0.9,1,1,10,1,10,2,3,1,1,3,1,1,10,3,3,7,7,5,6,6,2,3,1
1610612748,Miami Heat,21,14,7,0.667,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.8,0.1,0.7,0.1,0.2,0.0,0.0,0.6,1,2,13,2,10,4,3,8,1,3,3,1,10,7,3,14,4,10,11,6,2,3,3
1610612749,Milwaukee Bucks,10,5,5,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,2.8,0.4,1.1,0.2,0.0,0.0,0.0,0.2,8,7,10,6,1,4,3,8,1,3,11,1,6,7,3,4,1,3,6,12,2,3,12
