group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1642358,AJ Johnson,AJ,1610612764,WAS,20.0,5,3,2,0.6,12.293333333333331,0,0,3,2,5,3,6,12,0,0,2,0,8.5,342,304,105,122,330,248,242,99,246,171,129,244,173,208,1,185,339,333,WAS
Players,1642259,Alex Sarr,Alex,1610612764,WAS,20.0,19,8,11,0.421,53.25666666666667,6,4,4,16,18,19,10,82,3,0,3,2,47.4,171,187,352,329,171,70,104,69,76,323,359,322,420,32,1,229,215,141,WAS
Players,1630264,Anthony Gill,Anthony,1610612764,WAS,32.0,1,1,0,1.0,1.0116666666666667,0,0,0,0,0,0,0,2,0,0,0,0,0.0,439,375,1,1,459,248,242,189,331,1,1,1,44,208,1,1,339,447,WAS
Players,1641731,Bilal Coulibaly,Bilal,1610612764,WAS,20.0,22,8,14,0.364,59.73333333333333,5,0,4,8,15,24,8,78,0,3,11,3,29.8,142,187,410,360,155,100,242,69,142,306,394,280,411,208,437,435,183,221,WAS
Players,1626158,Richaun Holmes,Richaun,1610612764,WAS,31.0,5,2,3,0.4,9.94,0,0,0,0,1,0,0,8,1,0,2,1,6.4,342,335,148,340,348,248,242,189,331,90,1,1,130,120,1,185,270,354,WAS
Players,203935,Marcus Smart,Marcus,1610612764,WAS,31.0,11,7,4,0.636,24.185,2,0,0,4,6,12,9,22,0,0,5,6,20.5,254,209,181,92,269,185,242,189,205,188,277,295,233,208,1,296,125,260,WAS
Players,1642267,Bub Carrington,Bub,1610612764,WAS,19.0,17,9,8,0.529,53.906666666666666,6,0,2,10,16,17,12,76,2,0,6,5,40.4,190,172,288,190,169,70,242,122,119,313,335,349,405,60,1,319,141,173,WAS
Players,1641798,Jaylen Martin,Jaylen,1610612764,WAS,21.0,2,1,1,0.5,2.815,0,0,0,0,2,0,0,2,0,0,0,0,1.2,410,375,35,212,429,248,242,189,331,93,1,1,44,208,1,1,339,429,WAS
Players,1641774,Tristan Vukcevic,Tristan,1610612764,WAS,22.0,4,3,1,0.75,8.493333333333334,0,0,0,0,5,0,3,8,1,0,1,0,5.9,359,304,35,45,362,248,242,189,331,171,1,187,130,120,1,115,339,361,WAS
Players,1641732,Colby Jones,Colby,1610612764,WAS,23.0,4,2,2,0.5,12.003333333333334,2,0,2,2,5,3,6,10,0,0,4,4,11.1,359,335,105,212,333,185,242,122,246,171,129,244,158,208,1,268,160,312,WAS
Players,203114,Khris Middleton,Khris,1610612764,WAS,33.0,17,9,8,0.529,60.99666666666667,4,5,3,12,33,16,11,46,0,5,8,7,49.2,190,172,288,190,150,120,93,99,103,436,324,332,322,208,485,374,105,136,WAS
Players,1630557,Corey Kispert,Corey,1610612764,WAS,26.0,17,6,11,0.353,15.491666666666667,3,0,0,0,2,3,2,16,0,0,3,1,9.1,190,229,352,366,304,151,242,189,331,93,129,126,204,208,1,229,270,327,WAS
Players,1630551,Justin Champagnie,Justin,1610612764,WAS,23.0,12,8,4,0.667,32.76,0,2,0,6,10,6,10,44,0,0,3,2,27.6,244,187,181,73,234,248,176,189,164,251,201,322,315,208,1,229,215,229,WAS
Players,1629673,Jordan Poole,Jordan,1610612764,WAS,25.0,19,9,10,0.474,48.376666666666665,10,0,4,12,11,23,4,56,1,1,6,10,63.0,171,172,328,283,181,28,242,69,103,264,385,206,351,120,287,319,83,106,WAS
Players,1630550,JT Thor,JT,1610612764,WAS,22.0,4,2,2,0.5,8.016666666666667,0,0,0,0,2,3,3,8,0,0,1,0,4.2,359,335,105,212,365,248,242,189,331,93,129,187,130,208,1,115,339,382,WAS
Players,1627763,Malcolm Brogdon,Malcolm,1610612764,WAS,32.0,6,3,3,0.5,16.836666666666666,2,0,2,4,0,8,4,30,0,0,3,2,22.6,322,304,148,212,296,185,242,122,205,1,240,206,271,208,1,229,215,250,WAS
Players,1642273,Kyshawn George,Kyshawn,1610612764,WAS,21.0,17,7,10,0.412,41.21333333333333,0,0,3,2,15,13,6,48,0,0,4,2,34.9,190,209,328,337,206,248,242,99,246,306,289,244,331,208,1,268,215,196,WAS
