close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
101162,Marcin Gortat,1610612764,WAS,C,32.0,75,75,1.0,7.01,15.09,0.465,0.474,-0.009
202322,John Wall,1610612764,WAS,G,25.0,77,77,1.0,4.34,10.34,0.42,0.441,-0.021
202693,Markieff Morris,1610612764,WAS,F,26.0,64,64,1.0,4.31,9.77,0.442,0.457,-0.015
203078,Bradley Beal,1610612764,WAS,G,23.0,54,54,1.0,4.31,9.7,0.445,0.436,0.009
201162,Jared Dudley,1610612764,WAS,F,30.0,81,81,1.0,4.33,9.58,0.452,0.45,0.002
203490,Otto Porter Jr.,1610612764,WAS,F,23.0,75,75,1.0,4.4,9.12,0.482,0.44,0.043
202066,Garrett Temple,1610612764,WAS,G,30.0,79,79,1.0,3.73,8.38,0.446,0.438,0.008
2403,Nene,1610612764,WAS,F-C,33.0,56,56,1.0,3.88,7.77,0.499,0.467,0.032
202390,Gary Neal,1610612764,WAS,G,31.0,40,40,1.0,3.03,6.15,0.492,0.427,0.065
201581,JJ Hickson,1610612764,WAS,C-F,27.0,32,32,1.0,2.22,5.63,0.394,0.464,-0.07
201196,Ramon Sessions,1610612764,WAS,G,30.0,82,82,1.0,2.55,5.49,0.464,0.429,0.036
101187,Alan Anderson,1610612764,WAS,F-G,33.0,12,12,1.0,2.67,5.33,0.5,0.439,0.061
1626162,Kelly Oubre Jr.,1610612764,WAS,F,20.0,49,49,1.0,2.43,4.94,0.492,0.444,0.048
201977,Marcus Thornton,1610612764,WAS,F-G,29.0,60,60,1.0,2.23,4.92,0.454,0.437,0.017
2400,Drew Gooden,1610612764,WAS,F,34.0,25,25,1.0,2.32,4.36,0.532,0.44,0.092
201971,DeJuan Blair,1610612764,WAS,C-F,27.0,23,23,1.0,1.65,3.52,0.469,0.468,0.001
204067,Jarell Eddie,1610612764,WAS,G-F,24.0,15,15,1.0,1.13,3.0,0.378,0.421,-0.044
