season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away,MON
2021-22,1610612742,DAL,Dallas Mavericks,42100315,2022-05-26,DAL @ GSW,L,48.0,7.0,12.0,9.0,32.0,16.0,17.0,10.0,50.0,0,0,0,0,3,159,83,108,144,85,130,68,130,1,2021,2022,False,GSW,DAL,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100314,2022-05-24,DAL vs. GSW,W,48.0,9.0,3.0,10.0,36.0,6.0,9.0,11.0,44.0,0,0,0,0,3,146,170,94,121,4,47,82,91,1,2021,2022,True,DAL,GSW,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100313,2022-05-22,DAL vs. GSW,L,48.0,10.0,4.0,5.0,34.0,8.0,18.0,5.0,46.0,0,0,0,0,3,138,164,153,133,17,136,13,104,1,2021,2022,True,DAL,GSW,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100312,2022-05-20,DAL @ GSW,L,48.0,11.0,13.0,10.0,30.0,11.0,14.0,13.0,62.0,0,0,0,0,3,126,74,94,155,38,102,104,170,1,2021,2022,False,GSW,DAL,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100311,2022-05-18,DAL @ GSW,L,48.0,18.0,8.0,7.0,32.0,15.0,14.0,18.0,44.0,0,0,0,0,3,63,129,132,144,74,102,146,91,1,2021,2022,False,GSW,DAL,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100227,2022-05-15,DAL @ PHX,W,48.0,15.0,0.0,3.0,40.0,13.0,23.0,9.0,38.0,0,0,0,0,3,91,174,168,96,58,163,57,55,1,2021,2022,False,PHX,DAL,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100226,2022-05-12,DAL vs. PHX,W,48.0,29.0,8.0,21.0,34.0,6.0,11.0,8.0,44.0,0,0,0,0,3,5,129,7,133,4,67,44,91,1,2021,2022,True,DAL,PHX,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100225,2022-05-10,DAL @ PHX,L,48.0,17.0,2.0,10.0,24.0,24.0,14.0,11.0,44.0,0,0,0,0,3,70,173,94,171,151,102,82,91,1,2021,2022,False,PHX,DAL,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100224,2022-05-08,DAL vs. PHX,W,48.0,23.0,15.0,6.0,32.0,9.0,16.0,6.0,50.0,0,0,0,0,3,25,53,139,144,22,123,23,130,1,2021,2022,True,DAL,PHX,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100223,2022-05-06,DAL vs. PHX,W,48.0,22.0,16.0,6.0,50.0,15.0,10.0,7.0,32.0,0,0,0,0,3,32,46,139,33,74,57,37,21,1,2021,2022,True,DAL,PHX,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100222,2022-05-04,DAL @ PHX,L,48.0,21.0,16.0,5.0,32.0,21.0,13.0,5.0,50.0,0,0,0,0,3,39,46,153,144,129,93,13,130,1,2021,2022,False,PHX,DAL,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100221,2022-05-02,DAL @ PHX,L,48.0,13.0,11.0,12.0,44.0,10.0,9.0,11.0,38.0,0,0,0,0,3,109,94,72,72,30,47,82,55,1,2021,2022,False,PHX,DAL,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100176,2022-04-28,DAL @ UTA,W,48.0,18.0,3.0,6.0,36.0,13.0,14.0,9.0,54.0,0,0,0,0,3,63,170,139,121,58,102,57,150,1,2021,2022,False,UTA,DAL,APR
2021-22,1610612742,DAL,Dallas Mavericks,42100175,2022-04-25,DAL vs. UTA,W,48.0,21.0,14.0,8.0,46.0,7.0,8.0,7.0,44.0,0,0,0,0,3,39,63,119,57,9,38,37,91,1,2021,2022,True,DAL,UTA,APR
2021-22,1610612742,DAL,Dallas Mavericks,42100174,2022-04-23,DAL @ UTA,L,48.0,6.0,12.0,6.0,30.0,11.0,22.0,3.0,38.0,0,0,0,0,3,167,83,139,155,38,160,3,55,1,2021,2022,False,UTA,DAL,APR
2021-22,1610612742,DAL,Dallas Mavericks,42100173,2022-04-21,DAL @ UTA,W,48.0,13.0,14.0,3.0,42.0,6.0,5.0,9.0,56.0,0,0,0,0,3,109,63,168,85,4,12,57,157,1,2021,2022,False,UTA,DAL,APR
2021-22,1610612742,DAL,Dallas Mavericks,42100172,2022-04-18,DAL vs. UTA,W,48.0,12.0,4.0,16.0,28.0,4.0,18.0,3.0,50.0,0,0,0,0,3,118,164,34,161,2,136,3,130,1,2021,2022,True,DAL,UTA,APR
2021-22,1610612742,DAL,Dallas Mavericks,42100171,2022-04-16,DAL vs. UTA,L,48.0,14.0,7.0,10.0,36.0,10.0,20.0,8.0,50.0,0,0,0,0,3,102,138,94,121,30,150,44,130,1,2021,2022,True,DAL,UTA,APR
