season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away,MON
2021-22,1610612742,DAL,Dallas Mavericks,42100315,2022-05-26,DAL @ GSW,L,48.0,0.488,0.512,0.364,0.073,0.464,0.082,0.173,0.064,0.291,0.5,0.5,0.706,0.294,0.595,0.405,0,0,0,0,3,158,17,157,95,23,118,68,166,158,82,82,142,32,94,79,1,2021,2022,False,GSW,DAL,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100314,2022-05-24,DAL vs. GSW,W,48.0,0.476,0.524,0.353,0.05,0.504,0.084,0.143,0.076,0.303,0.619,0.381,0.85,0.15,0.732,0.268,0,0,0,0,3,162,13,161,129,15,116,114,157,150,31,143,65,109,17,157,1,2021,2022,True,DAL,GSW,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100313,2022-05-22,DAL vs. GSW,L,48.0,0.4,0.6,0.34,0.0,0.39,0.05,0.27,0.1,0.34,0.471,0.529,0.769,0.231,0.6,0.4,0,0,0,0,3,173,2,165,171,52,157,8,137,130,105,68,110,63,87,86,1,2021,2022,True,DAL,GSW,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100312,2022-05-20,DAL @ GSW,L,48.0,0.423,0.577,0.274,0.017,0.538,0.085,0.188,0.094,0.256,0.25,0.75,0.857,0.143,0.595,0.405,0,0,0,0,3,171,4,173,169,8,114,56,144,167,167,7,57,111,94,79,1,2021,2022,False,GSW,DAL,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100311,2022-05-18,DAL @ GSW,L,48.0,0.442,0.558,0.46,0.092,0.379,0.08,0.161,0.207,0.368,0.25,0.75,0.818,0.182,0.452,0.548,0,0,0,0,3,166,9,110,71,60,121,88,36,114,167,7,81,88,160,14,1,2021,2022,False,GSW,DAL,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100227,2022-05-15,DAL @ PHX,W,48.0,0.519,0.481,0.439,0.114,0.463,0.024,0.098,0.122,0.325,0.185,0.815,0.474,0.526,0.304,0.696,0,0,0,0,3,141,34,120,46,24,171,157,113,140,172,3,171,4,174,1,1,2021,2022,False,PHX,DAL,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100226,2022-05-12,DAL vs. PHX,W,48.0,0.494,0.506,0.336,0.035,0.425,0.186,0.239,0.257,0.301,0.421,0.579,0.625,0.375,0.514,0.486,0,0,0,0,3,155,20,166,150,34,13,18,8,152,123,50,161,14,137,38,1,2021,2022,True,DAL,PHX,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100225,2022-05-10,DAL @ PHX,L,48.0,0.549,0.451,0.475,0.175,0.3,0.125,0.225,0.213,0.3,0.158,0.842,0.75,0.25,0.333,0.667,0,0,0,0,3,120,55,99,13,115,61,24,30,153,174,1,116,45,173,2,1,2021,2022,False,PHX,DAL,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100224,2022-05-08,DAL vs. PHX,W,48.0,0.482,0.518,0.324,0.036,0.541,0.054,0.135,0.207,0.288,0.222,0.778,0.9,0.1,0.579,0.421,0,0,0,0,3,160,15,168,148,7,154,127,34,159,170,4,41,129,106,67,1,2021,2022,True,DAL,PHX,MAY
2021-22,1610612742,DAL,Dallas Mavericks,42100223,2022-05-06,DAL vs. PHX,W,48.0,0.567,0.433,0.524,0.039,0.379,0.058,0.097,0.214,0.485,0.519,0.481,0.846,0.154,0.625,0.375,0,0,0,0,3,110,65,60,144,62,148,159,28,31,78,95,67,99,66,106,1,2021,2022,True,DAL,PHX,MAY
