season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away,MON
2021-22,1610612742,DAL,Dallas Mavericks,22101219,2022-04-10,DAL vs. SAS,W,48.0,18.0,11.0,14.0,48.0,21.0,10.0,19.0,52.0,0,0,0,0,117,845,1487,848,1031,1861,667,2050,1630,1,2021,2022,True,DAL,SAS,APR
2021-22,1610612742,DAL,Dallas Mavericks,22101209,2022-04-08,DAL vs. POR,W,48.0,24.0,20.0,14.0,42.0,14.0,5.0,7.0,44.0,0,0,0,0,117,232,282,848,1613,867,113,422,849,1,2021,2022,True,DAL,POR,APR
2021-22,1610612742,DAL,Dallas Mavericks,22101190,2022-04-06,DAL @ DET,W,48.0,14.0,12.0,12.0,54.0,14.0,10.0,13.0,46.0,0,0,0,0,117,1426,1311,1132,513,867,667,1330,1016,1,2021,2022,False,DET,DAL,APR
2021-22,1610612742,DAL,Dallas Mavericks,22101167,2022-04-03,DAL @ MIL,W,48.0,9.0,6.0,10.0,40.0,16.0,12.0,0.0,44.0,0,0,0,0,117,2125,2192,1473,1790,1179,975,1,849,1,2021,2022,False,MIL,DAL,APR
2021-22,1610612742,DAL,Dallas Mavericks,22101152,2022-04-01,DAL @ WAS,L,48.0,5.0,4.0,8.0,30.0,22.0,14.0,20.0,30.0,0,0,0,0,117,2405,2349,1767,2359,1980,1341,2125,78,1,2021,2022,False,WAS,DAL,APR
2021-22,1610612742,DAL,Dallas Mavericks,22101136,2022-03-30,DAL @ CLE,W,48.0,13.0,13.0,4.0,52.0,9.0,14.0,12.0,50.0,0,0,0,0,117,1595,1121,2260,674,226,1341,1179,1431,1,2021,2022,False,CLE,DAL,MAR
2021-22,1610612742,DAL,Dallas Mavericks,22101134,2022-03-29,DAL vs. LAL,W,48.0,11.0,14.0,12.0,46.0,9.0,20.0,2.0,46.0,0,0,0,0,117,1888,962,1132,1216,226,2104,32,1016,1,2021,2022,True,DAL,LAL,MAR
2021-22,1610612742,DAL,Dallas Mavericks,22101121,2022-03-27,DAL vs. UTA,W,48.0,8.0,17.0,13.0,38.0,19.0,13.0,11.0,56.0,0,0,0,0,117,2236,535,996,1955,1617,1151,989,1949,1,2021,2022,True,DAL,UTA,MAR
2021-22,1610612742,DAL,Dallas Mavericks,22101104,2022-03-25,DAL @ MIN,L,48.0,9.0,8.0,2.0,44.0,8.0,7.0,11.0,48.0,0,0,0,0,117,2125,1945,2377,1446,156,270,989,1246,1,2021,2022,False,MIN,DAL,MAR
2021-22,1610612742,DAL,Dallas Mavericks,22101092,2022-03-23,DAL vs. HOU,W,48.0,14.0,17.0,7.0,62.0,15.0,13.0,20.0,54.0,0,0,0,0,117,1426,535,1922,162,1036,1151,2125,1788,1,2021,2022,True,DAL,HOU,MAR
2021-22,1610612742,DAL,Dallas Mavericks,22101079,2022-03-21,DAL vs. MIN,W,48.0,8.0,16.0,13.0,48.0,14.0,13.0,26.0,38.0,0,0,0,0,117,2236,662,996,1031,867,1151,2384,377,1,2021,2022,True,DAL,MIN,MAR
2021-22,1610612742,DAL,Dallas Mavericks,22101059,2022-03-19,DAL @ CHA,L,48.0,17.0,17.0,9.0,46.0,21.0,20.0,20.0,36.0,0,0,0,0,117,1001,535,1640,1216,1861,2104,2125,256,1,2021,2022,False,CHA,DAL,MAR
2021-22,1610612742,DAL,Dallas Mavericks,22101046,2022-03-18,DAL @ PHI,L,48.0,11.0,8.0,7.0,38.0,14.0,4.0,12.0,36.0,0,0,0,0,117,1888,1945,1922,1955,867,53,1179,256,1,2021,2022,False,PHI,DAL,MAR
2021-22,1610612742,DAL,Dallas Mavericks,22101036,2022-03-16,DAL @ BKN,W,48.0,14.0,8.0,5.0,50.0,13.0,21.0,12.0,56.0,0,0,0,0,117,1426,1945,2170,832,721,2180,1179,1949,1,2021,2022,False,BKN,DAL,MAR
2021-22,1610612742,DAL,Dallas Mavericks,22101014,2022-03-13,DAL @ BOS,W,48.0,13.0,2.0,12.0,26.0,16.0,15.0,2.0,46.0,0,0,0,0,117,1595,2432,1132,2425,1179,1500,32,1016,1,2021,2022,False,BOS,DAL,MAR
2021-22,1610612742,DAL,Dallas Mavericks,22100999,2022-03-11,DAL @ HOU,W,48.0,18.0,16.0,10.0,50.0,13.0,8.0,22.0,62.0,0,0,0,0,117,845,662,1473,832,721,380,2243,2239,1,2021,2022,False,HOU,DAL,MAR
2021-22,1610612742,DAL,Dallas Mavericks,22100988,2022-03-09,DAL vs. NYK,L,48.0,7.0,6.0,4.0,36.0,13.0,16.0,6.0,46.0,0,0,0,0,117,2306,2192,2260,2085,721,1649,292,1016,1,2021,2022,True,DAL,NYK,MAR
2021-22,1610612742,DAL,Dallas Mavericks,22100972,2022-03-07,DAL vs. UTA,W,48.0,19.0,15.0,11.0,32.0,5.0,15.0,7.0,46.0,0,0,0,0,117,709,813,1283,2294,35,1500,422,1016,1,2021,2022,True,DAL,UTA,MAR
2021-22,1610612742,DAL,Dallas Mavericks,22100954,2022-03-05,DAL vs. SAC,W,48.0,19.0,17.0,12.0,44.0,12.0,20.0,7.0,66.0,0,0,0,0,117,709,535,1132,1446,574,2104,422,2352,1,2021,2022,True,DAL,SAC,MAR
2021-22,1610612742,DAL,Dallas Mavericks,22100943,2022-03-03,DAL vs. GSW,W,48.0,25.0,10.0,16.0,52.0,20.0,13.0,11.0,52.0,0,0,0,0,117,177,1624,597,674,1753,1151,989,1630,1,2021,2022,True,DAL,GSW,MAR
2021-22,1610612742,DAL,Dallas Mavericks,22100931,2022-03-01,DAL @ LAL,W,48.0,14.0,19.0,17.0,60.0,12.0,8.0,17.0,42.0,0,0,0,0,117,1426,358,503,223,574,380,1865,672,1,2021,2022,False,LAL,DAL,MAR
2021-22,1610612742,DAL,Dallas Mavericks,22100917,2022-02-27,DAL @ GSW,W,48.0,15.0,13.0,11.0,46.0,19.0,16.0,10.0,50.0,0,0,0,0,117,1283,1121,1283,1216,1617,1649,822,1431,1,2021,2022,False,GSW,DAL,FEB
