group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,201565,Derrick Rose,Derrick,1610612763,MEM,35.0,1,0,1,0.0,2.0683333333333334,0,0,0,2,3,3,0,0,0,0,0,0,2.2,420,422,29,422,426,226,238,169,243,115,125,1,1,218,1,1,310,393,MEM
Players,1630590,Scotty Pippen Jr.,Scotty,1610612763,MEM,23.0,4,2,2,0.5,8.506666666666666,0,0,0,2,8,3,4,8,0,0,1,0,4.7,341,315,98,200,346,226,238,169,243,216,125,199,120,218,1,104,310,358,MEM
Players,1630217,Desmond Bane,Desmond,1610612763,MEM,26.0,16,6,10,0.375,64.36166666666666,8,9,2,10,28,32,12,62,2,3,7,8,59.4,196,221,303,341,149,49,39,106,116,382,402,363,345,61,401,326,91,123,MEM
Players,203935,Marcus Smart,Marcus,1610612763,MEM,30.0,9,4,5,0.444,34.64666666666667,4,0,3,4,12,18,4,26,0,0,4,5,31.4,265,261,196,285,216,107,238,73,208,267,305,199,229,218,1,248,137,197,MEM
Players,1628379,Luke Kennard,Luke,1610612763,MEM,28.0,14,7,7,0.5,43.66,1,0,0,4,18,19,13,26,0,2,1,4,29.2,215,200,243,200,185,218,238,169,208,316,319,372,229,218,341,104,155,208,MEM
Players,1630562,Matt Hurt,Matt,1610612763,MEM,24.0,2,0,2,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1.2,393,422,98,422,445,226,238,169,329,1,1,1,1,218,1,1,310,401,MEM
Players,1641713,GG Jackson,GG,1610612763,MEM,19.0,16,5,11,0.313,50.955,7,0,2,10,27,23,16,50,0,0,2,2,30.2,196,240,324,369,172,59,238,106,116,377,345,394,309,218,1,159,207,202,MEM
Players,1630205,Lamar Stevens,Lamar,1610612763,MEM,26.0,8,6,2,0.75,17.361666666666668,0,0,0,4,2,1,0,6,2,0,3,1,15.8,278,221,98,44,288,226,238,169,208,79,86,1,93,61,1,199,252,268,MEM
Players,1631246,Vince Williams Jr.,Vince,1610612763,MEM,23.0,21,10,11,0.476,67.855,3,4,0,8,17,27,19,70,4,1,10,9,45.6,148,153,324,252,141,128,118,169,140,307,375,418,355,19,257,390,80,162,MEM
Players,1629139,Yuta Watanabe,Yuta,1610612763,MEM,29.0,8,3,5,0.375,4.285,0,0,0,0,2,4,0,8,0,0,1,0,1.2,278,288,196,341,392,226,238,169,329,79,146,1,120,218,1,104,310,401,MEM
Players,1630583,Santi Aldama,Santi,1610612763,MEM,23.0,20,7,13,0.35,55.33166666666666,2,0,0,8,29,22,13,50,3,1,5,4,32.3,157,200,365,349,161,158,238,169,140,386,339,372,309,33,257,273,155,194,MEM
Players,1630533,Ziaire Williams,Ziaire,1610612763,MEM,22.0,11,4,7,0.364,32.30833333333333,2,2,0,6,9,12,8,32,0,2,3,2,27.1,253,261,243,346,226,158,180,169,172,230,259,302,251,218,341,199,207,220,MEM
Players,1630692,Jordan Goodwin,Jordan,1610612763,MEM,25.0,18,9,9,0.5,36.60666666666667,0,6,0,6,16,9,2,40,0,0,7,0,20.4,173,167,288,200,210,226,76,169,172,297,227,122,286,218,1,326,310,242,MEM
Players,1631298,Jack White,Jack,1610612763,MEM,26.0,1,0,1,0.0,2.6166666666666667,0,0,0,0,2,0,2,4,0,0,0,0,0.2,420,422,29,422,418,226,238,169,329,79,1,122,69,218,1,1,310,407,MEM
Players,1631222,Jake LaRavia,Jake,1610612763,MEM,22.0,8,4,4,0.5,27.38,0,2,2,6,13,8,7,14,0,0,3,4,25.1,278,261,164,200,242,226,180,106,172,278,215,283,166,218,1,199,155,224,MEM
Players,1628991,Jaren Jackson Jr.,Jaren,1610612763,MEM,24.0,30,13,17,0.433,95.25666666666666,16,12,3,46,29,32,19,82,8,3,8,18,128.0,60,99,425,303,79,8,15,73,6,386,402,418,385,5,401,348,33,35,MEM
Players,1629723,John Konchar,John,1610612763,MEM,28.0,13,4,9,0.308,26.43,0,3,2,2,7,5,8,16,1,0,0,3,14.4,229,261,288,371,244,226,151,106,243,200,164,302,182,126,1,1,182,276,MEM
Players,1641998,Trey Jemison III,Trey,1610612763,MEM,24.0,4,1,3,0.25,3.1983333333333333,0,0,0,0,2,2,2,2,0,0,1,0,1.2,341,359,132,382,407,226,238,169,329,79,92,122,39,218,1,104,310,401,MEM
Players,1629630,Ja Morant,Ja,1610612763,MEM,24.0,4,3,1,0.75,16.656666666666666,2,0,2,10,0,9,0,18,0,0,0,2,18.6,341,288,29,44,290,158,238,106,116,1,227,1,193,218,1,1,207,246,MEM
Players,1629634,Brandon Clarke,Brandon,1610612763,MEM,27.0,1,1,0,1.0,3.2,0,0,0,0,0,0,0,2,0,0,0,0,0.0,420,359,1,1,406,226,238,169,329,1,1,1,39,218,1,1,310,410,MEM
Players,1641851,Timmy Allen,Timmy,1610612763,MEM,24.0,1,0,1,0.0,4.583333333333333,0,0,0,0,2,2,2,4,0,0,0,1,0.0,420,422,29,422,387,226,238,169,329,79,92,122,69,218,1,1,252,410,MEM
