season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
22019,1610612762,UTA,Utah Jazz,Spotup,Defensive,0.621,72,0.159,0.992,0.381,0.044,0.049,0.042,0.008,0.383,0.508,17.5,17.3,6.1,16.0,9.9
22019,1610612750,MIN,Minnesota Timberwolves,Spotup,Defensive,0.448,64,0.172,1.027,0.39,0.055,0.056,0.049,0.009,0.395,0.522,20.0,20.5,7.0,18.0,11.0
22019,1610612755,PHI,Philadelphia 76ers,Spotup,Defensive,0.241,73,0.16,1.042,0.404,0.049,0.048,0.048,0.015,0.402,0.532,17.5,18.3,6.5,16.0,9.6
22019,1610612739,CLE,Cleveland Cavaliers,Spotup,Defensive,0.138,65,0.177,1.058,0.415,0.038,0.059,0.035,0.009,0.407,0.551,19.4,20.6,7.4,18.0,10.4
22019,1610612760,OKC,Oklahoma City Thunder,Spotup,Defensive,0.966,72,0.19,0.926,0.353,0.041,0.058,0.039,0.008,0.351,0.478,21.2,19.6,6.8,19.0,12.4
22019,1610612765,DET,Detroit Pistons,Spotup,Defensive,0.103,66,0.189,1.079,0.422,0.04,0.055,0.036,0.012,0.413,0.558,20.7,22.3,8.0,19.0,10.9
22019,1610612751,BKN,Brooklyn Nets,Spotup,Defensive,0.828,72,0.194,0.973,0.368,0.04,0.046,0.038,0.011,0.367,0.497,22.2,21.6,7.5,21.0,13.0
22019,1610612740,NOP,New Orleans Pelicans,Spotup,Defensive,0.345,72,0.183,1.039,0.394,0.043,0.054,0.04,0.006,0.396,0.533,21.2,22.0,7.6,19.0,11.7
22019,1610612737,ATL,Atlanta Hawks,Spotup,Defensive,0.172,67,0.193,1.054,0.405,0.058,0.06,0.054,0.014,0.405,0.543,22.5,23.7,8.1,20.0,12.0
22019,1610612741,CHI,Chicago Bulls,Spotup,Defensive,0.69,65,0.225,0.986,0.386,0.057,0.084,0.051,0.012,0.381,0.515,25.1,24.8,8.4,22.0,13.4
22019,1610612746,LAC,LA Clippers,Spotup,Defensive,1.0,72,0.213,0.917,0.348,0.045,0.066,0.042,0.01,0.348,0.473,24.4,22.3,7.6,22.0,14.3
22019,1610612752,NYK,New York Knicks,Spotup,Defensive,0.0,66,0.202,1.108,0.421,0.06,0.061,0.057,0.012,0.42,0.574,22.3,24.7,8.3,20.0,11.5
22019,1610612756,PHX,Phoenix Suns,Spotup,Defensive,0.552,73,0.197,1.007,0.39,0.06,0.069,0.054,0.014,0.389,0.517,22.2,22.4,7.7,20.0,12.0
22019,1610612738,BOS,Boston Celtics,Spotup,Defensive,0.897,72,0.215,0.945,0.358,0.046,0.065,0.044,0.008,0.357,0.488,24.1,22.8,7.7,22.0,13.9
22019,1610612747,LAL,Los Angeles Lakers,Spotup,Defensive,0.793,71,0.212,0.974,0.374,0.048,0.059,0.043,0.01,0.372,0.501,23.7,23.1,8.0,21.0,13.4
22019,1610612754,IND,Indiana Pacers,Spotup,Defensive,0.862,73,0.214,0.959,0.362,0.045,0.063,0.042,0.007,0.362,0.494,24.0,23.0,7.8,22.0,13.8
22019,1610612764,WAS,Washington Wizards,Spotup,Defensive,0.483,72,0.2,1.022,0.402,0.048,0.076,0.041,0.011,0.393,0.537,23.0,23.5,8.2,20.0,12.2
22019,1610612742,DAL,Dallas Mavericks,Spotup,Defensive,0.517,75,0.202,1.011,0.389,0.043,0.047,0.04,0.01,0.39,0.518,22.6,22.8,8.1,21.0,12.7
22019,1610612757,POR,Portland Trail Blazers,Spotup,Defensive,0.207,74,0.194,1.049,0.39,0.052,0.057,0.049,0.008,0.393,0.54,22.2,23.2,7.8,20.0,12.1
22019,1610612763,MEM,Memphis Grizzlies,Spotup,Defensive,0.655,73,0.207,0.992,0.381,0.053,0.064,0.048,0.009,0.382,0.514,23.9,23.7,8.1,21.0,13.2
22019,1610612744,GSW,Golden State Warriors,Spotup,Defensive,0.069,65,0.224,1.085,0.419,0.037,0.064,0.036,0.012,0.406,0.566,25.2,27.4,9.6,23.0,13.4
22019,1610612749,MIL,Milwaukee Bucks,Spotup,Defensive,0.759,73,0.216,0.975,0.366,0.04,0.058,0.038,0.009,0.363,0.502,25.1,24.5,8.4,23.0,14.5
22019,1610612745,HOU,Houston Rockets,Spotup,Defensive,0.586,72,0.215,1.003,0.39,0.045,0.064,0.042,0.013,0.382,0.52,25.1,25.2,8.8,23.0,13.8
22019,1610612753,ORL,Orlando Magic,Spotup,Defensive,0.414,73,0.221,1.036,0.406,0.053,0.074,0.051,0.016,0.395,0.542,24.1,25.0,8.7,21.0,12.7
22019,1610612759,SAS,San Antonio Spurs,Spotup,Defensive,0.034,71,0.21,1.092,0.412,0.04,0.051,0.038,0.007,0.411,0.559,23.7,25.9,9.0,22.0,12.8
22019,1610612743,DEN,Denver Nuggets,Spotup,Defensive,0.379,73,0.236,1.038,0.405,0.043,0.068,0.04,0.008,0.398,0.541,25.8,26.8,9.4,23.0,13.8
22019,1610612766,CHA,Charlotte Hornets,Spotup,Defensive,0.276,65,0.269,1.041,0.401,0.047,0.066,0.043,0.012,0.395,0.54,29.2,30.4,10.5,26.0,15.7
22019,1610612758,SAC,Sacramento Kings,Spotup,Defensive,0.31,72,0.243,1.04,0.401,0.045,0.061,0.042,0.009,0.397,0.538,26.8,27.9,9.7,24.0,14.5
22019,1610612748,MIA,Miami Heat,Spotup,Defensive,0.724,73,0.277,0.977,0.372,0.055,0.059,0.051,0.012,0.375,0.499,30.6,29.8,10.2,27.0,17.2
22019,1610612761,TOR,Toronto Raptors,Spotup,Defensive,0.931,72,0.303,0.943,0.36,0.038,0.068,0.035,0.009,0.352,0.49,34.6,32.6,11.2,31.0,20.0
