season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
42016,1610612744,GSW,Golden State Warriors,Transition,Offensive,0.4,17,0.203,1.055,0.495,0.152,0.126,0.131,0.034,0.483,0.566,22.4,23.6,8.4,16.9,8.5,2016-17,2016,2017
42016,1610612739,CLE,Cleveland Cavaliers,Transition,Offensive,0.8,18,0.165,1.136,0.539,0.165,0.139,0.152,0.035,0.519,0.615,17.6,19.9,6.9,12.8,5.9,2016-17,2016,2017
42016,1610612738,BOS,Boston Celtics,Transition,Offensive,0.733,18,0.134,1.11,0.507,0.122,0.11,0.114,0.031,0.488,0.584,14.1,15.7,5.7,11.3,5.6,2016-17,2016,2017
42016,1610612764,WAS,Washington Wizards,Transition,Offensive,0.6,13,0.175,1.099,0.521,0.167,0.123,0.147,0.044,0.516,0.574,19.4,21.3,7.6,14.6,7.0,2016-17,2016,2017
42016,1610612759,SAS,San Antonio Spurs,Transition,Offensive,1.0,16,0.12,1.254,0.583,0.167,0.096,0.167,0.053,0.565,0.663,13.1,16.4,5.9,10.2,4.3,2016-17,2016,2017
42016,1610612745,HOU,Houston Rockets,Transition,Offensive,0.2,11,0.139,0.982,0.468,0.12,0.15,0.108,0.018,0.437,0.548,15.2,14.9,5.3,11.3,6.0,2016-17,2016,2017
42016,1610612761,TOR,Toronto Raptors,Transition,Offensive,0.133,10,0.149,0.94,0.442,0.185,0.166,0.132,0.04,0.444,0.495,15.1,14.2,4.6,10.4,5.8,2016-17,2016,2017
42016,1610612762,UTA,Utah Jazz,Transition,Offensive,0.867,11,0.089,1.167,0.57,0.094,0.094,0.083,0.01,0.552,0.608,8.7,10.2,4.1,7.2,3.1,2016-17,2016,2017
42016,1610612737,ATL,Atlanta Hawks,Transition,Offensive,0.333,6,0.146,1.051,0.48,0.152,0.111,0.111,0.02,0.495,0.54,16.5,17.3,6.0,12.5,6.5,2016-17,2016,2017
42016,1610612760,OKC,Oklahoma City Thunder,Transition,Offensive,0.267,5,0.163,1.044,0.531,0.176,0.132,0.154,0.011,0.527,0.547,18.2,19.0,6.8,12.8,6.0,2016-17,2016,2017
42016,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.667,6,0.136,1.11,0.508,0.22,0.11,0.207,0.061,0.524,0.568,13.7,15.2,5.0,9.8,4.8,2016-17,2016,2017
42016,1610612763,MEM,Memphis Grizzlies,Transition,Offensive,0.933,6,0.115,1.242,0.577,0.121,0.136,0.106,0.045,0.53,0.654,11.0,13.7,5.0,8.7,3.7,2016-17,2016,2017
42016,1610612741,CHI,Chicago Bulls,Transition,Offensive,0.067,6,0.133,0.905,0.448,0.083,0.119,0.083,0.0,0.429,0.485,14.0,12.7,5.0,11.2,6.2,2016-17,2016,2017
42016,1610612746,LAC,LA Clippers,Transition,Offensive,0.533,7,0.093,1.092,0.528,0.169,0.062,0.138,0.062,0.508,0.575,9.3,10.1,4.0,7.6,3.6,2016-17,2016,2017
42016,1610612754,IND,Indiana Pacers,Transition,Offensive,0.467,4,0.138,1.067,0.488,0.183,0.133,0.183,0.017,0.5,0.573,15.0,16.0,5.0,10.3,5.3,2016-17,2016,2017
42016,1610612757,POR,Portland Trail Blazers,Transition,Offensive,0.0,4,0.134,0.823,0.327,0.177,0.048,0.145,0.016,0.403,0.357,15.5,12.8,4.0,12.3,8.3,2016-17,2016,2017
