group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1628369,Jayson Tatum,Jayson,1610612738,BOS,21.0,39,22,17,0.564,3.4,0.2,0.2,0.3,0.6,0.6,0.9,0.7,2.6,0.1,0.1,0.3,0.5,3.1,24,14,386,131,125,123,153,38,137,185,277,347,188,90,284,257,62,102,BOS
Players,1628400,Semi Ojeleye,Semi,1610612738,BOS,24.0,3,3,0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371,301,1,1,438,229,235,182,315,1,1,1,421,217,1,1,329,405,BOS
Players,203935,Marcus Smart,Marcus,1610612738,BOS,25.0,38,22,16,0.579,2.5,0.0,0.1,0.0,0.2,0.5,0.9,0.6,2.1,0.1,0.0,0.4,0.2,1.4,32,14,368,119,251,229,225,182,278,135,259,294,252,165,233,325,202,271,BOS
Players,202681,Kyrie Irving,Kyrie,1610612738,BOS,27.0,37,20,17,0.541,3.5,0.6,0.1,0.4,1.9,0.7,1.1,0.5,2.6,0.1,0.0,0.4,0.6,6.4,39,35,386,157,106,15,223,18,8,224,327,274,175,114,235,345,42,10,BOS
Players,1627759,Jaylen Brown,Jaylen,1610612738,BOS,22.0,26,13,13,0.5,2.3,0.2,0.1,0.1,0.2,0.3,1.1,0.5,2.7,0.0,0.1,0.2,0.1,1.2,127,117,315,178,270,131,204,141,244,107,334,244,168,193,322,151,280,297,BOS
Players,1629057,Robert Williams III,Robert,1610612738,BOS,21.0,4,2,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,354,331,72,178,422,229,235,182,315,1,1,1,421,217,1,1,178,395,BOS
Players,203382,Aron Baynes,Aron,1610612738,BOS,32.0,9,8,1,0.889,1.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,1.6,0.0,0.0,0.0,0.0,0.7,282,204,19,19,390,229,235,182,315,82,231,1,325,217,1,1,329,367,BOS
Players,1627824,Guerschon Yabusele,Guerschon,1610612738,BOS,23.0,3,1,2,0.333,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,371,365,72,354,418,229,235,182,315,1,291,1,346,217,1,1,329,405,BOS
Players,202694,Marcus Morris Sr.,Marcus,1610612738,BOS,29.0,34,19,15,0.559,2.8,0.2,0.2,0.0,0.3,0.6,0.9,0.4,2.1,0.0,0.1,0.4,0.3,1.7,59,44,354,138,210,98,139,182,212,177,274,238,251,217,292,290,173,240,BOS
Players,201143,Al Horford,Al,1610612738,BOS,33.0,38,22,16,0.579,3.3,0.2,0.4,0.0,0.5,0.7,1.1,0.7,2.3,0.1,0.0,0.3,0.4,3.6,32,14,368,119,142,117,44,182,144,198,341,346,214,119,1,284,113,77,BOS
Players,202330,Gordon Hayward,Gordon,1610612738,BOS,29.0,26,14,12,0.538,2.1,0.1,0.1,0.2,0.2,0.4,0.8,0.2,1.5,0.0,0.0,0.0,0.2,1.5,127,102,299,158,297,209,204,82,279,113,254,111,329,217,1,90,219,264,BOS
Players,1628464,Daniel Theis,Daniel,1610612738,BOS,27.0,8,2,6,0.25,0.9,0.0,0.0,0.0,0.3,0.0,0.4,0.0,1.0,0.3,0.0,0.4,0.0,1.0,292,331,179,388,401,229,235,182,234,1,110,1,377,20,1,306,329,331,BOS
Players,1626179,Terry Rozier,Terry,1610612738,BOS,25.0,17,11,6,0.647,1.9,0.0,0.2,0.0,0.0,0.5,0.9,0.5,2.4,0.0,0.0,0.1,0.0,0.6,207,149,179,71,315,229,139,182,315,162,281,250,210,217,1,107,329,379,BOS
