game_id,game_date,away_team,home_team,game_no,pf,opp_pf
22300062,2023-10-24,PHX,GSW,1,104,108.0
22300087,2023-10-27,GSW,SAC,2,122,114.0
22300096,2023-10-29,GSW,HOU,3,106,95.0
22300108,2023-10-30,GSW,NOP,4,130,102.0
22300126,2023-11-01,SAC,GSW,5,102,101.0
22300005,2023-11-03,GSW,OKC,6,141,139.0
22300142,2023-11-05,GSW,CLE,7,104,115.0
22300145,2023-11-06,GSW,DET,8,120,109.0
22300169,2023-11-08,GSW,DEN,9,105,108.0
22300176,2023-11-11,CLE,GSW,10,110,118.0
22300186,2023-11-12,MIN,GSW,11,110,116.0
22300025,2023-11-14,MIN,GSW,12,101,104.0
22300201,2023-11-16,OKC,GSW,13,109,128.0
22300207,2023-11-18,OKC,GSW,14,123,130.0
22300224,2023-11-20,HOU,GSW,15,121,116.0
22300236,2023-11-22,GSW,PHX,16,115,123.0
22300051,2023-11-24,SAS,GSW,17,118,112.0
22300060,2023-11-28,GSW,SAC,18,123,124.0
22300273,2023-11-30,LAC,GSW,19,120,114.0
22300280,2023-12-02,GSW,LAC,20,112,113.0
22301214,2023-12-06,POR,GSW,21,110,106.0
22301222,2023-12-08,GSW,OKC,22,136,138.0
22300308,2023-12-12,GSW,PHX,23,116,119.0
22300325,2023-12-14,GSW,LAC,24,113,121.0
22300339,2023-12-16,BKN,GSW,25,124,120.0
22300348,2023-12-17,GSW,POR,26,118,114.0
22300362,2023-12-19,BOS,GSW,27,132,126.0
22300386,2023-12-22,WAS,GSW,28,129,118.0
22300399,2023-12-23,POR,GSW,29,126,106.0
22300402,2023-12-25,GSW,DEN,30,114,120.0
22300426,2023-12-28,MIA,GSW,31,102,114.0
22300444,2023-12-30,DAL,GSW,32,122,132.0
22300463,2024-01-02,ORL,GSW,33,121,115.0
22300478,2024-01-04,DEN,GSW,34,127,130.0
22300490,2024-01-05,DET,GSW,35,113,109.0
22300504,2024-01-07,TOR,GSW,36,118,133.0
22300525,2024-01-10,NOP,GSW,37,105,141.0
22300536,2024-01-12,GSW,CHI,38,140,131.0
22300545,2024-01-13,GSW,MIL,39,118,129.0
22300560,2024-01-15,GSW,MEM,40,107,116.0
22300626,2024-01-24,ATL,GSW,41,134,112.0
22300632,2024-01-25,SAC,GSW,42,133,134.0
22300650,2024-01-27,LAL,GSW,43,144,145.0
22300673,2024-01-30,PHI,GSW,44,119,107.0
22300693,2024-02-02,GSW,MEM,45,121,101.0
22300699,2024-02-03,GSW,ATL,46,134,141.0
22300717,2024-02-05,GSW,BKN,47,109,98.0
22300727,2024-02-07,GSW,PHI,48,127,104.0
22300733,2024-02-08,GSW,IND,49,131,109.0
22300757,2024-02-10,PHX,GSW,50,113,112.0
22300769,2024-02-12,GSW,UTA,51,129,107.0
22300789,2024-02-14,LAC,GSW,52,125,130.0
22300576,2024-02-15,GSW,UTA,53,140,137.0
22300802,2024-02-22,LAL,GSW,54,128,110.0
22300811,2024-02-23,CHA,GSW,55,97,84.0
22300824,2024-02-25,DEN,GSW,56,103,119.0
22300834,2024-02-27,GSW,WAS,57,123,112.0
22300852,2024-02-29,GSW,NYK,58,110,99.0
22300860,2024-03-01,GSW,TOR,59,120,105.0
22300872,2024-03-03,GSW,BOS,60,88,140.0
22300899,2024-03-06,MIL,GSW,61,125,90.0
22300907,2024-03-07,CHI,GSW,62,122,125.0
22300921,2024-03-09,SAS,GSW,63,113,126.0
22300936,2024-03-11,GSW,SAS,64,112,102.0
22300952,2024-03-13,GSW,DAL,65,99,109.0
22300973,2024-03-16,GSW,LAL,66,128,121.0
22300988,2024-03-18,NYK,GSW,67,112,119.0
22301001,2024-03-20,MEM,GSW,68,137,116.0
22301016,2024-03-22,IND,GSW,69,111,123.0
22301031,2024-03-24,GSW,MIN,70,110,114.0
22301044,2024-03-26,GSW,MIA,71,113,92.0
22301049,2024-03-27,GSW,ORL,72,101,93.0
22301062,2024-03-29,GSW,CHA,73,115,97.0
22301085,2024-03-31,GSW,SAS,74,117,113.0
22300589,2024-04-02,DAL,GSW,75,104,100.0
22301113,2024-04-04,GSW,HOU,76,133,110.0
22301097,2024-04-05,GSW,DAL,77,106,108.0
22301142,2024-04-07,UTA,GSW,78,118,110.0
22301155,2024-04-09,GSW,LAL,79,134,120.0
22301169,2024-04-11,GSW,POR,80,100,92.0
22301182,2024-04-12,NOP,GSW,81,109,114.0
22301198,2024-04-14,UTA,GSW,82,123,116.0
