group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
Players,202954,Brad Wanamaker,Brad,1610612738,BOS,30.0,1,0,1,0.0,0.5,0.0,0.0,0.0,208.3,150.0,150.0,-208.3,-150.0,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.12,134.16,111.8,134.16,0.0,1,0,0,0.0,0.0,0.0,97,95,11,95,111,115,115,115,119,106,106,121,118,118,42,25,42,40,76,82,1,1,69,76,95,95,20,14,14,66,69,89,69,89,69
Players,1628464,Daniel Theis,Daniel,1610612738,BOS,28.0,11,5,6,0.455,3.7,103.6,102.6,102.6,105.3,103.7,103.7,-1.7,-1.1,-1.1,0.111,0.0,12.5,0.083,0.122,0.104,0.0,0.0,0.643,0.643,0.157,0.166,91.04,92.21,76.84,92.21,0.105,77,9,14,0.8,1.3,0.643,9,17,119,66,44,52,56,56,55,64,64,62,57,57,33,25,32,15,46,32,1,1,28,35,53,54,90,100,100,42,4,10,19,29,17
Players,202683,Enes Freedom,Enes,1610612738,BOS,28.0,3,1,2,0.333,0.8,97.6,133.3,133.3,51.5,40.0,40.0,46.0,93.3,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.22,104.01,86.67,104.01,-0.286,6,0,0,0.0,0.0,0.0,61,51,59,73,107,66,16,16,12,10,10,18,6,6,42,25,42,40,76,82,1,1,69,76,95,95,10,51,51,114,69,89,69,89,69
Players,202330,Gordon Hayward,Gordon,1610612738,BOS,30.0,3,2,1,0.667,1.4,167.5,144.4,144.4,155.6,150.0,150.0,11.9,-5.6,-5.6,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,1.0,1.0,0.083,0.093,100.63,109.88,91.57,109.88,0.116,9,1,1,0.3,0.3,1.0,61,38,11,27,98,7,8,8,112,106,106,43,63,63,42,25,42,3,11,2,1,1,4,5,81,80,43,30,30,38,43,73,42,79,1
Players,1629684,Grant Williams,Grant,1610612738,BOS,21.0,5,2,3,0.4,1.1,55.4,53.8,53.8,121.2,114.3,114.3,-65.8,-60.4,-60.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.138,111.67,116.69,97.24,116.69,-0.364,13,0,1,0.0,0.2,0.0,28,38,76,67,104,102,102,102,87,81,81,106,106,106,42,25,42,40,76,82,1,1,69,76,63,65,15,22,22,117,69,73,69,88,69
Players,1627759,Jaylen Brown,Jaylen,1610612738,BOS,23.0,13,6,7,0.462,4.0,98.2,100.0,100.0,110.1,109.7,109.7,-11.9,-9.7,-9.7,0.077,0.0,8.3,0.059,0.189,0.125,0.0,0.0,0.342,0.444,0.186,0.201,94.69,94.03,78.36,94.03,0.118,100,6,19,0.5,1.5,0.316,3,7,120,62,32,63,59,59,69,76,76,68,65,65,40,25,40,30,22,21,1,1,54,57,44,40,78,93,93,35,10,4,36,25,55
Players,1628369,Jayson Tatum,Jayson,1610612738,BOS,22.0,13,6,7,0.462,4.0,98.2,100.0,100.0,110.1,109.7,109.7,-11.9,-9.7,-9.7,0.148,0.57,11.1,0.02,0.132,0.077,19.4,19.0,0.262,0.387,0.271,0.294,94.66,94.0,78.33,94.0,0.042,100,5,21,0.4,1.6,0.238,3,7,120,62,31,63,59,59,69,76,76,68,65,65,28,21,33,39,44,44,103,102,60,61,18,18,81,94,94,60,15,2,41,21,61
Players,202689,Kemba Walker,Kemba,1610612738,BOS,30.0,13,6,7,0.462,3.9,99.2,101.0,101.0,105.9,104.0,104.0,-6.8,-3.0,-3.0,0.261,3.0,20.0,0.02,0.096,0.059,6.7,6.8,0.625,0.752,0.205,0.21,94.35,94.35,78.63,94.35,0.197,99,9,16,0.7,1.2,0.563,3,7,120,62,37,62,58,58,57,66,66,64,59,59,17,3,22,38,57,61,81,82,30,21,37,38,82,91,91,21,4,7,22,31,22
Players,203935,Marcus Smart,Marcus,1610612738,BOS,26.0,13,6,7,0.462,3.9,94.1,96.9,96.9,111.2,110.9,110.9,-17.1,-14.0,-14.0,0.111,1.0,18.8,0.02,0.115,0.069,18.8,19.6,0.313,0.429,0.116,0.115,93.94,92.74,77.28,92.74,0.063,96,2,8,0.2,0.6,0.25,3,7,120,62,36,75,69,69,71,78,78,73,68,68,33,13,25,37,49,54,102,103,59,59,69,69,84,98,98,56,27,24,67,63,57
Players,1629605,Tacko Fall,Tacko,1610612738,BOS,24.0,1,0,1,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,-300.0,-300.0,-300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,2880.0,2400.0,2880.12,0.0,0,0,0,0.0,0.0,0.0,97,95,11,95,122,115,115,115,123,123,123,123,123,123,42,25,42,40,76,82,1,1,69,76,95,95,1,2,2,66,69,89,69,89,69
