group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1628464,Daniel Theis,Daniel,1610612738,BOS,28.0,11,5,6,0.455,3.7,0.4,0.2,0.0,1.5,1.5,0.6,0.8,2.2,0.0,0.1,0.8,0.3,2.8,9,17,119,66,44,29,29,16,10,85,51,102,48,25,99,113,47,39,BOS
Players,1629684,Grant Williams,Grant,1610612738,BOS,21.0,5,2,3,0.4,1.1,0.0,0.0,0.0,0.0,0.4,0.0,0.4,1.2,0.0,0.0,0.2,0.2,0.0,28,38,76,67,104,39,34,16,51,37,1,83,82,25,1,44,54,93,BOS
Players,202954,Brad Wanamaker,Brad,1610612738,BOS,30.0,1,0,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,97,95,11,95,111,39,34,16,51,1,1,1,52,25,1,1,62,93,BOS
Players,1628369,Jayson Tatum,Jayson,1610612738,BOS,22.0,13,6,7,0.462,4.0,0.3,0.1,0.2,0.5,1.8,0.8,0.8,2.6,0.2,0.1,0.3,0.5,3.4,3,7,120,62,31,31,33,13,34,92,66,103,37,11,97,60,27,31,BOS
Players,202330,Gordon Hayward,Gordon,1610612738,BOS,30.0,3,2,1,0.667,1.4,0.0,0.7,0.0,0.7,0.7,0.7,0.0,1.3,0.0,0.0,0.3,0.0,1.5,61,38,11,27,98,39,6,16,24,47,52,1,80,25,1,63,62,67,BOS
Players,202683,Enes Freedom,Enes,1610612738,BOS,28.0,3,1,2,0.333,0.8,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,61,51,59,73,107,39,34,16,51,47,52,1,103,25,1,63,62,93,BOS
Players,203935,Marcus Smart,Marcus,1610612738,BOS,26.0,13,6,7,0.462,3.9,0.0,0.2,0.0,0.2,1.8,0.8,0.8,2.6,0.2,0.0,0.2,0.4,2.3,3,7,120,62,36,39,31,16,48,92,66,103,37,20,1,53,39,47,BOS
Players,1627759,Jaylen Brown,Jaylen,1610612738,BOS,23.0,13,6,7,0.462,4.0,0.4,0.3,0.5,0.8,1.8,0.8,0.8,2.6,0.1,0.2,0.3,0.5,3.4,3,7,120,62,32,28,22,7,23,92,66,103,37,23,107,60,34,30,BOS
Players,1629605,Tacko Fall,Tacko,1610612738,BOS,24.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,95,11,95,122,39,34,16,51,1,1,1,103,25,1,1,62,93,BOS
Players,202689,Kemba Walker,Kemba,1610612738,BOS,30.0,13,6,7,0.462,3.9,0.0,0.3,0.0,0.2,1.8,0.8,0.8,2.5,0.0,0.1,0.7,0.6,3.8,3,7,120,62,37,39,22,16,48,92,66,103,41,25,97,108,20,24,BOS
