SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
22024,203994,Jusuf Nurkić,1610612766,CHA,Charlotte Hornets,PRRollMan,Defensive,1.0,24,0.05,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5
22024,1641715,Cam Whitmore,1610612745,HOU,Houston Rockets,PRRollMan,Defensive,0.996,45,0.047,0.2,0.0,0.2,0.1,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.2
22024,1629060,Rui Hachimura,1610612747,LAL,Los Angeles Lakers,PRRollMan,Defensive,0.989,60,0.02,0.333,0.125,0.083,0.25,0.083,0.0,0.167,0.125,0.2,0.1,0.0,0.1,0.1
22024,203992,Bogdan Bogdanović,1610612737,ATL,Atlanta Hawks,PRRollMan,Defensive,0.974,23,0.05,0.5,0.25,0.0,0.2,0.0,0.0,0.2,0.313,0.4,0.2,0.1,0.3,0.3
22024,203924,Jerami Grant,1610612757,POR,Portland Trail Blazers,PRRollMan,Defensive,0.974,47,0.025,0.5,0.182,0.083,0.0,0.083,0.0,0.25,0.227,0.3,0.1,0.0,0.2,0.2
22024,1641722,Jordan Hawkins,1610612740,NOP,New Orleans Pelicans,PRRollMan,Defensive,0.974,56,0.028,0.5,0.2,0.167,0.0,0.167,0.0,0.25,0.25,0.2,0.1,0.0,0.2,0.1
22024,1628467,Maxi Kleber,1610612742,DAL,Dallas Mavericks,PRRollMan,Defensive,0.974,33,0.042,0.5,0.2,0.083,0.083,0.083,0.0,0.25,0.2,0.4,0.2,0.1,0.3,0.2
22024,1641871,Duop Reath,1610612757,POR,Portland Trail Blazers,PRRollMan,Defensive,0.974,34,0.055,0.5,0.182,0.0,0.083,0.0,0.0,0.167,0.273,0.4,0.2,0.1,0.3,0.3
22024,1641731,Bilal Coulibaly,1610612764,WAS,Washington Wizards,PRRollMan,Defensive,0.942,59,0.016,0.545,0.182,0.0,0.0,0.0,0.0,0.182,0.273,0.2,0.1,0.0,0.2,0.2
22024,1641729,Brice Sensabaugh,1610612762,UTA,Utah Jazz,PRRollMan,Defensive,0.945,68,0.035,0.538,0.222,0.231,0.154,0.154,0.077,0.231,0.278,0.2,0.1,0.0,0.1,0.1
22024,1629014,Anfernee Simons,1610612757,POR,Portland Trail Blazers,PRRollMan,Defensive,0.9,70,0.017,0.636,0.273,0.0,0.0,0.0,0.0,0.273,0.318,0.2,0.1,0.0,0.2,0.1
22024,1630202,Payton Pritchard,1610612738,BOS,Boston Celtics,PRRollMan,Defensive,0.9,78,0.017,0.636,0.273,0.0,0.0,0.0,0.0,0.273,0.318,0.1,0.1,0.0,0.1,0.1
22024,1629731,Dean Wade,1610612739,CLE,Cleveland Cavaliers,PRRollMan,Defensive,0.9,59,0.026,0.636,0.3,0.0,0.091,0.0,0.0,0.273,0.35,0.2,0.1,0.1,0.2,0.1
22024,1629611,Terance Mann,1610612737,ATL,Atlanta Hawks,PRRollMan,Defensive,0.85,30,0.037,0.7,0.333,0.1,0.3,0.1,0.0,0.3,0.417,0.3,0.2,0.1,0.2,0.1
22024,1630572,Sandro Mamukelashvili,1610612759,SAS,San Antonio Spurs,PRRollMan,Defensive,0.949,55,0.058,0.533,0.231,0.067,0.067,0.067,0.0,0.267,0.269,0.3,0.1,0.1,0.2,0.2
22024,1630560,Cam Thomas,1610612751,BKN,Brooklyn Nets,PRRollMan,Defensive,0.92,25,0.061,0.615,0.308,0.0,0.0,0.0,0.0,0.308,0.308,0.5,0.3,0.2,0.5,0.4
22024,1628988,Aaron Holiday,1610612745,HOU,Houston Rockets,PRRollMan,Defensive,0.879,52,0.04,0.667,0.25,0.083,0.0,0.083,0.083,0.25,0.333,0.2,0.2,0.1,0.2,0.2
22024,1629656,Quentin Grimes,1610612755,PHI,Philadelphia 76ers,PRRollMan,Defensive,0.832,28,0.037,0.727,0.273,0.0,0.0,0.0,0.0,0.273,0.364,0.4,0.3,0.1,0.4,0.3
22024,1627827,Dorian Finney-Smith,1610612747,LAL,Los Angeles Lakers,PRRollMan,Defensive,0.768,43,0.024,0.8,0.375,0.1,0.1,0.1,0.0,0.4,0.375,0.2,0.2,0.1,0.2,0.1
22024,1630558,Davion Mitchell,1610612761,TOR,Toronto Raptors,PRRollMan,Defensive,0.768,42,0.025,0.8,0.25,0.1,0.1,0.0,0.0,0.3,0.375,0.2,0.2,0.0,0.2,0.1
22024,202699,Tobias Harris,1610612765,DET,Detroit Pistons,PRRollMan,Defensive,0.993,73,0.048,0.265,0.069,0.088,0.059,0.059,0.0,0.147,0.086,0.5,0.1,0.0,0.4,0.4
22024,201599,DeAndre Jordan,1610612743,DEN,Denver Nuggets,PRRollMan,Defensive,0.982,34,0.065,0.45,0.2,0.0,0.0,0.0,0.0,0.2,0.225,0.6,0.3,0.1,0.6,0.5
22024,201142,Kevin Durant,1610612756,PHX,Phoenix Suns,PRRollMan,Defensive,0.978,62,0.03,0.474,0.25,0.0,0.158,0.0,0.0,0.211,0.281,0.3,0.1,0.1,0.3,0.2
22024,1630314,Brandon Williams,1610612742,DAL,Dallas Mavericks,PRRollMan,Defensive,0.887,27,0.073,0.643,0.25,0.0,0.143,0.0,0.0,0.214,0.375,0.5,0.3,0.1,0.4,0.3
22024,201939,Stephen Curry,1610612744,GSW,Golden State Warriors,PRRollMan,Defensive,0.857,69,0.022,0.692,0.2,0.154,0.077,0.154,0.0,0.308,0.25,0.2,0.1,0.0,0.1,0.1
22024,1630175,Cole Anthony,1610612753,ORL,Orlando Magic,PRRollMan,Defensive,0.807,61,0.028,0.75,0.273,0.083,0.0,0.083,0.0,0.333,0.318,0.2,0.1,0.0,0.2,0.1
22024,203992,Bogdan Bogdanović,1610612746,LAC,LA Clippers,PRRollMan,Defensive,0.807,30,0.05,0.75,0.3,0.083,0.083,0.0,0.0,0.333,0.35,0.4,0.3,0.1,0.3,0.2
22024,1629645,Kevin Porter Jr.,1610612746,LAC,LA Clippers,PRRollMan,Defensive,0.746,45,0.033,0.818,0.333,0.0,0.182,0.0,0.0,0.273,0.5,0.2,0.2,0.1,0.2,0.1
22024,1629029,Luka Dončić,1610612742,DAL,Dallas Mavericks,PRRollMan,Defensive,0.746,22,0.04,0.818,0.4,0.0,0.091,0.0,0.0,0.364,0.45,0.5,0.4,0.2,0.5,0.3
22024,1631222,Jake LaRavia,1610612763,MEM,Memphis Grizzlies,PRRollMan,Defensive,0.664,46,0.028,0.9,0.375,0.2,0.0,0.1,0.0,0.5,0.438,0.2,0.2,0.1,0.2,0.1
22024,1642345,Oso Ighodaro,1610612756,PHX,Phoenix Suns,PRRollMan,Defensive,0.938,50,0.036,0.556,0.235,0.0,0.056,0.0,0.0,0.222,0.294,0.4,0.2,0.1,0.3,0.3
