SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
22024,1631306,Cole Swider,1610612761,TOR,Toronto Raptors,Spotup,Defensive,1.0,8,0.327,0.25,0.071,0.063,0.063,0.063,0.0,0.125,0.071,2.0,0.5,0.1,1.8,1.6
22024,1631301,Jaylen Sims,1610612766,CHA,Charlotte Hornets,Spotup,Defensive,0.997,6,0.382,0.385,0.167,0.0,0.077,0.0,0.0,0.154,0.208,2.2,0.8,0.3,2.0,1.7
22024,1631342,Daeqwon Plowden,1610612737,ATL,Atlanta Hawks,Spotup,Defensive,0.975,4,0.455,0.7,0.3,0.0,0.0,0.0,0.0,0.3,0.35,2.5,1.8,0.8,2.5,1.8
22024,1641989,Elijah Harkless,1610612762,UTA,Utah Jazz,Spotup,Defensive,0.995,9,0.288,0.421,0.133,0.053,0.158,0.053,0.0,0.158,0.2,2.1,0.9,0.2,1.7,1.4
22024,1641998,Trey Jemison III,1610612740,NOP,New Orleans Pelicans,Spotup,Defensive,0.992,12,0.181,0.533,0.2,0.0,0.0,0.0,0.0,0.2,0.267,1.3,0.7,0.3,1.3,1.0
22024,1631311,Lester Quinones,1610612740,NOP,New Orleans Pelicans,Spotup,Defensive,0.851,8,0.25,0.917,0.333,0.083,0.0,0.083,0.083,0.333,0.417,1.5,1.4,0.5,1.5,1.0
22024,1630531,Jaden Springer,1610612762,UTA,Utah Jazz,Spotup,Defensive,0.99,12,0.373,0.545,0.19,0.0,0.045,0.0,0.0,0.182,0.286,1.8,1.0,0.3,1.8,1.4
22024,1628470,Torrey Craig,1610612741,CHI,Chicago Bulls,Spotup,Defensive,0.967,9,0.286,0.75,0.308,0.125,0.063,0.125,0.0,0.313,0.423,1.8,1.3,0.4,1.4,1.0
22024,1629011,Mitchell Robinson,1610612752,NYK,New York Knicks,Spotup,Defensive,0.915,14,0.101,0.867,0.333,0.067,0.133,0.067,0.0,0.333,0.458,1.1,0.9,0.3,0.9,0.6
22024,1628427,Vlatko Čančar,1610612743,DEN,Denver Nuggets,Spotup,Defensive,0.905,10,0.356,0.875,0.333,0.0,0.063,0.0,0.0,0.313,0.467,1.6,1.4,0.5,1.5,1.0
22024,1630658,Colin Castleton,1610612755,PHI,Philadelphia 76ers,Spotup,Defensive,0.08,5,0.224,1.273,0.5,0.0,0.091,0.0,0.0,0.455,0.7,2.2,2.8,1.0,2.0,1.0
22024,1631209,Isaiah Wong,1610612766,CHA,Charlotte Hornets,Spotup,Defensive,0.955,15,0.268,0.789,0.25,0.105,0.053,0.053,0.0,0.316,0.344,1.3,1.0,0.3,1.1,0.8
22024,1631111,Wendell Moore Jr.,1610612765,DET,Detroit Pistons,Spotup,Defensive,0.442,13,0.237,1.071,0.385,0.071,0.0,0.071,0.0,0.429,0.5,1.1,1.2,0.4,1.0,0.6
22024,1630322,Lindy Waters III,1610612765,DET,Detroit Pistons,Spotup,Defensive,0.935,12,0.352,0.842,0.333,0.053,0.158,0.0,0.0,0.316,0.467,1.6,1.3,0.4,1.3,0.8
22024,1629234,Drew Eubanks,1610612746,LAC,LA Clippers,Spotup,Defensive,0.684,16,0.207,1.0,0.353,0.0,0.0,0.0,0.0,0.353,0.5,1.1,1.1,0.4,1.1,0.7
22024,1629669,Jaylen Nowell,1610612740,NOP,New Orleans Pelicans,Spotup,Defensive,0.684,6,0.378,1.0,0.375,0.059,0.0,0.059,0.0,0.412,0.469,2.8,2.8,1.0,2.7,1.7
22024,1630623,Tyson Etienne,1610612751,BKN,Brooklyn Nets,Spotup,Defensive,0.477,7,0.364,1.063,0.385,0.125,0.125,0.125,0.063,0.375,0.5,2.3,2.4,0.7,1.9,1.1
22024,1629001,De'Anthony Melton,1610612744,GSW,Golden State Warriors,Spotup,Defensive,0.259,5,0.294,1.133,0.429,0.133,0.0,0.133,0.067,0.467,0.536,3.0,3.4,1.2,2.8,1.6
22024,203458,Alex Len,1610612747,LAL,Los Angeles Lakers,Spotup,Defensive,0.121,9,0.226,1.214,0.429,0.0,0.0,0.0,0.0,0.429,0.607,1.6,1.9,0.7,1.6,0.9
22024,1641723,Kobe Bufkin,1610612737,ATL,Atlanta Hawks,Spotup,Defensive,0.806,9,0.311,0.947,0.333,0.053,0.0,0.053,0.0,0.368,0.444,2.1,2.0,0.7,2.0,1.3
22024,1630283,Kylor Kelley,1610612742,DAL,Dallas Mavericks,Spotup,Defensive,0.008,6,0.261,1.583,0.583,0.083,0.0,0.083,0.083,0.583,0.792,2.0,3.2,1.2,2.0,0.8
