close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1628401,Derrick White,1610612738,BOS,G,30.0,76,76,0.443,157,466,0.337,0.37,-0.033
201143,Al Horford,1610612738,BOS,C-F,39.0,60,59,0.479,139,379,0.367,0.37,-0.003
1627759,Jaylen Brown,1610612738,BOS,G-F,28.0,63,63,0.51,130,377,0.345,0.371,-0.027
201950,Jrue Holiday,1610612738,BOS,G,34.0,62,62,0.47,125,357,0.35,0.365,-0.015
1628436,Luke Kornet,1610612738,BOS,C-F,29.0,71,69,0.419,136,353,0.385,0.353,0.032
1630202,Payton Pritchard,1610612738,BOS,G,27.0,80,77,0.453,109,336,0.324,0.365,-0.041
1628369,Jayson Tatum,1610612738,BOS,F-G,27.0,72,70,0.455,112,322,0.348,0.37,-0.022
204001,Kristaps Porziņģis,1610612738,BOS,F-C,29.0,42,42,0.444,113,303,0.373,0.361,0.012
1630573,Sam Hauser,1610612738,BOS,F,27.0,70,66,0.4,86,218,0.394,0.365,0.029
1629674,Neemias Queta,1610612738,BOS,C,25.0,58,53,0.386,67,192,0.349,0.353,-0.004
1628470,Torrey Craig,1610612738,BOS,F,34.0,26,23,0.527,25,77,0.325,0.355,-0.03
1631248,Baylor Scheierman,1610612738,BOS,G,24.0,28,25,0.455,22,65,0.338,0.357,-0.018
1641775,Jordan Walsh,1610612738,BOS,G,21.0,40,29,0.39,23,55,0.418,0.344,0.074
1630214,Xavier Tillman,1610612738,BOS,F,26.0,28,23,0.418,21,46,0.457,0.371,0.085
1641809,Drew Peterson,1610612738,BOS,F,25.0,19,15,0.435,5,27,0.185,0.342,-0.157
1631120,JD Davison,1610612738,BOS,G,22.0,11,7,0.409,0,9,0.0,0.338,-0.338
1641936,Miles Norris,1610612738,BOS,F,25.0,3,3,0.5,0,3,0.0,0.289,-0.289
