season,team,team_id,sos_v0,win_pct
2024-25,ATL,1610612737,-0.19720404521118384,0.488
2024-25,BOS,1610612738,-0.8819155264723378,0.744
2024-25,CLE,1610612739,-0.43679357525282575,0.78
2024-25,NOP,1610612740,-0.022159428911362276,0.256
2024-25,CHI,1610612741,-0.258923259964307,0.476
2024-25,DAL,1610612742,0.10797144556811422,0.476
2024-25,DEN,1610612743,0.12492563950029746,0.61
2024-25,GSW,1610612744,0.24301011302795952,0.585
2024-25,HOU,1610612745,0.37046400951814396,0.634
2024-25,LAC,1610612746,0.1643367043426532,0.61
2024-25,LAL,1610612747,0.0510113027959548,0.61
2024-25,MIA,1610612748,-0.3805770374776919,0.451
2024-25,MIL,1610612749,-0.2907495538370018,0.585
2024-25,MIN,1610612750,-0.0886377156454491,0.598
2024-25,BKN,1610612751,0.03955978584176076,0.317
2024-25,NYK,1610612752,-0.4598453301606186,0.622
2024-25,ORL,1610612753,-0.40110053539559787,0.5
2024-25,IND,1610612754,-0.320493753718025,0.61
2024-25,PHI,1610612755,-0.19036287923854855,0.293
2024-25,PHX,1610612756,0.033313503866746,0.439
2024-25,POR,1610612757,0.7024092801903629,0.439
2024-25,SAC,1610612758,0.13161808447352766,0.488
2024-25,SAS,1610612759,0.35514574657941705,0.415
2024-25,OKC,1610612760,-0.10336109458655561,0.829
2024-25,TOR,1610612761,0.13503866745984527,0.366
2024-25,UTA,1610612762,0.37373587150505655,0.207
2024-25,MEM,1610612763,0.47456870910172516,0.585
2024-25,WAS,1610612764,0.2681439619274241,0.22
2024-25,DET,1610612765,0.2651695419393218,0.537
2024-25,CHA,1610612766,0.1917013682331945,0.232
