player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
203458,Alex Len,Alex,1610612747,LAL,32.0,2,0,2,0.0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,199,180,24,180,212,1,190,189,117,164,150,162,165,187,180,161,161,83,200,165,204,206,204
1630559,Austin Reaves,Austin,1610612747,LAL,27.0,5,1,4,0.2,39.3,0.356,0.644,0.37,0.049,0.556,0.086,0.074,0.086,0.321,0.4,0.6,0.733,0.267,0.567,0.433,30,73,0.411,115,139,73,154,10,164,54,139,82,56,109,144,147,135,136,50,123,41,136,68,70,68,134
1642355,Bronny James,Bronny,1610612747,LAL,20.0,2,0,2,0.0,1.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,199,180,24,180,212,204,1,189,117,164,150,162,165,187,180,161,161,83,200,165,204,196,204
1642261,Dalton Knecht,Dalton,1610612747,LAL,24.0,2,0,2,0.0,1.8,0.2,0.8,0.4,0.0,0.6,0.0,0.0,0.0,0.4,0.0,1.0,1.0,0.0,0.5,0.5,2,5,0.4,199,180,24,180,212,196,22,126,117,44,150,162,165,98,180,1,1,83,147,46,173,182,138
1627827,Dorian Finney-Smith,Dorian,1610612747,LAL,32.0,5,1,4,0.2,33.9,0.345,0.655,0.323,0.0,0.677,0.129,0.0,0.0,0.323,0.8,0.2,1.0,0.0,0.917,0.083,12,29,0.414,115,139,73,154,40,166,52,153,117,29,81,162,165,134,43,142,1,83,47,156,121,120,133
1629216,Gabe Vincent,Gabe,1610612747,LAL,29.0,5,1,4,0.2,19.7,0.071,0.929,0.143,0.0,0.857,0.214,0.0,0.429,0.143,0.0,1.0,1.0,0.0,0.8,0.2,5,14,0.357,115,139,73,154,103,202,16,185,117,13,30,162,5,178,180,1,1,83,71,132,150,142,169
1629020,Jarred Vanderbilt,Jarred,1610612747,LAL,26.0,5,1,4,0.2,12.0,0.833,0.167,0.571,0.0,0.0,0.286,0.429,0.0,0.571,0.5,0.5,0.0,0.0,0.5,0.5,2,6,0.333,115,139,73,154,135,42,175,68,117,164,13,8,165,46,105,69,161,83,147,46,173,175,174
1629637,Jaxson Hayes,Jaxson,1610612747,LAL,25.0,4,1,3,0.25,7.6,1.0,0.0,0.857,0.0,0.0,0.0,0.143,0.0,0.857,1.0,0.0,0.0,0.0,1.0,0.0,3,8,0.375,154,139,54,150,158,1,190,18,117,164,150,91,165,18,1,161,161,83,1,165,164,162,156
1630692,Jordan Goodwin,Jordan,1610612747,LAL,26.0,4,1,3,0.25,7.8,0.6,0.4,0.667,0.667,0.0,0.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,5,0.2,154,139,54,150,156,94,123,47,1,164,150,14,165,187,1,161,161,83,1,165,188,182,197
2544,LeBron James,LeBron,1610612747,LAL,40.0,5,1,4,0.2,40.7,0.682,0.318,0.52,0.126,0.236,0.189,0.244,0.165,0.394,0.576,0.424,0.7,0.3,0.605,0.395,43,88,0.489,115,139,73,154,4,67,151,88,29,133,36,37,81,105,93,96,132,31,128,76,56,59,63
1629029,Luka Dončić,Luka,1610612747,LAL,26.0,5,1,4,0.2,41.6,0.558,0.442,0.411,0.093,0.318,0.013,0.271,0.093,0.318,0.29,0.71,0.375,0.625,0.319,0.681,47,104,0.452,115,139,73,154,1,107,111,124,46,116,149,25,140,138,154,35,152,12,184,20,46,48,95
1628467,Maxi Kleber,Maxi,1610612747,LAL,33.0,1,0,1,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,212,180,10,180,179,204,1,189,117,164,1,1,165,187,180,161,161,83,200,165,204,206,204
1629060,Rui Hachimura,Rui,1610612747,LAL,27.0,5,1,4,0.2,36.4,0.456,0.544,0.351,0.0,0.608,0.054,0.041,0.068,0.351,0.923,0.077,1.0,0.0,0.964,0.036,28,57,0.491,115,139,73,154,27,140,78,145,117,43,131,157,155,121,29,159,1,83,40,164,75,86,60
1629003,Shake Milton,Shake,1610612747,LAL,28.0,2,0,2,0.0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,199,180,24,180,212,1,190,189,117,164,150,162,165,187,180,161,161,83,200,165,204,206,204
