season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl
2015-16,1610612755,21500005,2015-10-28,PHI,BOS,1610612738,1,95,112,L
2015-16,1610612755,21500023,2015-10-30,UTA,PHI,1610612762,2,71,99,L
2015-16,1610612755,21500046,2015-11-02,CLE,PHI,1610612739,3,100,107,L
2015-16,1610612755,21500065,2015-11-04,PHI,MIL,1610612749,4,87,91,L
2015-16,1610612755,21500078,2015-11-06,PHI,CLE,1610612739,5,102,108,L
2015-16,1610612755,21500087,2015-11-07,ORL,PHI,1610612753,6,97,105,L
2015-16,1610612755,21500100,2015-11-09,CHI,PHI,1610612741,7,88,111,L
2015-16,1610612755,21500115,2015-11-11,TOR,PHI,1610612761,8,103,119,L
2015-16,1610612755,21500134,2015-11-13,PHI,OKC,1610612760,9,85,102,L
2015-16,1610612755,21500142,2015-11-14,PHI,SAS,1610612759,10,83,92,L
2015-16,1610612755,21500152,2015-11-16,DAL,PHI,1610612742,11,86,92,L
2015-16,1610612755,21500167,2015-11-18,IND,PHI,1610612754,12,85,112,L
2015-16,1610612755,21500178,2015-11-20,PHI,CHA,1610612766,13,88,113,L
2015-16,1610612755,21500193,2015-11-21,PHI,MIA,1610612748,14,91,96,L
2015-16,1610612755,21500206,2015-11-23,PHI,MIN,1610612750,15,95,100,L
2015-16,1610612755,21500217,2015-11-25,PHI,BOS,1610612738,16,80,84,L
2015-16,1610612755,21500232,2015-11-27,PHI,HOU,1610612745,17,114,116,L
2015-16,1610612755,21500251,2015-11-29,PHI,MEM,1610612763,18,84,92,L
2015-16,1610612755,21500263,2015-12-01,LAL,PHI,1610612747,19,103,91,W
2015-16,1610612755,21500271,2015-12-02,PHI,NYK,1610612752,20,87,99,L
2015-16,1610612755,21500289,2015-12-05,DEN,PHI,1610612743,21,105,108,L
2015-16,1610612755,21500305,2015-12-07,SAS,PHI,1610612759,22,68,119,L
2015-16,1610612755,21500329,2015-12-10,PHI,BKN,1610612751,23,91,100,L
2015-16,1610612755,21500335,2015-12-11,DET,PHI,1610612765,24,95,107,L
2015-16,1610612755,21500355,2015-12-13,PHI,TOR,1610612761,25,76,96,L
2015-16,1610612755,21500361,2015-12-14,PHI,CHI,1610612741,26,96,115,L
2015-16,1610612755,21500376,2015-12-16,PHI,ATL,1610612737,27,106,127,L
2015-16,1610612755,21500388,2015-12-18,NYK,PHI,1610612752,28,97,107,L
2015-16,1610612755,21500405,2015-12-20,PHI,CLE,1610612739,29,86,108,L
2015-16,1610612755,21500419,2015-12-22,MEM,PHI,1610612763,30,90,104,L
2015-16,1610612755,21500430,2015-12-23,PHI,MIL,1610612749,31,100,113,L
2015-16,1610612755,21500451,2015-12-26,PHI,PHX,1610612756,32,111,104,W
2015-16,1610612755,21500467,2015-12-28,PHI,UTA,1610612762,33,91,95,L
2015-16,1610612755,21500483,2015-12-30,PHI,SAC,1610612758,34,110,105,W
2015-16,1610612755,21500494,2016-01-01,PHI,LAL,1610612747,35,84,93,L
2015-16,1610612755,21500505,2016-01-02,PHI,LAC,1610612746,36,99,130,L
2015-16,1610612755,21500512,2016-01-04,MIN,PHI,1610612750,37,109,99,W
2015-16,1610612755,21500536,2016-01-07,ATL,PHI,1610612737,38,98,126,L
2015-16,1610612755,21500554,2016-01-09,TOR,PHI,1610612761,39,95,108,L
2015-16,1610612755,21500559,2016-01-10,CLE,PHI,1610612739,40,85,95,L
2015-16,1610612755,21500587,2016-01-14,CHI,PHI,1610612741,41,111,115,L
2015-16,1610612755,21500606,2016-01-16,POR,PHI,1610612757,42,114,89,W
2015-16,1610612755,21500615,2016-01-18,PHI,NYK,1610612752,43,113,119,L
2015-16,1610612755,21500629,2016-01-20,PHI,ORL,1610612753,44,96,87,W
2015-16,1610612755,21500656,2016-01-24,BOS,PHI,1610612738,45,92,112,L
2015-16,1610612755,21500677,2016-01-26,PHX,PHI,1610612756,46,113,103,W
2015-16,1610612755,21500686,2016-01-27,PHI,DET,1610612765,47,97,110,L
2015-16,1610612755,21500707,2016-01-30,GSW,PHI,1610612744,48,105,108,L
2015-16,1610612755,21500736,2016-02-03,ATL,PHI,1610612737,49,86,124,L
2015-16,1610612755,21500753,2016-02-05,PHI,WAS,1610612764,50,94,106,L
2015-16,1610612755,21500764,2016-02-06,BKN,PHI,1610612751,51,103,98,W
2015-16,1610612755,21500777,2016-02-08,LAC,PHI,1610612746,52,92,98,L
2015-16,1610612755,21500791,2016-02-10,SAC,PHI,1610612758,53,110,114,L
2015-16,1610612755,21500811,2016-02-19,PHI,NOP,1610612740,54,114,121,L
2015-16,1610612755,21500830,2016-02-21,PHI,DAL,1610612742,55,103,129,L
2015-16,1610612755,21500840,2016-02-23,ORL,PHI,1610612753,56,115,124,L
2015-16,1610612755,21500847,2016-02-24,PHI,DET,1610612765,57,91,111,L
2015-16,1610612755,21500862,2016-02-26,WAS,PHI,1610612764,58,94,103,L
2015-16,1610612755,21500881,2016-02-28,PHI,ORL,1610612753,59,116,130,L
2015-16,1610612755,21500885,2016-02-29,PHI,WAS,1610612764,60,108,116,L
2015-16,1610612755,21500898,2016-03-02,CHA,PHI,1610612766,61,99,119,L
2015-16,1610612755,21500914,2016-03-04,MIA,PHI,1610612748,62,102,112,L
2015-16,1610612755,21500935,2016-03-06,PHI,MIA,1610612748,63,98,103,L
2015-16,1610612755,21500951,2016-03-09,HOU,PHI,1610612745,64,104,118,L
2015-16,1610612755,21500964,2016-03-11,BKN,PHI,1610612751,65,95,89,W
2015-16,1610612755,21500976,2016-03-12,DET,PHI,1610612765,66,111,125,L
2015-16,1610612755,21500999,2016-03-15,PHI,BKN,1610612751,67,114,131,L
2015-16,1610612755,21501013,2016-03-17,WAS,PHI,1610612764,68,94,99,L
2015-16,1610612755,21501021,2016-03-18,OKC,PHI,1610612760,69,97,111,L
2015-16,1610612755,21501039,2016-03-20,BOS,PHI,1610612738,70,105,120,L
2015-16,1610612755,21501045,2016-03-21,PHI,IND,1610612754,71,75,91,L
2015-16,1610612755,21501064,2016-03-23,PHI,DEN,1610612743,72,103,104,L
2015-16,1610612755,21501091,2016-03-26,PHI,POR,1610612757,73,105,108,L
2015-16,1610612755,21501094,2016-03-27,PHI,GSW,1610612744,74,105,117,L
2015-16,1610612755,21501109,2016-03-29,CHA,PHI,1610612766,75,85,100,L
2015-16,1610612755,21501128,2016-04-01,PHI,CHA,1610612766,76,91,100,L
2015-16,1610612755,21501138,2016-04-02,IND,PHI,1610612754,77,102,115,L
2015-16,1610612755,21501154,2016-04-05,NOP,PHI,1610612740,78,107,93,W
2015-16,1610612755,21501180,2016-04-08,NYK,PHI,1610612752,79,102,109,L
2015-16,1610612755,21501197,2016-04-10,MIL,PHI,1610612749,80,108,109,L
2015-16,1610612755,21501214,2016-04-12,PHI,TOR,1610612761,81,98,122,L
2015-16,1610612755,21501222,2016-04-13,PHI,CHI,1610612741,82,105,115,L
