group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
Players,1629650,Moses Brown,Moses,1610612742,DAL,25.0,1,1,0,1.0,2.9,116.7,140.0,140.0,100.0,100.0,100.0,16.7,40.0,40.0,0.0,0.0,0.0,0.25,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,83.24,74.91,62.43,74.91,0.167,5,0,0,0.0,0.0,0.0,439,375,1,1,207,169,23,23,122,138,138,118,33,33,337,250,337,8,1,4,1,1,369,392,435,436,473,489,489,78,369,419,369,419,369,DAL
Players,202691,Klay Thompson,Klay,1610612742,DAL,35.0,30,12,18,0.4,2.4,103.8,101.2,101.2,126.1,118.3,118.3,-22.3,-17.1,-17.1,0.119,1.67,13.5,0.024,0.086,0.055,8.1,8.2,0.577,0.628,0.169,0.177,100.95,105.48,87.9,105.48,0.097,165,11,26,0.4,0.9,0.423,54,113,474,340,283,326,302,302,387,371,371,386,370,370,195,110,210,247,290,327,300,298,144,152,174,177,203,188,188,192,94,92,194,184,217,DAL
Players,1630556,Kessler Edwards,Kessler,1610612742,DAL,24.0,11,5,6,0.455,2.2,114.3,108.6,108.6,109.4,106.9,106.9,4.9,1.7,1.7,0.125,1.0,20.0,0.158,0.167,0.164,20.0,20.2,0.4,0.51,0.119,0.129,110.41,114.56,95.47,114.56,0.13,58,2,5,0.2,0.5,0.4,254,243,240,300,310,193,211,211,213,226,226,192,209,209,183,155,122,29,108,56,439,445,288,265,288,283,68,96,96,129,272,275,312,319,234,DAL
Players,203076,Anthony Davis,Anthony,1610612742,DAL,32.0,21,11,10,0.524,3.0,116.0,111.3,111.3,116.8,117.2,117.2,-0.8,-5.9,-5.9,0.176,1.2,13.6,0.0,0.231,0.12,11.4,11.5,0.615,0.629,0.255,0.271,98.4,100.3,83.58,100.3,0.129,133,14,26,0.7,1.2,0.538,148,135,328,195,174,174,176,176,304,362,362,248,288,288,119,147,207,302,46,105,361,360,119,151,80,80,279,327,327,131,74,92,75,96,115,DAL
Players,1628997,Caleb Martin,Caleb,1610612742,DAL,29.0,14,9,5,0.643,4.4,103.8,97.8,97.8,104.9,109.1,109.1,-1.1,-11.3,-11.3,0.088,1.5,17.6,0.057,0.099,0.078,11.8,11.9,0.35,0.425,0.092,0.098,104.89,105.96,88.3,105.96,0.043,137,3,10,0.2,0.7,0.3,222,172,214,90,36,325,353,353,164,257,257,251,328,328,249,120,157,145,263,227,365,368,318,333,366,370,113,181,181,334,239,207,290,227,319,DAL
Players,203939,Dwight Powell,Dwight,1610612742,DAL,33.0,3,0,3,0.0,0.5,100.0,100.0,100.0,200.0,120.0,120.0,-100.0,-20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.25,0.333,88.43,117.91,98.26,117.91,-0.125,3,0,0,0.0,0.0,0.0,380,450,148,450,459,361,308,308,481,385,385,476,384,384,337,250,337,302,382,400,495,495,369,392,81,36,454,84,84,483,369,419,369,419,369,DAL
Players,1630702,Jaden Hardy,Jaden,1610612742,DAL,22.0,7,4,3,0.571,2.1,156.1,150.0,150.0,93.2,90.0,90.0,62.8,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,41.0,0.0,0.174,0.125,0.126,102.15,106.07,88.39,106.07,-0.076,34,0,2,0.0,0.3,0.0,309,275,148,151,333,19,11,11,83,87,87,20,17,17,337,250,337,302,382,400,480,482,369,387,270,298,172,180,180,475,369,333,369,375,369,DAL
Players,1629023,P.J. Washington,P.J.,1610612742,DAL,26.0,26,14,12,0.538,3.1,115.2,110.9,110.9,118.2,116.7,116.7,-3.1,-5.8,-5.8,0.156,2.33,14.0,0.072,0.154,0.109,6.0,6.2,0.556,0.663,0.197,0.204,103.15,105.87,88.22,105.87,0.163,184,13,27,0.5,1.0,0.481,91,77,372,181,173,183,189,189,324,355,355,271,286,286,145,63,205,110,133,129,257,258,168,128,136,138,142,182,182,83,80,87,120,128,168,DAL
Players,202681,Kyrie Irving,Kyrie,1610612742,DAL,33.0,26,13,13,0.5,3.4,109.7,108.0,108.0,113.8,110.2,110.2,-4.1,-2.1,-2.1,0.244,1.57,13.8,0.038,0.051,0.044,8.8,8.7,0.445,0.496,0.308,0.324,96.54,98.82,82.35,98.82,0.116,187,21,55,0.8,2.1,0.382,91,96,399,212,131,249,222,222,271,275,275,286,255,255,74,118,206,200,357,360,315,313,258,289,38,41,328,370,370,155,32,25,53,30,250,DAL
Players,1641726,Dereck Lively II,Dereck,1610612742,DAL,21.0,13,7,6,0.538,3.0,126.9,124.7,124.7,100.4,96.0,96.0,26.5,28.7,28.7,0.037,0.0,16.7,0.098,0.103,0.1,0.0,0.0,0.667,0.84,0.054,0.054,90.77,93.63,78.02,93.63,0.12,77,2,3,0.2,0.2,0.667,233,209,240,181,183,84,71,71,136,110,110,75,62,62,321,250,169,79,247,147,1,1,97,51,416,424,442,460,460,148,272,311,331,388,58,DAL
Players,1630230,Naji Marshall,Naji,1610612742,DAL,27.0,30,14,16,0.467,3.1,113.8,110.3,110.3,121.2,118.5,118.5,-7.4,-8.2,-8.2,0.158,4.5,20.5,0.056,0.091,0.073,4.5,4.5,0.625,0.691,0.149,0.162,101.04,103.83,86.53,103.83,0.125,204,16,28,0.5,0.9,0.571,54,77,449,288,172,194,195,195,352,373,373,301,301,301,133,13,119,152,276,251,230,228,111,113,210,198,199,221,221,139,57,82,110,171,95,DAL
Players,1630539,Kai Jones,Kai,1610612742,DAL,24.0,3,2,1,0.667,0.8,128.9,142.9,142.9,53.2,40.0,40.0,75.7,102.9,102.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.111,0.114,110.59,115.2,96.0,115.2,0.0,7,1,1,0.3,0.3,1.0,380,335,35,73,445,72,19,19,28,22,22,15,8,8,337,250,337,302,382,400,1,1,15,22,311,326,66,92,93,387,306,362,200,352,1,DAL
Players,1641765,Olivier-Maxence Prosper,Olivier-Maxence,1610612742,DAL,22.0,6,3,3,0.5,1.5,82.5,76.5,76.5,106.6,100.0,100.0,-24.1,-23.5,-23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.615,0.111,0.155,99.18,106.26,88.55,106.26,0.118,17,1,2,0.2,0.3,0.5,322,304,148,212,398,440,438,438,186,138,138,389,395,395,337,250,337,302,382,400,1,1,199,167,311,216,256,175,175,154,306,333,319,352,129,DAL
Players,1629655,Daniel Gafford,Daniel,1610612742,DAL,26.0,18,6,12,0.333,1.8,117.2,116.4,116.4,117.3,111.3,111.3,-0.1,5.1,5.1,0.111,2.0,11.1,0.222,0.184,0.203,5.6,5.6,0.615,0.644,0.195,0.201,93.08,95.75,79.79,95.75,0.167,67,8,13,0.4,0.7,0.615,178,229,372,372,364,165,126,126,315,290,290,243,184,184,200,68,248,13,93,21,249,251,119,137,138,143,423,428,428,78,130,174,153,224,78,DAL
Players,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,32.0,29,15,14,0.517,3.1,112.3,109.0,109.0,114.5,110.5,110.5,-2.2,-1.5,-1.5,0.185,1.67,15.6,0.0,0.118,0.056,9.4,9.5,0.423,0.507,0.219,0.233,103.01,106.44,88.7,106.44,0.078,211,14,39,0.5,1.3,0.359,63,66,410,203,165,219,209,209,281,281,281,262,249,249,112,110,193,302,206,317,332,332,276,269,110,108,146,172,172,242,74,51,144,89,275,DAL
Players,1641789,Jazian Gortman,Jazian,1610612742,DAL,22.0,1,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.7,173.91,208.7,0.0,0,0,0,0.0,0.0,0.0,439,450,35,450,480,471,471,471,1,1,1,227,221,221,337,250,337,302,382,400,1,1,369,392,435,436,487,22,22,387,369,419,369,419,369,DAL
Players,1630314,Brandon Williams,Brandon,1610612742,DAL,25.0,4,3,1,0.75,1.7,127.7,130.0,130.0,123.5,113.3,113.3,4.2,16.7,16.7,0.667,0.0,25.0,0.143,0.143,0.143,0.0,0.0,0.75,0.726,0.273,0.29,122.01,125.16,104.3,125.16,0.333,20,3,4,0.8,1.0,0.75,359,304,35,45,377,78,46,46,372,318,318,203,121,121,5,250,77,36,145,73,1,1,62,89,64,64,40,59,59,15,239,295,63,132,42,DAL
Players,1631108,Max Christie,Max,1610612742,DAL,22.0,31,17,14,0.548,2.9,121.4,116.2,116.2,120.7,115.4,115.4,0.7,0.8,0.8,0.078,1.0,13.2,0.024,0.119,0.072,13.2,13.6,0.455,0.559,0.151,0.158,98.31,102.71,85.59,102.71,0.056,191,8,22,0.3,0.7,0.364,44,38,410,174,210,123,129,129,346,348,348,222,216,216,257,155,221,246,202,257,386,391,248,216,205,209,282,253,253,300,130,111,251,229,266,DAL
Players,203957,Danté Exum,Danté,1610612742,DAL,29.0,6,5,1,0.833,1.4,126.7,123.8,123.8,88.8,85.7,85.7,37.9,38.1,38.1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.8,0.5,0.694,0.167,0.18,95.36,98.05,81.71,98.05,-0.05,21,1,2,0.2,0.3,0.5,322,243,35,37,403,87,76,76,73,75,75,44,36,36,337,250,337,302,382,400,457,467,199,108,175,172,366,390,390,466,306,333,319,352,129,DAL
