team_id,team_name,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,team
1610612737,Atlanta Hawks,82,24,58,0.293,48.6,38.6,86.5,0.446,11.3,31.4,0.36,16.0,20.4,0.785,9.2,33.2,42.3,24.0,15.7,7.9,4.3,5.6,19.8,20.5,104.4,-5.5,1,27,27,27,23,27,19,25,9,7,15,21,21,7,23,26,27,7,29,13,25,28,13,12,26,26,ATLANTA HAWKS
1610612738,Boston Celtics,82,55,27,0.671,49.6,39.3,87.3,0.45,11.8,31.2,0.377,16.4,21.2,0.771,9.6,36.0,45.6,23.1,14.4,7.6,4.7,4.6,20.3,19.7,106.8,3.7,1,4,4,4,9,21,14,21,6,10,2,19,19,17,20,3,6,21,15,23,17,6,18,21,18,6,BOSTON CELTICS
1610612751,Brooklyn Nets,82,28,54,0.341,48.2,38.1,86.4,0.441,12.6,35.5,0.356,17.3,22.5,0.772,9.6,34.6,44.2,23.6,15.1,6.2,4.7,5.5,20.5,19.6,106.1,-3.7,1,23,23,23,25,29,20,29,2,2,20,11,12,14,19,14,15,14,22,30,16,27,19,22,22,24,BROOKLYN NETS
1610612766,Charlotte Hornets,82,36,46,0.439,48.6,39.3,87.3,0.45,10.1,27.4,0.369,20.3,27.2,0.747,10.2,35.6,45.8,21.7,12.8,6.9,4.6,5.0,17.3,22.6,109.0,0.3,1,20,20,20,22,25,15,24,18,20,8,1,1,24,12,4,5,28,2,27,19,18,1,1,9,17,CHARLOTTE HORNETS
1610612741,Chicago Bulls,82,27,55,0.329,48.7,38.8,89.3,0.435,11.1,31.2,0.355,14.6,19.3,0.759,9.7,35.2,44.9,23.6,14.1,7.7,3.5,5.2,19.3,17.5,103.4,-7.1,1,24,24,24,20,26,4,30,12,9,21,29,28,20,18,7,10,13,11,21,30,22,8,30,28,28,CHICAGO BULLS
1610612739,Cleveland Cavaliers,82,50,32,0.61,48.6,40.8,85.7,0.476,12.1,32.5,0.372,18.3,23.5,0.779,8.6,34.0,42.6,23.6,13.9,7.2,3.8,4.2,18.8,20.9,112.0,0.9,1,6,6,6,21,8,25,5,4,5,6,6,8,10,27,18,25,12,9,25,29,4,5,8,5,14,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,82,24,58,0.293,49.8,39.3,88.5,0.444,12.1,33.8,0.36,14.7,19.2,0.763,8.4,34.1,42.5,23.3,12.7,7.3,3.9,4.6,19.8,20.2,105.4,-3.1,1,27,27,27,5,23,9,26,3,3,17,28,29,19,30,17,26,16,1,24,28,8,14,15,24,22,DALLAS MAVERICKS
1610612743,Denver Nuggets,82,46,36,0.561,49.1,41.2,87.7,0.47,11.6,31.3,0.371,17.3,22.6,0.767,11.1,33.9,45.1,25.4,15.1,7.7,5.0,4.8,18.9,21.0,111.4,1.5,1,14,14,14,15,7,12,10,7,8,7,10,10,18,2,19,8,5,23,17,13,15,7,7,6,11,DENVER NUGGETS
1610612765,Detroit Pistons,82,39,43,0.476,49.6,40.2,89.3,0.45,11.1,29.7,0.373,15.1,20.3,0.745,10.4,34.5,44.9,23.4,13.8,7.9,4.0,5.0,18.9,18.9,106.6,-0.2,1,19,19,19,7,17,3,23,13,13,5,27,23,25,9,15,9,15,7,12,27,20,6,26,19,19,DETROIT PISTONS
1610612744,Golden State Warriors,82,58,24,0.707,47.8,42.5,84.6,0.503,11.2,28.7,0.391,16.5,20.2,0.815,8.4,34.9,43.2,29.1,15.3,8.0,7.4,3.6,19.5,18.4,112.8,5.9,1,3,3,3,26,1,30,1,10,17,1,18,24,1,29,11,21,1,25,11,1,1,10,28,3,3,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,82,65,17,0.793,48.9,39.3,85.5,0.46,15.5,43.0,0.362,19.9,25.5,0.781,9.1,35.0,44.1,21.9,14.1,8.7,4.9,4.5,19.8,20.7,114.1,8.6,1,1,1,1,18,24,27,15,1,1,14,3,3,9,24,10,16,26,10,5,15,5,12,10,1,1,HOUSTON ROCKETS
1610612754,Indiana Pacers,82,48,34,0.585,49.5,41.9,88.8,0.472,9.3,25.2,0.369,15.4,19.7,0.779,9.9,33.6,43.5,22.8,13.6,9.0,4.3,5.4,19.4,19.0,108.5,1.4,1,8,8,8,10,3,8,6,25,26,9,24,26,11,15,21,20,22,5,2,26,26,9,25,11,12,INDIANA PACERS
1610612746,LA Clippers,82,42,40,0.512,48.3,40.4,85.8,0.471,9.5,26.9,0.354,19.1,25.7,0.743,10.2,33.9,44.1,22.4,14.7,7.7,4.6,5.7,20.1,22.1,109.4,0.0,1,18,18,18,24,14,24,9,23,23,23,4,2,26,10,20,17,25,18,19,20,29,16,2,8,18,LA CLIPPERS
1610612747,Los Angeles Lakers,82,35,47,0.427,47.6,39.9,86.7,0.461,9.8,28.5,0.345,16.3,22.8,0.714,10.5,35.0,45.5,23.3,15.5,7.6,4.6,5.3,20.8,20.1,106.0,-1.5,1,21,21,21,28,18,18,14,21,18,29,20,9,30,7,9,7,18,26,22,18,24,22,18,23,21,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,82,22,60,0.268,50.1,38.3,86.3,0.444,9.6,27.4,0.352,17.3,22.0,0.786,9.9,32.3,42.3,22.5,15.6,7.8,5.0,5.4,24.2,21.3,103.6,-6.5,1,29,29,29,3,28,21,27,22,22,25,12,16,6,14,29,28,24,28,14,12,25,30,5,27,27,MEMPHIS GRIZZLIES
1610612748,Miami Heat,82,44,38,0.537,49.9,39.9,87.6,0.455,11.3,31.4,0.36,15.1,20.1,0.755,9.6,35.1,44.6,23.3,14.8,7.8,5.5,4.7,20.6,19.9,106.2,0.5,1,15,15,15,4,19,13,17,8,6,16,26,25,22,21,8,12,17,19,16,6,10,21,19,21,16,MIAMI HEAT
1610612749,Milwaukee Bucks,82,44,38,0.537,49.5,40.6,84.9,0.478,9.0,25.3,0.355,18.7,23.9,0.783,8.6,32.2,40.8,23.8,14.2,9.0,5.5,4.6,21.9,20.4,109.0,-0.3,1,15,15,15,11,11,29,3,27,25,22,5,6,8,26,30,30,8,12,3,5,7,28,13,10,20,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,82,47,35,0.573,49.6,42.1,88.5,0.476,8.2,23.1,0.357,19.9,24.8,0.804,10.6,32.5,43.1,23.3,12.8,8.6,4.3,4.8,18.7,21.4,112.5,2.3,1,12,12,12,8,2,11,4,30,30,19,2,4,2,6,28,22,19,3,6,24,13,4,4,4,10,MINNESOTA TIMBERWOLVES
1610612740,New Orleans Pelicans,82,48,34,0.585,47.3,41.5,85.8,0.483,9.9,27.4,0.362,15.7,20.3,0.772,8.4,34.6,43.1,26.0,14.5,7.8,5.7,4.1,18.6,19.8,108.5,1.3,1,8,8,8,30,5,23,2,20,21,13,23,22,15,28,13,23,3,16,15,4,3,3,20,12,13,NEW ORLEANS PELICANS
1610612752,New York Knicks,82,29,53,0.354,49.2,41.4,89.3,0.464,8.4,23.7,0.352,15.2,19.3,0.787,10.7,34.1,44.8,23.7,15.0,6.8,5.2,4.8,20.9,18.7,106.3,-3.6,1,22,22,22,14,6,5,12,29,29,27,25,27,5,5,16,11,11,21,29,9,14,24,27,20,23,NEW YORK KNICKS
1610612760,Oklahoma City Thunder,82,48,34,0.585,49.4,40.7,89.9,0.453,11.0,31.0,0.354,17.7,24.7,0.716,12.7,33.2,46.0,21.8,14.3,9.2,5.1,4.7,20.6,21.8,110.1,3.5,1,8,8,8,13,9,2,18,14,11,24,7,5,29,1,25,4,27,13,1,10,9,20,3,7,7,OKLAHOMA CITY THUNDER
1610612753,Orlando Magic,82,25,57,0.305,48.7,39.3,87.0,0.452,10.4,29.7,0.351,15.7,20.7,0.757,8.9,33.3,42.2,23.7,14.7,7.7,4.9,5.0,19.5,19.2,104.7,-4.9,1,26,26,26,19,22,16,19,17,14,28,22,20,21,25,24,29,10,17,20,14,19,11,24,25,25,ORLANDO MAGIC
1610612755,Philadelphia 76ers,82,52,30,0.634,47.7,40.4,85.5,0.472,10.9,29.5,0.369,16.9,22.5,0.752,10.8,36.1,46.9,26.8,16.3,8.2,5.1,5.0,21.8,20.1,108.5,4.4,1,5,5,5,27,15,26,8,15,15,10,16,11,23,4,2,1,2,30,7,11,21,27,17,13,4,PHILADELPHIA 76ERS
1610612756,Phoenix Suns,82,21,61,0.256,47.5,38.0,86.1,0.442,9.2,27.6,0.334,17.5,23.7,0.741,10.2,33.5,43.6,21.0,15.5,6.9,4.5,5.9,21.8,20.7,102.8,-9.3,1,30,30,30,29,30,22,28,26,19,30,9,7,27,13,23,19,29,27,28,21,30,26,9,30,30,PHOENIX SUNS
