team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,82,24,58,0.293,48.6,18.0,12.1,10.5,41.7,18.1,13.0,13.1,44.9,1,27,27,27,27,5,19,23,27,26,17,23,12,ATLANTA HAWKS
1610612738,Boston Celtics,82,55,27,0.671,49.6,15.8,12.4,9.7,40.9,16.0,11.5,10.7,44.9,1,4,4,4,12,24,15,26,29,11,5,5,13,BOSTON CELTICS
1610612751,Brooklyn Nets,82,28,54,0.341,48.2,14.1,12.4,10.7,43.6,17.3,13.5,11.6,47.6,1,23,23,23,5,30,16,21,24,19,29,13,25,BROOKLYN NETS
1610612766,Charlotte Hornets,82,36,46,0.439,48.6,16.2,13.2,9.3,44.0,14.9,10.7,10.7,45.5,1,20,20,20,16,18,10,28,22,3,1,6,15,CHARLOTTE HORNETS
1610612741,Chicago Bulls,82,27,55,0.329,48.7,15.1,11.3,11.8,42.0,16.4,11.2,11.3,44.7,1,24,24,24,5,27,26,14,26,15,3,9,9,CHICAGO BULLS
1610612739,Cleveland Cavaliers,82,50,32,0.61,48.6,16.3,11.3,12.6,44.7,16.6,12.9,11.4,47.5,1,6,6,6,23,17,25,13,19,16,15,10,24,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,82,24,58,0.293,49.8,15.1,10.8,10.3,40.0,14.3,11.7,14.7,43.5,1,27,27,27,12,26,29,24,30,1,7,28,4,DALLAS MAVERICKS
1610612743,Denver Nuggets,82,46,36,0.561,49.1,17.1,14.2,13.6,49.6,19.0,11.4,13.1,48.0,1,14,14,14,4,12,2,9,5,30,4,22,26,DENVER NUGGETS
1610612765,Detroit Pistons,82,39,43,0.476,49.6,17.0,13.0,11.1,44.8,15.3,11.5,10.1,44.8,1,19,19,19,12,13,12,18,18,7,6,2,11,DETROIT PISTONS
1610612744,Golden State Warriors,82,58,24,0.707,47.8,17.2,10.2,19.2,43.8,18.3,13.6,14.0,47.1,1,3,3,3,23,11,30,1,23,28,30,26,23,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,82,65,17,0.793,48.9,17.7,11.7,11.6,41.3,16.0,12.1,12.1,48.7,1,1,1,1,18,7,22,16,28,10,10,16,29,HOUSTON ROCKETS
1610612754,Indiana Pacers,82,48,34,0.585,49.5,18.8,12.2,15.2,46.0,15.3,13.1,12.7,46.1,1,8,8,8,18,2,17,4,12,5,20,18,19,INDIANA PACERS
1610612746,LA Clippers,82,42,40,0.512,48.3,15.9,13.9,13.3,52.4,17.4,13.3,15.5,45.0,1,18,18,18,27,22,4,11,1,22,23,30,14,LA CLIPPERS
1610612747,Los Angeles Lakers,82,35,47,0.427,47.6,16.0,13.9,17.2,50.9,17.8,13.2,12.5,48.1,1,21,21,21,3,19,6,2,3,24,21,17,27,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,82,22,60,0.268,50.1,17.8,12.2,13.7,44.1,18.0,12.3,14.9,43.9,1,29,29,29,27,6,18,8,21,25,13,29,5,MEMPHIS GRIZZLIES
