GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,202692,Alec Burks,Alec,1610612762,UTA,24.0,14,4,10,0.286,51.29,3.7,2.8,1.9,15.0,15.9,15.0,9.4,44.9,0.0,2.8,5.6,1.9,44.9,242,270,238,370,189,92,145,111,37,276,269,274,86,200,400,220,292,135
Players,203187,Chris Johnson,Chris,1610612762,UTA,26.0,18,6,12,0.333,19.98,0.0,0.0,0.0,0.0,16.8,14.4,2.4,52.9,2.4,0.0,19.2,0.0,24.5,211,235,264,330,286,234,237,175,303,301,253,109,52,63,1,418,326,311
Players,202324,Derrick Favors,Derrick,1610612762,UTA,24.0,30,12,18,0.4,126.78,1.1,4.9,1.1,13.6,13.6,15.1,7.6,40.1,2.3,0.8,3.4,5.7,51.5,107,144,361,291,58,213,64,147,49,220,273,212,149,67,280,110,134,91
Players,202407,Elijah Millsap,Elijah,1610612762,UTA,28.0,3,2,1,0.667,4.081666666666667,0.0,0.0,0.0,0.0,23.5,23.5,70.6,70.6,0.0,0.0,35.3,0.0,16.5,357,326,31,61,373,234,237,175,303,383,392,433,20,200,1,427,326,362
Players,202330,Gordon Hayward,Gordon,1610612762,UTA,26.0,42,14,28,0.333,202.62833333333333,5.9,4.7,3.3,9.9,14.9,16.1,9.0,42.2,0.5,1.2,5.0,7.1,41.1,16,119,435,330,4,42,68,62,98,249,304,264,119,178,321,191,94,164
Players,203481,Jeff Withey,Jeff,1610612762,UTA,26.0,3,1,2,0.333,10.76,8.9,0.0,0.0,8.9,35.7,17.8,35.7,53.5,4.5,0.0,8.9,0.0,23.2,357,362,75,330,321,14,237,175,114,418,339,428,49,23,1,343,326,321
Players,204060,Joe Ingles,Joe,1610612762,UTA,28.0,33,11,22,0.333,53.693333333333335,1.8,0.0,1.8,1.8,16.1,8.0,8.9,35.8,0.0,0.0,7.2,0.0,25.9,81,157,412,330,185,186,237,116,289,281,86,261,224,200,1,302,326,293
Players,203526,Raul Neto,Raul,1610612762,UTA,24.0,15,5,10,0.333,35.895,2.7,0.0,0.0,2.7,10.7,13.4,0.0,40.1,1.3,0.0,5.3,6.7,36.0,233,252,238,330,227,145,237,175,269,156,219,1,150,110,1,203,109,212
Players,203918,Rodney Hood,Rodney,1610612762,UTA,23.0,38,14,24,0.368,173.835,0.0,2.2,0.0,10.5,15.7,16.6,7.7,42.5,0.3,1.7,6.1,3.3,37.4,38,119,422,313,16,234,169,175,88,269,316,217,112,195,354,250,237,191
Players,203497,Rudy Gobert,Rudy,1610612762,UTA,24.0,25,7,18,0.28,109.205,0.9,2.6,0.4,5.3,12.3,15.8,5.7,39.6,3.1,0.4,5.7,6.2,34.2,151,215,361,374,92,223,152,171,201,188,298,156,157,43,243,227,120,227
Players,202714,Shelvin Mack,Shelvin,1610612762,UTA,26.0,12,3,9,0.25,41.73166666666667,4.6,3.5,0.0,4.6,9.2,19.6,13.8,43.7,0.0,2.3,12.7,1.2,18.3,257,293,223,380,210,69,111,175,217,131,366,372,100,200,384,399,313,354
Players,202353,Tibor Pleiss,Tibor,1610612762,UTA,26.0,1,1,0,1.0,3.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,15.5,404,362,1,1,378,234,237,175,303,1,1,1,401,200,1,402,326,370
Players,202344,Trevor Booker,Trevor,1610612762,UTA,28.0,27,8,19,0.296,90.625,1.1,5.3,0.0,6.4,20.1,19.6,11.7,45.6,2.6,0.5,7.4,4.2,41.0,131,195,379,368,115,218,58,175,173,362,368,338,82,53,252,311,197,165
Players,203504,Trey Burke,Trey,1610612762,UTA,23.0,19,7,12,0.368,70.435,0.7,1.4,4.1,1.4,18.4,17.0,10.9,35.4,0.0,1.4,2.0,3.4,26.8,203,215,264,313,153,231,207,46,296,335,328,320,229,200,338,69,234,288
Players,1626168,Trey Lyles,Trey,1610612762,UTA,20.0,14,5,9,0.357,24.176666666666662,0.0,4.0,0.0,0.0,15.9,19.9,11.9,55.6,0.0,0.0,6.0,4.0,28.8,242,252,223,321,261,234,93,175,303,274,369,342,43,200,1,243,211,276
