season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away,MON
2018-19,1610612755,PHI,Philadelphia 76ers,41800217,2019-05-12,PHI @ TOR,L,48.0,13.0,6.0,6.0,26.0,21.0,12.0,16.0,38.0,0,0,0,0,9,104,151,151,155,132,61,105,47,1,2018,2019,False,TOR,PHI,MAY
2018-19,1610612755,PHI,Philadelphia 76ers,41800216,2019-05-09,PHI vs. TOR,W,48.0,14.0,18.0,16.0,56.0,21.0,10.0,11.0,42.0,0,0,0,0,9,92,27,53,19,132,38,40,70,1,2018,2019,True,PHI,TOR,MAY
2018-19,1610612755,PHI,Philadelphia 76ers,41800215,2019-05-07,PHI @ TOR,L,48.0,16.0,8.0,8.0,32.0,31.0,18.0,33.0,38.0,0,0,0,0,9,67,131,138,145,162,130,164,47,1,2018,2019,False,TOR,PHI,MAY
2018-19,1610612755,PHI,Philadelphia 76ers,41800214,2019-05-05,PHI vs. TOR,L,48.0,15.0,13.0,10.0,34.0,14.0,15.0,17.0,38.0,0,0,0,0,9,75,74,126,138,62,107,113,47,1,2018,2019,True,PHI,TOR,MAY
2018-19,1610612755,PHI,Philadelphia 76ers,41800213,2019-05-02,PHI vs. TOR,W,48.0,14.0,15.0,13.0,52.0,12.0,3.0,20.0,36.0,0,0,0,0,9,92,52,80,28,43,4,138,28,1,2018,2019,True,PHI,TOR,MAY
2018-19,1610612755,PHI,Philadelphia 76ers,41800212,2019-04-29,PHI @ TOR,W,48.0,6.0,7.0,13.0,38.0,24.0,9.0,18.0,44.0,0,0,0,0,9,155,144,80,105,149,35,122,93,1,2018,2019,False,TOR,PHI,APR
2018-19,1610612755,PHI,Philadelphia 76ers,41800211,2019-04-27,PHI @ TOR,L,48.0,15.0,14.0,13.0,40.0,22.0,2.0,21.0,42.0,0,0,0,0,9,75,59,80,96,140,2,143,70,1,2018,2019,False,TOR,PHI,APR
2018-19,1610612755,PHI,Philadelphia 76ers,41800125,2019-04-23,PHI vs. BKN,W,48.0,16.0,19.0,17.0,68.0,15.0,4.0,14.0,44.0,0,0,0,0,9,67,18,44,2,74,7,86,93,1,2018,2019,True,PHI,BKN,APR
2018-19,1610612755,PHI,Philadelphia 76ers,41800124,2019-04-20,PHI @ BKN,W,48.0,14.0,12.0,9.0,62.0,27.0,14.0,14.0,44.0,0,0,0,0,9,92,91,133,6,157,92,86,93,1,2018,2019,False,BKN,PHI,APR
2018-19,1610612755,PHI,Philadelphia 76ers,41800123,2019-04-18,PHI @ BKN,W,48.0,21.0,20.0,16.0,46.0,20.0,18.0,8.0,58.0,0,0,0,0,9,26,13,53,51,124,130,22,147,1,2018,2019,False,BKN,PHI,APR
2018-19,1610612755,PHI,Philadelphia 76ers,41800122,2019-04-15,PHI vs. BKN,W,48.0,29.0,21.0,12.0,62.0,11.0,9.0,13.0,48.0,0,0,0,0,9,4,10,103,6,37,35,63,115,1,2018,2019,True,PHI,BKN,APR
2018-19,1610612755,PHI,Philadelphia 76ers,41800121,2019-04-13,PHI vs. BKN,L,48.0,9.0,23.0,4.0,54.0,14.0,16.0,7.0,46.0,0,0,0,0,9,135,5,157,22,62,114,15,106,1,2018,2019,True,PHI,BKN,APR
