team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612738,Boston Celtics,8,5,3,0.625,4.9,1.5,1.5,0.3,4.8,0.6,1.3,1.5,4.8,2,2,10,4,2,3,6,12,2,7,9,14,15,BOSTON CELTICS
1610612739,Cleveland Cavaliers,10,7,3,0.7,4.1,1.4,1.9,0.5,2.6,0.8,0.4,0.9,2.8,1,1,10,3,1,4,4,11,9,10,3,11,12,CLEVELAND CAVALIERS
1610612744,Golden State Warriors,7,4,3,0.571,3.1,1.6,0.7,1.1,2.3,0.9,2.0,0.0,1.4,3,3,10,5,4,2,10,5,10,11,13,1,3,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,4,4,0,1.0,3.2,1.0,0.5,0.8,1.5,0.8,1.3,1.0,1.0,7,3,1,1,8,5,12,8,15,8,9,12,1,HOUSTON ROCKETS
1610612754,Indiana Pacers,5,1,4,0.2,2.6,0.0,0.4,0.0,1.6,1.4,1.0,0.6,2.0,4,9,15,13,7,12,13,13,14,15,6,8,4,INDIANA PACERS
1610612748,Miami Heat,2,1,1,0.5,2.5,2.0,0.0,1.0,3.0,0.0,2.5,0.0,3.0,14,9,2,6,14,1,15,6,4,1,15,1,13,MIAMI HEAT
1610612749,Milwaukee Bucks,4,2,2,0.5,4.1,0.8,1.0,1.8,5.0,0.8,1.8,0.0,2.5,7,6,6,6,6,7,8,4,1,8,12,1,9,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,1,0,1,0.0,2.1,0.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,16,15,2,15,16,12,3,3,11,1,1,16,4,MINNESOTA TIMBERWOLVES
1610612740,New Orleans Pelicans,4,3,1,0.75,2.8,1.0,2.3,0.0,2.0,0.5,2.0,1.8,2.0,7,5,2,2,10,5,2,13,11,5,13,15,4,NEW ORLEANS PELICANS
1610612760,Oklahoma City Thunder,3,1,2,0.333,3.3,0.0,0.7,0.7,2.7,0.0,0.3,0.0,2.7,11,9,6,11,12,12,11,9,6,1,2,1,10,OKLAHOMA CITY THUNDER
1610612755,Philadelphia 76ers,5,1,4,0.2,4.9,0.4,1.8,0.6,4.4,2.6,1.0,0.8,6.8,4,9,15,13,3,10,5,10,3,16,6,10,16,PHILADELPHIA 76ERS
1610612757,Portland Trail Blazers,3,0,3,0.0,3.7,0.7,2.7,2.3,2.7,1.3,3.0,0.0,2.7,11,15,10,15,11,8,1,1,6,14,16,1,10,PORTLAND TRAIL BLAZERS
1610612759,San Antonio Spurs,2,1,1,0.5,1.2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,14,9,2,6,15,12,8,13,16,12,6,1,1,SAN ANTONIO SPURS
1610612761,Toronto Raptors,5,2,3,0.4,4.1,0.4,1.2,1.0,2.8,1.0,0.4,1.4,3.2,4,6,10,10,5,10,7,6,5,12,3,13,14,TORONTO RAPTORS
1610612762,Utah Jazz,4,2,2,0.5,2.9,0.0,0.3,0.0,2.0,0.5,0.5,0.5,2.0,7,6,6,6,9,12,14,13,11,5,5,7,4,UTAH JAZZ
1610612764,Washington Wizards,3,1,2,0.333,2.1,0.7,0.0,2.3,2.7,0.0,1.3,0.7,2.0,11,9,6,11,13,8,15,1,6,1,11,9,4,WASHINGTON WIZARDS
