SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
22019,1610612761,TOR,Toronto Raptors,Transition,Offensive,0.931,72,0.216,1.149,0.538,0.147,0.125,0.134,0.038,0.517,0.617,24.2,27.8,10.0,18.5,8.6
22019,1610612745,HOU,Houston Rockets,Transition,Offensive,0.586,72,0.201,1.117,0.52,0.144,0.122,0.132,0.031,0.503,0.596,23.2,25.9,9.2,17.7,8.5
22019,1610612749,MIL,Milwaukee Bucks,Transition,Offensive,0.069,73,0.205,1.067,0.499,0.143,0.12,0.131,0.037,0.478,0.577,23.8,25.4,9.2,18.4,9.2
22019,1610612764,WAS,Washington Wizards,Transition,Offensive,0.552,72,0.191,1.109,0.508,0.132,0.112,0.114,0.03,0.497,0.586,22.0,24.4,8.8,17.3,8.5
22019,1610612763,MEM,Memphis Grizzlies,Transition,Offensive,0.483,73,0.179,1.106,0.538,0.108,0.128,0.094,0.019,0.505,0.611,20.5,22.7,8.6,16.1,7.4
22019,1610612740,NOP,New Orleans Pelicans,Transition,Offensive,0.345,72,0.174,1.098,0.527,0.12,0.141,0.109,0.035,0.482,0.612,20.3,22.3,8.3,15.7,7.4
22019,1610612747,LAL,Los Angeles Lakers,Transition,Offensive,0.828,71,0.175,1.137,0.557,0.146,0.128,0.133,0.041,0.522,0.625,19.7,22.5,8.4,15.1,6.7
22019,1610612756,PHX,Phoenix Suns,Transition,Offensive,1.0,73,0.16,1.195,0.559,0.13,0.112,0.114,0.032,0.536,0.633,18.1,21.6,8.0,14.3,6.3
22019,1610612755,PHI,Philadelphia 76ers,Transition,Offensive,0.241,73,0.159,1.084,0.522,0.099,0.138,0.084,0.015,0.479,0.611,17.7,19.2,7.2,13.7,6.6
22019,1610612738,BOS,Boston Celtics,Transition,Offensive,0.862,72,0.151,1.14,0.548,0.145,0.127,0.127,0.033,0.524,0.61,17.0,19.4,7.1,13.0,5.9
22019,1610612758,SAC,Sacramento Kings,Transition,Offensive,0.621,72,0.153,1.119,0.525,0.112,0.113,0.104,0.028,0.5,0.606,17.0,19.0,7.2,13.7,6.5
22019,1610612751,BKN,Brooklyn Nets,Transition,Offensive,0.897,72,0.143,1.142,0.534,0.131,0.119,0.118,0.027,0.51,0.621,16.5,18.8,6.8,12.8,5.9
22019,1610612759,SAS,San Antonio Spurs,Transition,Offensive,0.793,71,0.148,1.124,0.536,0.141,0.126,0.132,0.029,0.516,0.6,16.6,18.6,6.7,12.6,5.8
22019,1610612737,ATL,Atlanta Hawks,Transition,Offensive,0.379,67,0.152,1.098,0.529,0.129,0.137,0.123,0.032,0.5,0.596,17.7,19.4,7.1,13.5,6.4
22019,1610612754,IND,Indiana Pacers,Transition,Offensive,0.655,73,0.143,1.121,0.532,0.122,0.116,0.107,0.026,0.509,0.599,15.6,17.5,6.6,12.3,5.8
22019,1610612748,MIA,Miami Heat,Transition,Offensive,0.966,73,0.133,1.177,0.559,0.156,0.131,0.138,0.034,0.533,0.642,14.5,17.1,6.1,10.8,4.8
22019,1610612741,CHI,Chicago Bulls,Transition,Offensive,0.207,65,0.158,1.083,0.545,0.112,0.135,0.102,0.03,0.498,0.605,17.7,19.2,7.6,13.9,6.3
22019,1610612743,DEN,Denver Nuggets,Transition,Offensive,0.414,73,0.139,1.101,0.53,0.099,0.134,0.092,0.02,0.491,0.612,15.4,17.0,6.4,12.1,5.7
22019,1610612746,LAC,LA Clippers,Transition,Offensive,0.31,72,0.138,1.088,0.509,0.16,0.119,0.15,0.043,0.496,0.569,15.8,17.2,6.1,12.0,5.9
22019,1610612753,ORL,Orlando Magic,Transition,Offensive,0.69,73,0.136,1.121,0.519,0.151,0.104,0.14,0.035,0.51,0.589,15.1,16.9,6.1,11.7,5.6
22019,1610612750,MIN,Minnesota Timberwolves,Transition,Offensive,0.138,64,0.149,1.08,0.506,0.134,0.125,0.121,0.034,0.486,0.582,17.5,18.9,6.9,13.5,6.7
22019,1610612742,DAL,Dallas Mavericks,Transition,Offensive,0.448,75,0.129,1.105,0.492,0.137,0.101,0.119,0.027,0.492,0.576,14.5,16.1,5.6,11.5,5.8
22019,1610612760,OKC,Oklahoma City Thunder,Transition,Offensive,0.276,72,0.141,1.086,0.507,0.124,0.119,0.107,0.03,0.487,0.583,15.4,16.7,6.1,12.1,5.9
22019,1610612762,UTA,Utah Jazz,Transition,Offensive,0.172,72,0.14,1.081,0.508,0.106,0.137,0.092,0.021,0.476,0.598,15.4,16.6,6.1,11.9,5.9
22019,1610612757,POR,Portland Trail Blazers,Transition,Offensive,0.759,74,0.125,1.122,0.517,0.116,0.114,0.101,0.031,0.493,0.601,14.1,15.9,5.9,11.3,5.5
22019,1610612765,DET,Detroit Pistons,Transition,Offensive,0.517,66,0.147,1.106,0.535,0.116,0.131,0.104,0.025,0.502,0.608,16.1,17.8,6.7,12.5,5.8
22019,1610612744,GSW,Golden State Warriors,Transition,Offensive,0.724,65,0.14,1.121,0.537,0.133,0.131,0.114,0.024,0.512,0.606,15.7,17.6,6.4,11.9,5.5
22019,1610612766,CHA,Charlotte Hornets,Transition,Offensive,0.034,65,0.147,1.054,0.504,0.126,0.137,0.117,0.029,0.478,0.576,16.0,16.9,6.2,12.3,6.1
22019,1610612752,NYK,New York Knicks,Transition,Offensive,0.0,66,0.141,1.033,0.503,0.144,0.128,0.13,0.035,0.482,0.567,16.0,16.5,6.2,12.2,6.1
22019,1610612739,CLE,Cleveland Cavaliers,Transition,Offensive,0.103,65,0.128,1.071,0.536,0.121,0.143,0.111,0.029,0.496,0.593,14.4,15.4,5.9,11.0,5.1
