season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end
2015-16,1610612744,GSW,Golden State Warriors,41500313,2016-05-22T00:00:00,GSW @ OKC,L,48.0,28.5,69.0,0.413,7.5,24.0,0.313,14.3,18.8,0.76,7.5,21.0,28.5,14.3,10.5,6.8,0.8,6.0,15.8,17.3,78.8,-21.0,1,87,87,87,11,60,10,120,54,31,110,65,66,85,78,133,129,88,101,37,161,149,81,51,54,161,1.0,2015,2016
2015-16,1610612760,OKC,Oklahoma City Thunder,41500313,2016-05-22T00:00:00,OKC vs. GSW,W,48.0,34.5,69.0,0.5,6.0,18.8,0.32,24.8,27.8,0.892,8.3,30.8,39.0,15.8,9.0,4.5,6.0,0.8,17.3,15.8,99.8,21.0,1,1,1,1,11,4,10,25,87,78,103,1,8,14,63,9,16,67,64,103,17,4,108,84,1,12,1.0,2015,2016
2015-16,1610612739,CLE,Cleveland Cavaliers,41500303,2016-05-21T00:00:00,CLE @ TOR,L,48.0,21.0,59.3,0.354,10.5,30.8,0.341,10.5,12.0,0.875,6.0,24.0,30.0,11.3,6.8,5.3,3.8,3.0,7.5,12.8,63.0,-11.3,1,87,87,87,11,162,117,163,20,4,86,110,140,18,120,85,110,137,12,78,71,54,1,134,152,139,1.0,2015,2016
2015-16,1610612761,TOR,Toronto Raptors,41500303,2016-05-21T00:00:00,TOR vs. CLE,W,48.0,28.5,62.3,0.458,9.0,23.3,0.387,8.3,9.8,0.846,9.0,31.5,40.5,11.3,7.5,0.8,3.0,3.8,12.8,7.5,74.3,11.3,1,1,1,1,11,60,77,62,35,38,57,148,157,33,50,5,8,137,28,171,89,86,27,172,82,32,1.0,2015,2016
2015-16,1610612739,CLE,Cleveland Cavaliers,41500302,2016-05-19T00:00:00,CLE vs. TOR,W,48.0,28.5,57.0,0.5,5.3,15.8,0.333,18.8,27.8,0.676,5.3,29.3,34.5,18.0,8.3,3.8,1.5,3.0,12.0,23.3,81.0,14.3,1,1,1,1,11,60,144,25,104,118,87,20,8,133,132,16,46,28,50,127,145,54,14,3,38,25,1.0,2015,2016
2015-16,1610612761,TOR,Toronto Raptors,41500302,2016-05-19T00:00:00,TOR @ CLE,L,48.0,24.8,61.5,0.402,6.8,24.8,0.273,10.5,13.5,0.778,5.3,23.3,28.5,12.8,9.0,4.5,3.0,1.5,23.3,12.0,66.8,-14.3,1,87,87,87,11,122,88,131,70,28,126,110,123,70,132,99,129,114,64,103,89,14,170,147,132,148,1.0,2015,2016
2015-16,1610612744,GSW,Golden State Warriors,41500312,2016-05-18T00:00:00,GSW vs. OKC,W,48.0,32.3,63.8,0.506,9.8,21.0,0.464,14.3,21.0,0.679,11.3,22.5,33.8,19.5,9.0,6.8,2.3,3.0,15.8,16.5,88.5,20.3,1,1,1,1,11,13,56,24,27,65,27,65,49,131,19,110,54,17,64,37,121,54,81,67,15,13,1.0,2015,2016
2015-16,1610612760,OKC,Oklahoma City Thunder,41500312,2016-05-18T00:00:00,OKC @ GSW,L,48.0,26.3,58.5,0.449,5.3,17.3,0.304,10.5,14.3,0.737,5.3,21.8,27.0,16.5,12.0,6.8,3.0,2.3,16.5,15.8,68.3,-20.3,1,87,87,87,11,97,129,70,104,99,113,110,113,98,132,124,145,55,125,37,89,30,90,84,120,157,1.0,2015,2016
2015-16,1610612761,TOR,Toronto Raptors,41500301,2016-05-17T00:00:00,TOR @ CLE,L,48.0,24.0,57.0,0.421,3.8,18.0,0.208,11.3,15.0,0.75,3.0,14.3,17.3,14.3,10.5,6.0,0.8,3.0,18.8,15.0,63.0,-23.3,1,87,87,87,11,138,144,107,141,89,159,101,107,89,164,172,172,88,101,53,161,54,138,94,152,164,1.0,2015,2016
2015-16,1610612739,CLE,Cleveland Cavaliers,41500301,2016-05-17T00:00:00,CLE vs. TOR,W,48.0,30.8,55.5,0.554,5.3,15.0,0.35,19.5,24.8,0.788,7.5,26.3,33.8,16.5,12.8,6.8,3.0,0.8,15.0,18.8,86.3,23.3,1,1,1,1,11,26,155,6,104,125,78,13,20,64,78,45,54,55,139,37,89,4,67,21,22,9,1.0,2015,2016
2015-16,1610612760,OKC,Oklahoma City Thunder,41500311,2016-05-16T00:00:00,OKC @ GSW,W,48.0,29.3,66.8,0.438,6.0,12.8,0.471,16.5,24.0,0.688,7.5,31.5,39.0,16.5,9.0,9.0,4.5,3.0,11.3,16.5,81.0,4.5,1,1,1,1,11,48,26,82,87,148,24,39,25,123,78,5,16,55,64,8,44,54,10,67,38,66,1.0,2015,2016
2015-16,1610612744,GSW,Golden State Warriors,41500311,2016-05-16T00:00:00,GSW vs. OKC,L,48.0,30.0,68.3,0.44,8.3,22.5,0.367,8.3,12.8,0.647,6.0,27.0,33.0,19.5,10.5,6.0,3.0,4.5,16.5,11.3,76.5,-4.5,1,87,87,87,11,30,15,81,43,47,68,148,131,146,120,37,64,17,101,53,89,105,90,161,65,106,1.0,2015,2016
2015-16,1610612748,MIA,Miami Heat,41500217,2016-05-15T00:00:00,MIA @ TOR,L,48.0,24.0,54.0,0.444,5.3,18.8,0.28,13.5,17.3,0.783,5.3,17.3,22.5,12.0,10.5,4.5,5.3,3.0,21.8,17.3,66.8,-20.3,1,87,87,87,11,138,164,75,104,78,121,72,85,68,132,165,167,125,101,103,25,54,167,51,132,157,1.0,2015,2016
2015-16,1610612761,TOR,Toronto Raptors,41500217,2016-05-15T00:00:00,TOR vs. MIA,W,48.0,29.3,63.8,0.459,6.8,15.0,0.45,21.8,32.3,0.674,15.0,22.5,37.5,12.8,8.3,6.0,3.0,5.3,17.3,21.8,87.0,20.3,1,1,1,1,11,48,56,61,70,125,33,5,1,134,2,110,25,114,50,53,89,132,108,4,19,13,1.0,2015,2016
2015-16,1610612748,MIA,Miami Heat,41500216,2016-05-13T00:00:00,MIA vs. TOR,W,48.0,30.0,63.0,0.476,5.3,15.8,0.333,12.0,15.0,0.8,5.3,25.5,30.8,11.3,5.3,1.5,4.5,3.0,13.5,13.5,77.3,9.0,1,1,1,1,11,30,67,41,104,118,87,86,107,58,132,56,98,137,5,168,44,54,41,120,61,41,1.0,2015,2016
2015-16,1610612761,TOR,Toronto Raptors,41500216,2016-05-13T00:00:00,TOR @ MIA,L,48.0,25.5,61.5,0.415,3.0,12.0,0.25,14.3,18.8,0.76,6.0,26.3,32.3,7.5,7.5,3.0,3.0,4.5,13.5,13.5,68.3,-9.0,1,87,87,87,11,109,88,116,156,158,139,65,66,85,120,45,78,169,28,149,89,105,41,120,120,128,1.0,2015,2016
2015-16,1610612760,OKC,Oklahoma City Thunder,41500236,2016-05-12T00:00:00,OKC vs. SAS,W,48.0,30.0,63.8,0.471,4.5,16.5,0.273,20.3,23.3,0.871,10.5,27.0,37.5,15.8,9.0,5.3,5.3,2.3,13.5,15.8,84.8,10.5,1,1,1,1,11,30,56,46,121,109,126,8,30,24,31,37,25,67,64,78,25,30,41,84,29,35,1.0,2015,2016
2015-16,1610612759,SAS,San Antonio Spurs,41500236,2016-05-12T00:00:00,SAS @ OKC,L,48.0,30.0,69.8,0.43,4.5,12.8,0.353,9.8,12.0,0.813,7.5,22.5,30.0,14.3,7.5,5.3,2.3,5.3,15.8,13.5,74.3,-10.5,1,87,87,87,11,30,9,95,121,148,74,126,140,53,78,110,110,88,28,78,121,132,81,120,82,134,1.0,2015,2016
2015-16,1610612757,POR,Portland Trail Blazers,41500225,2016-05-11T00:00:00,POR @ GSW,L,48.0,28.5,69.0,0.413,12.0,27.0,0.444,21.8,29.3,0.744,9.8,25.5,35.3,15.0,8.3,6.8,3.0,3.0,17.3,18.8,90.8,-3.0,1,87,87,87,11,60,10,120,10,15,35,5,3,94,39,56,42,78,50,37,89,54,108,21,7,97,1.0,2015,2016
2015-16,1610612748,MIA,Miami Heat,41500215,2016-05-11T00:00:00,MIA @ TOR,L,48.0,23.3,57.8,0.403,4.5,15.8,0.286,17.3,21.0,0.821,9.8,23.3,33.0,9.0,11.3,3.0,1.5,5.3,16.5,15.0,68.3,-6.0,1,87,87,87,11,146,137,130,121,118,119,33,49,48,39,99,64,158,118,149,145,132,90,94,120,112,1.0,2015,2016
2015-16,1610612744,GSW,Golden State Warriors,41500225,2016-05-11T00:00:00,GSW vs. POR,W,48.0,32.3,63.0,0.512,10.5,24.0,0.438,18.8,21.8,0.862,6.8,26.3,33.0,21.0,12.0,3.8,3.0,3.0,18.8,17.3,93.8,3.0,1,1,1,1,11,13,67,20,20,31,39,20,42,28,101,45,64,8,125,127,89,54,138,51,3,71,1.0,2015,2016
2015-16,1610612761,TOR,Toronto Raptors,41500215,2016-05-11T00:00:00,TOR vs. MIA,W,48.0,26.3,60.8,0.432,5.3,12.8,0.412,16.5,19.5,0.846,8.3,21.0,29.3,12.0,6.8,7.5,5.3,1.5,15.0,16.5,74.3,6.0,1,1,1,1,11,97,99,90,104,148,51,39,58,33,63,133,123,125,12,22,25,14,67,67,82,58,1.0,2015,2016
2015-16,1610612759,SAS,San Antonio Spurs,41500235,2016-05-10T00:00:00,SAS vs. OKC,L,48.0,26.3,66.0,0.398,6.0,13.5,0.444,9.8,12.8,0.765,7.5,19.5,27.0,14.3,6.0,8.3,4.5,4.5,14.3,16.5,68.3,-3.0,1,87,87,87,11,97,32,137,87,137,35,126,131,76,78,148,145,88,7,12,44,105,55,67,120,97,1.0,2015,2016
2015-16,1610612760,OKC,Oklahoma City Thunder,41500235,2016-05-10T00:00:00,OKC @ SAS,W,48.0,25.5,58.5,0.436,5.3,15.0,0.35,15.0,19.5,0.769,11.3,29.3,40.5,13.5,15.0,4.5,4.5,4.5,16.5,14.3,71.3,3.0,1,1,1,1,11,109,129,85,104,125,78,56,58,74,19,16,8,105,165,103,44,105,90,109,107,71,1.0,2015,2016
2015-16,1610612748,MIA,Miami Heat,41500214,2016-05-09T00:00:00,MIA vs. TOR,W,53.0,24.5,54.3,0.45,0.7,10.2,0.067,14.3,17.0,0.84,4.1,22.4,26.5,10.2,8.2,6.1,3.4,1.4,10.2,15.6,63.8,4.8,1,1,1,1,1,137,163,66,172,168,171,64,92,37,156,123,149,153,49,52,88,13,6,93,148,64,1.0,2015,2016
2015-16,1610612744,GSW,Golden State Warriors,41500224,2016-05-09T00:00:00,GSW @ POR,W,53.0,29.9,64.5,0.463,11.5,27.2,0.425,18.3,22.4,0.818,6.8,26.5,33.3,14.9,9.5,8.8,6.8,2.0,18.3,19.7,89.7,4.8,1,1,1,1,1,47,47,57,13,14,45,27,40,50,100,44,62,86,82,11,9,29,137,14,13,64,1.0,2015,2016
2015-16,1610612761,TOR,Toronto Raptors,41500214,2016-05-09T00:00:00,TOR @ MIA,L,53.0,22.4,57.1,0.393,4.1,13.6,0.3,10.2,12.9,0.789,4.8,21.7,26.5,8.2,12.2,4.8,1.4,3.4,15.6,10.2,59.1,-4.8,1,87,87,87,1,158,143,140,140,136,114,125,129,61,146,132,149,167,137,101,160,85,80,167,164,108,1.0,2015,2016
2015-16,1610612757,POR,Portland Trail Blazers,41500224,2016-05-09T00:00:00,POR vs. GSW,L,53.0,29.2,72.0,0.406,10.2,26.5,0.385,16.3,22.4,0.727,12.2,23.1,35.3,14.9,12.2,5.4,2.0,6.8,19.7,18.3,84.9,-4.8,1,87,87,87,1,59,3,129,26,20,58,45,40,105,9,109,39,86,137,76,144,164,159,36,28,108,1.0,2015,2016
2015-16,1610612760,OKC,Oklahoma City Thunder,41500234,2016-05-08T00:00:00,OKC vs. SAS,W,48.0,30.0,59.3,0.506,6.8,17.3,0.391,16.5,21.8,0.759,7.5,22.5,30.0,17.3,10.5,4.5,2.3,1.5,13.5,15.8,83.3,10.5,1,1,1,1,11,30,117,22,70,99,56,39,42,87,78,110,110,37,101,103,121,14,41,84,32,35,1.0,2015,2016
2015-16,1610612737,ATL,Atlanta Hawks,41500204,2016-05-08T00:00:00,ATL vs. CLE,L,48.0,30.0,62.3,0.482,6.8,23.3,0.29,7.5,10.5,0.714,6.8,24.8,31.5,16.5,9.8,7.5,5.3,5.3,12.0,10.5,74.3,-0.8,1,87,87,87,11,30,77,38,70,38,118,155,154,110,101,69,88,55,84,22,25,132,14,164,82,87,1.0,2015,2016
2015-16,1610612759,SAS,San Antonio Spurs,41500234,2016-05-08T00:00:00,SAS @ OKC,L,48.0,30.0,63.8,0.471,1.5,9.0,0.167,11.3,12.0,0.938,6.8,18.8,25.5,9.0,10.5,8.3,1.5,2.3,15.8,13.5,72.8,-10.5,1,87,87,87,11,30,56,46,169,171,167,101,140,4,101,155,158,158,101,12,145,30,81,120,95,134,1.0,2015,2016
2015-16,1610612739,CLE,Cleveland Cavaliers,41500204,2016-05-08T00:00:00,CLE @ ATL,W,48.0,28.5,66.0,0.432,12.0,27.8,0.432,6.0,9.8,0.615,10.5,20.3,30.8,17.3,11.3,4.5,5.3,5.3,10.5,12.0,75.0,0.8,1,1,1,1,11,60,32,91,10,12,44,165,157,153,31,144,98,37,118,103,25,132,7,147,77,82,1.0,2015,2016
2015-16,1610612761,TOR,Toronto Raptors,41500213,2016-05-07T00:00:00,TOR @ MIA,W,48.0,24.8,52.5,0.471,6.0,13.5,0.444,15.8,21.0,0.75,4.5,21.8,26.3,12.0,9.8,3.8,0.0,1.5,16.5,18.0,71.3,3.0,1,1,1,1,11,122,167,44,87,137,35,46,49,89,147,124,152,125,84,127,171,14,90,37,107,71,1.0,2015,2016
2015-16,1610612748,MIA,Miami Heat,41500213,2016-05-07T00:00:00,MIA vs. TOR,L,48.0,24.8,57.8,0.429,3.0,13.5,0.222,15.8,18.0,0.875,6.0,22.5,28.5,8.3,7.5,6.0,1.5,0.0,18.0,16.5,68.3,-3.0,1,87,87,87,11,122,137,96,156,137,151,46,74,18,120,110,129,164,28,53,145,1,123,67,120,97,1.0,2015,2016
2015-16,1610612757,POR,Portland Trail Blazers,41500223,2016-05-07T00:00:00,POR vs. GSW,W,48.0,30.0,64.5,0.465,12.8,22.5,0.567,17.3,21.8,0.793,8.3,22.5,30.8,14.3,7.5,3.8,3.0,4.5,14.3,15.0,90.0,9.0,1,1,1,1,11,30,48,55,6,47,3,33,42,60,63,110,98,88,28,127,89,105,55,94,10,41,1.0,2015,2016
2015-16,1610612744,GSW,Golden State Warriors,41500223,2016-05-07T00:00:00,GSW @ POR,L,48.0,31.5,66.0,0.477,10.5,21.8,0.483,7.5,12.8,0.588,8.3,23.3,31.5,21.8,9.0,3.0,4.5,3.0,15.0,14.3,81.0,-9.0,1,87,87,87,11,19,32,40,20,57,19,155,131,161,63,99,88,5,64,149,44,54,67,109,38,128,1.0,2015,2016
2015-16,1610612760,OKC,Oklahoma City Thunder,41500233,2016-05-06T00:00:00,OKC vs. SAS,L,48.0,25.5,61.5,0.415,7.5,22.5,0.333,13.5,15.0,0.9,8.3,23.3,31.5,10.5,10.5,3.8,3.8,4.5,17.3,14.3,72.0,-3.0,1,87,87,87,11,109,88,116,54,47,87,72,107,9,63,99,88,147,101,127,71,105,108,109,101,97,1.0,2015,2016
