TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1610612745,Houston Rockets,HOU,72,72,0.338,10.31,29.56,0.349,0.516,0.012,0.42,1.04,0.4,0.326,9.89,28.51,0.347
1610612756,Phoenix Suns,PHX,72,72,0.337,11.75,29.51,0.398,0.568,0.041,1.72,3.61,0.477,0.296,10.03,25.9,0.387
1610612748,Miami Heat,MIA,72,72,0.348,11.0,29.15,0.377,0.549,0.029,1.0,2.43,0.411,0.319,10.0,26.72,0.374
1610612761,Toronto Raptors,TOR,72,72,0.328,11.07,29.06,0.381,0.559,0.019,0.71,1.68,0.421,0.309,10.36,27.38,0.378
1610612744,Golden State Warriors,GSW,72,72,0.33,11.0,28.88,0.381,0.559,0.021,0.72,1.83,0.394,0.309,10.28,27.04,0.38
1610612741,Chicago Bulls,CHI,72,72,0.326,10.92,28.86,0.378,0.545,0.039,1.29,3.42,0.378,0.287,9.63,25.44,0.378
1610612743,Denver Nuggets,DEN,72,72,0.316,11.19,27.93,0.401,0.576,0.034,1.42,3.04,0.466,0.282,9.78,24.89,0.393
1610612742,Dallas Mavericks,DAL,72,72,0.319,10.43,27.83,0.375,0.547,0.021,0.82,1.82,0.45,0.298,9.61,26.01,0.369
1610612746,LA Clippers,LAC,72,72,0.323,12.15,27.76,0.438,0.63,0.032,1.46,2.76,0.528,0.291,10.69,25.0,0.428
1610612750,Minnesota Timberwolves,MIN,72,72,0.306,10.01,27.76,0.361,0.534,0.012,0.42,1.1,0.38,0.293,9.6,26.67,0.36
1610612766,Charlotte Hornets,CHA,72,72,0.312,10.67,27.38,0.39,0.573,0.02,0.64,1.74,0.368,0.292,10.03,25.64,0.391
1610612753,Orlando Magic,ORL,72,72,0.306,10.15,27.28,0.372,0.522,0.05,1.99,4.43,0.448,0.256,8.17,22.85,0.357
1610612762,Utah Jazz,UTA,72,72,0.309,11.1,27.17,0.408,0.604,0.013,0.47,1.13,0.42,0.296,10.63,26.04,0.408
1610612749,Milwaukee Bucks,MIL,72,72,0.292,10.78,26.82,0.402,0.588,0.018,0.78,1.64,0.475,0.274,10.0,25.18,0.397
1610612760,Oklahoma City Thunder,OKC,72,72,0.306,9.33,26.75,0.349,0.51,0.018,0.74,1.58,0.465,0.288,8.6,25.17,0.342
1610612765,Detroit Pistons,DET,72,72,0.315,9.64,26.67,0.361,0.529,0.022,0.68,1.85,0.368,0.293,8.96,24.82,0.361
1610612747,Los Angeles Lakers,LAL,72,71,0.308,9.78,26.13,0.374,0.543,0.027,0.97,2.26,0.429,0.281,8.81,23.86,0.369
1610612754,Indiana Pacers,IND,72,72,0.286,9.69,26.08,0.372,0.547,0.014,0.56,1.25,0.444,0.272,9.14,24.83,0.368
1610612751,Brooklyn Nets,BKN,72,72,0.298,10.94,26.04,0.42,0.613,0.022,0.92,1.93,0.475,0.276,10.03,24.11,0.416
1610612763,Memphis Grizzlies,MEM,72,72,0.284,9.82,26.01,0.377,0.541,0.028,1.31,2.53,0.516,0.256,8.51,23.49,0.363
1610612759,San Antonio Spurs,SAS,72,72,0.285,9.72,25.79,0.377,0.534,0.041,1.61,3.67,0.439,0.245,8.11,22.13,0.367
1610612755,Philadelphia 76ers,PHI,72,72,0.29,9.85,25.18,0.391,0.57,0.021,0.83,1.81,0.462,0.269,9.01,23.38,0.386
1610612737,Atlanta Hawks,ATL,72,72,0.289,9.79,25.15,0.389,0.564,0.025,0.99,2.22,0.444,0.263,8.81,22.93,0.384
1610612758,Sacramento Kings,SAC,72,72,0.282,10.14,24.99,0.406,0.566,0.044,2.15,3.89,0.554,0.238,7.99,21.1,0.379
1610612764,Washington Wizards,WAS,72,72,0.273,9.21,24.81,0.371,0.538,0.024,0.93,2.22,0.419,0.248,8.28,22.58,0.367
1610612740,New Orleans Pelicans,NOP,72,72,0.278,9.18,24.76,0.371,0.54,0.021,0.81,1.85,0.436,0.258,8.38,22.92,0.365
1610612752,New York Knicks,NYK,72,72,0.281,9.69,24.08,0.403,0.588,0.022,0.75,1.85,0.406,0.259,8.94,22.24,0.402
1610612739,Cleveland Cavaliers,CLE,72,71,0.279,8.24,23.64,0.348,0.505,0.023,0.85,1.97,0.43,0.256,7.39,21.67,0.341
1610612738,Boston Celtics,BOS,72,72,0.264,9.43,23.5,0.401,0.579,0.025,1.1,2.19,0.5,0.24,8.33,21.31,0.391
1610612757,Portland Trail Blazers,POR,72,72,0.247,9.04,22.5,0.402,0.593,0.013,0.43,1.19,0.36,0.234,8.61,21.31,0.404
