team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,36,18,18,0.5,128.76833333333337,8.4,4.8,6.2,34.1,13.4,9.5,7.0,38.0,13,11,18,14,16,28,30,13,11,23,15,22,28,ATLANTA HAWKS
1610612738,Boston Celtics,43,17,26,0.395,150.87166666666667,13.1,9.1,8.8,33.9,10.3,8.6,8.4,26.7,1,17,29,27,7,8,22,5,13,8,12,27,5,BOSTON CELTICS
1610612751,Brooklyn Nets,40,27,13,0.675,143.535,14.3,10.0,8.0,34.1,11.5,13.3,7.3,34.6,3,1,3,3,10,3,16,8,10,15,28,24,24,BROOKLYN NETS
1610612766,Charlotte Hornets,31,18,13,0.581,104.52833333333334,13.4,11.0,13.4,29.6,9.6,9.0,5.2,25.5,23,11,3,6,24,7,10,1,20,4,14,9,4,CHARLOTTE HORNETS
1610612741,Chicago Bulls,35,14,21,0.4,124.59,12.4,12.1,6.6,32.9,13.9,8.4,6.9,30.6,15,24,24,26,17,14,6,12,16,26,10,21,11,CHICAGO BULLS
1610612739,Cleveland Cavaliers,26,11,15,0.423,106.415,13.9,6.1,3.0,32.5,12.2,10.8,9.5,35.9,29,27,10,24,22,4,28,25,17,18,21,29,26,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,33,18,15,0.545,101.15833333333332,7.1,9.3,1.4,29.2,10.0,13.2,10.7,32.0,20,11,10,10,25,30,19,30,22,7,26,30,16,DALLAS MAVERICKS
1610612743,Denver Nuggets,31,18,13,0.581,144.80666666666667,12.7,8.7,4.5,36.8,10.4,7.0,7.2,31.8,23,11,3,6,9,12,23,18,3,9,3,23,15,DENVER NUGGETS
1610612765,Detroit Pistons,32,7,25,0.219,121.95166666666668,9.4,12.7,4.4,34.8,13.3,12.1,6.8,32.5,21,29,28,30,18,26,4,20,6,21,23,20,18,DETROIT PISTONS
1610612744,Golden State Warriors,32,16,16,0.5,112.225,11.2,12.8,1.6,36.6,12.5,12.8,5.8,31.4,21,20,13,14,21,20,3,29,4,19,25,13,12,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,24,7,17,0.292,79.91333333333333,12.2,11.3,9.5,24.3,10.8,9.9,3.2,34.2,30,29,16,28,30,15,9,3,28,11,18,5,21,HOUSTON ROCKETS
1610612754,Indiana Pacers,40,20,20,0.5,167.75,12.0,6.4,6.0,33.9,14.6,9.7,8.6,31.8,3,7,21,14,3,16,27,14,12,29,16,28,14,INDIANA PACERS
