group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1627748,Thon Maker,Thon,1610612765,DET,22.0,6,4,2,0.667,7.326666666666667,0,2,0,2,0,2,0,4,0,0,1,0,8.9,327,277,72,50,349,229,160,182,249,1,72,1,53,217,1,90,329,310,DET
Players,1628971,Bruce Brown,Bruce,1610612765,DET,22.0,20,12,8,0.6,45.625,4,0,0,2,14,3,8,42,0,0,10,3,24.7,177,136,220,98,204,110,235,182,249,253,110,246,249,217,1,335,191,227,DET
Players,202397,Ish Smith,Ish,1610612765,DET,30.0,16,6,10,0.375,54.90833333333333,0,3,3,6,19,9,2,36,0,0,7,1,33.8,220,240,264,327,179,229,137,75,163,302,209,112,236,217,1,285,266,197,DET
Players,201961,Wayne Ellington,Wayne,1610612765,DET,31.0,18,9,9,0.5,51.696666666666665,10,0,4,4,15,6,2,40,0,1,3,3,37.6,196,186,242,178,191,44,235,59,199,268,166,112,244,217,229,173,191,190,DET
Players,203922,Glenn Robinson III,Glenn,1610612765,DET,25.0,5,3,2,0.6,12.243333333333334,0,0,0,4,2,3,2,12,1,1,0,0,8.2,340,301,72,98,309,229,235,182,199,87,110,112,133,130,229,1,329,314,DET
Players,203083,Andre Drummond,Andre,1610612765,DET,25.0,39,18,21,0.462,148.50333333333333,9,28,0,50,59,25,22,128,4,8,14,17,192.1,24,60,425,250,21,52,2,182,6,443,331,395,428,26,444,401,42,14,DET
Players,1629004,Svi Mykhailiuk,Svi,1610612765,DET,22.0,1,1,0,1.0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.0,415,365,1,1,430,229,235,182,315,1,1,1,1,217,1,1,329,405,DET
Players,2585,Zaza Pachulia,Zaza,1610612765,DET,35.0,8,5,3,0.625,21.485,0,4,0,4,3,5,2,18,0,0,5,2,20.7,292,262,109,85,273,229,113,182,199,122,155,112,167,217,1,237,223,242,DET
Players,101181,Jose Calderon,Jose,1610612765,DET,37.0,12,4,8,0.333,7.89,0,0,0,0,11,2,0,12,0,0,2,0,4.2,259,277,220,354,346,229,235,182,315,218,72,1,133,217,1,140,329,358,DET
Players,202704,Reggie Jackson,Reggie,1610612765,DET,29.0,34,18,16,0.529,145.015,7,5,3,28,41,28,24,118,0,5,18,22,126.1,59,60,368,163,26,72,94,75,42,404,355,410,415,217,422,432,30,45,DET
Players,1628379,Luke Kennard,Luke,1610612765,DET,23.0,18,10,8,0.556,39.725,0,0,0,0,14,11,3,32,1,0,4,1,15.1,196,167,220,141,221,229,235,182,315,253,226,160,220,130,1,211,266,276,DET
Players,204038,Langston Galloway,Langston,1610612765,DET,27.0,27,14,13,0.519,64.95,0,0,0,4,11,12,8,58,1,1,7,1,22.8,117,102,315,171,157,229,235,182,199,218,238,246,294,130,229,285,266,234,DET
Players,202720,Jon Leuer,Jon,1610612765,DET,30.0,2,1,1,0.5,2.7916666666666665,0,0,0,0,0,0,0,2,0,0,2,0,-1.0,388,365,19,178,406,229,235,182,315,1,1,1,32,217,1,140,329,448,DET
Players,1629017,Khyri Thomas,Khyri,1610612765,DET,23.0,1,0,1,0.0,4.645,0,0,0,0,5,0,0,2,1,0,3,0,3.0,415,417,19,417,383,229,235,182,315,149,1,1,32,130,1,173,329,368,DET
Players,201933,Blake Griffin,Blake,1610612765,DET,30.0,39,18,21,0.462,152.90166666666667,14,9,6,46,60,27,24,132,2,6,16,33,171.6,24,60,425,250,14,22,41,40,11,446,347,410,435,80,433,420,10,22,DET
