group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,201976,Patrick Beverley,Patrick,1610612749,MIL,35.0,14,8,6,0.571,33.005,8,4,0,4,9,18,0,34,1,0,6,3,38.2,215,181,218,141,223,49,118,169,208,230,305,1,259,126,1,301,182,179,MIL
Players,203109,Jae Crowder,Jae,1610612749,MIL,33.0,13,6,7,0.462,36.015,1,0,0,2,14,5,2,38,0,0,2,4,15.0,229,221,243,263,212,218,238,169,243,285,164,122,276,218,1,159,155,271,MIL
Players,1641748,Andre Jackson Jr.,Andre,1610612749,MIL,22.0,3,2,1,0.667,5.116666666666666,0,0,0,0,1,0,0,2,0,0,1,0,0.0,364,315,29,70,382,226,238,169,329,71,1,1,39,218,1,104,310,410,MIL
Players,1626192,Pat Connaughton,Pat,1610612749,MIL,31.0,17,9,8,0.529,44.85333333333333,4,0,0,2,5,11,12,50,1,0,5,5,31.2,187,167,263,182,183,107,238,169,243,158,250,363,309,126,1,273,137,199,MIL
Players,203114,Khris Middleton,Khris,1610612749,MIL,32.0,24,11,13,0.458,77.98,2,7,0,4,29,21,5,76,0,0,10,6,62.2,127,138,365,270,116,158,64,169,208,386,331,238,372,218,1,390,119,114,MIL
Players,201568,Danilo Gallinari,Danilo,1610612749,MIL,35.0,1,0,1,0.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,420,422,29,422,449,226,238,169,329,1,1,1,1,218,1,1,310,410,MIL
Players,201572,Brook Lopez,Brook,1610612749,MIL,36.0,37,22,15,0.595,120.795,0,3,3,8,46,31,24,114,6,0,14,8,91.0,13,14,399,132,35,226,151,73,140,452,395,442,436,9,1,440,91,64,MIL
Players,203081,Damian Lillard,Damian,1610612749,MIL,33.0,37,23,14,0.622,137.77,19,12,8,34,47,33,28,126,1,9,11,36,200.4,13,6,381,112,14,4,15,14,22,457,405,455,454,126,467,403,5,6,MIL
Players,1631260,AJ Green,AJ,1610612749,MIL,24.0,4,2,2,0.5,9.321666666666667,0,0,0,0,1,2,0,6,0,0,0,0,8.7,341,315,98,200,343,226,238,169,329,71,92,1,93,218,1,1,310,313,MIL
Players,1627736,Malik Beasley,Malik,1610612749,MIL,27.0,33,18,15,0.545,121.055,14,8,9,6,41,31,28,112,1,2,13,0,61.1,36,28,399,168,34,14,51,10,172,441,395,455,434,126,341,428,310,117,MIL
Players,203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,29.0,36,21,15,0.583,131.34333333333333,15,11,12,50,48,31,28,132,7,5,16,40,207.9,17,15,399,138,18,9,24,5,5,460,395,455,460,7,448,451,2,4,MIL
Players,1630699,MarJon Beauchamp,MarJon,1610612749,MIL,23.0,1,0,1,0.0,0.0633333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,420,422,29,422,455,226,238,169,329,1,1,1,1,218,1,1,310,410,MIL
Players,1626171,Bobby Portis,Bobby,1610612749,MIL,29.0,12,5,7,0.417,36.74,0,4,0,6,9,6,11,32,0,2,2,2,36.7,247,240,243,320,209,226,118,169,172,230,190,348,251,218,341,159,207,181,MIL
