close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
203497,Rudy Gobert,1610612762,UTA,C,25.0,81,81,0.649,369,832,0.444,0.566,-0.122
202324,Derrick Favors,1610612762,UTA,F-C,25.0,50,49,0.561,143,277,0.516,0.557,-0.041
1626168,Trey Lyles,1610612762,UTA,F,21.0,70,65,0.54,121,232,0.522,0.558,-0.036
2564,Boris Diaw,1610612762,UTA,C-F,35.0,72,66,0.484,125,220,0.568,0.556,0.012
202330,Gordon Hayward,1610612762,UTA,F,27.0,73,69,0.347,112,201,0.557,0.55,0.007
203481,Jeff Withey,1610612762,UTA,C,27.0,46,43,0.677,96,178,0.539,0.568,-0.029
203918,Rodney Hood,1610612762,UTA,G,24.0,59,53,0.414,96,172,0.558,0.548,0.01
201588,George Hill,1610612762,UTA,G,31.0,49,45,0.283,95,160,0.594,0.555,0.039
2207,Joe Johnson,1610612762,UTA,F-G,36.0,78,68,0.308,94,157,0.599,0.554,0.044
204060,Joe Ingles,1610612762,UTA,F,29.0,80,67,0.287,83,147,0.565,0.565,-0.001
203957,Danté Exum,1610612762,UTA,G,21.0,65,56,0.303,69,136,0.507,0.55,-0.042
202714,Shelvin Mack,1610612762,UTA,G,27.0,54,46,0.31,73,127,0.575,0.55,0.024
202692,Alec Burks,1610612762,UTA,G,25.0,40,31,0.356,40,64,0.625,0.556,0.069
203526,Raul Neto,1610612762,UTA,G,25.0,32,25,0.357,27,55,0.491,0.535,-0.044
1627762,Joel Bolomboy,1610612762,UTA,F,23.0,7,4,0.667,7,14,0.5,0.586,-0.086
