game_id,game_date,away_team,home_team,game_no,pf,opp_pf
21900008,2019-10-23,BOS,PHI,1,93,107.0
21900017,2019-10-25,TOR,BOS,2,112,106.0
21900029,2019-10-26,BOS,NYK,3,118,95.0
21900058,2019-10-30,MIL,BOS,4,116,105.0
21900072,2019-11-01,NYK,BOS,5,104,102.0
21900098,2019-11-05,BOS,CLE,6,119,113.0
21900112,2019-11-07,BOS,CHA,7,108,87.0
21900127,2019-11-09,BOS,SAS,8,135,115.0
21900141,2019-11-11,DAL,BOS,9,116,106.0
21900156,2019-11-13,WAS,BOS,10,140,133.0
21900173,2019-11-15,BOS,GSW,11,105,100.0
21900184,2019-11-17,BOS,SAC,12,99,100.0
21900195,2019-11-18,BOS,PHX,13,99,85.0
21900212,2019-11-20,BOS,LAC,14,104,107.0
21900222,2019-11-22,BOS,DEN,15,92,96.0
21900244,2019-11-25,SAC,BOS,16,103,102.0
21900253,2019-11-27,BKN,BOS,17,121,110.0
21900267,2019-11-29,BOS,BKN,18,107,112.0
21900285,2019-12-01,BOS,NYK,19,113,104.0
21900310,2019-12-04,MIA,BOS,20,112,93.0
21900323,2019-12-06,DEN,BOS,21,108,95.0
21900344,2019-12-09,CLE,BOS,22,110,88.0
21900357,2019-12-11,BOS,IND,23,117,122.0
21900367,2019-12-12,PHI,BOS,24,109,115.0
21900413,2019-12-18,BOS,DAL,25,109,103.0
21900422,2019-12-20,DET,BOS,26,114,93.0
21900440,2019-12-22,CHA,BOS,27,119,93.0
21900455,2019-12-25,BOS,TOR,28,118,102.0
21900466,2019-12-27,CLE,BOS,29,129,117.0
21900473,2019-12-28,TOR,BOS,30,97,113.0
21900497,2019-12-31,BOS,CHA,31,109,92.0
21900517,2020-01-03,ATL,BOS,32,109,106.0
21900529,2020-01-04,BOS,CHI,33,111,104.0
21900542,2020-01-06,BOS,WAS,34,94,99.0
21900554,2020-01-08,SAS,BOS,35,114,129.0
21900564,2020-01-09,BOS,PHI,36,98,109.0
21900578,2020-01-11,NOP,BOS,37,140,105.0
21900593,2020-01-13,CHI,BOS,38,113,101.0
21900604,2020-01-15,DET,BOS,39,103,116.0
21900615,2020-01-16,BOS,MIL,40,123,128.0
21900628,2020-01-18,PHX,BOS,41,119,123.0
21900648,2020-01-20,LAL,BOS,42,139,107.0
21900657,2020-01-22,MEM,BOS,43,119,95.0
21900671,2020-01-24,BOS,ORL,44,109,98.0
21900691,2020-01-26,BOS,NOP,45,108,123.0
21900701,2020-01-28,BOS,MIA,46,109,101.0
21900717,2020-01-30,GSW,BOS,47,119,104.0
21900732,2020-02-01,PHI,BOS,48,116,95.0
21900745,2020-02-03,BOS,ATL,49,123,115.0
21900756,2020-02-05,ORL,BOS,50,116,100.0
21900771,2020-02-07,ATL,BOS,51,112,107.0
21900786,2020-02-09,BOS,OKC,52,112,111.0
21900806,2020-02-11,BOS,HOU,53,105,116.0
21900818,2020-02-13,LAC,BOS,54,141,133.0
21900830,2020-02-21,BOS,MIN,55,127,117.0
21900842,2020-02-23,BOS,LAL,56,112,114.0
21900862,2020-02-25,BOS,POR,57,118,106.0
21900872,2020-02-26,BOS,UTA,58,114,103.0
21900892,2020-02-29,HOU,BOS,59,110,111.0
21900910,2020-03-03,BKN,BOS,60,120,129.0
21900917,2020-03-04,BOS,CLE,61,112,106.0
21900933,2020-03-06,UTA,BOS,62,94,99.0
21900949,2020-03-08,OKC,BOS,63,104,105.0
21900960,2020-03-10,BOS,IND,64,114,111.0
21901236,2020-07-31,BOS,MIL,65,112,119.0
21901245,2020-08-02,POR,BOS,66,128,124.0
21901260,2020-08-04,BOS,MIA,67,106,112.0
21901267,2020-08-05,BKN,BOS,68,149,115.0
21901279,2020-08-07,BOS,TOR,69,122,100.0
21901288,2020-08-09,ORL,BOS,70,122,119.0
21901301,2020-08-11,BOS,MEM,71,122,107.0
21901308,2020-08-13,WAS,BOS,72,90,96.0
