group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
Players,1629638,Nickeil Alexander-Walker,Nickeil,1610612750,MIN,25.0,26,16,10,0.615,1.6,0.222,0.778,0.1,0.1,0.6,0.0,0.3,0.15,0.0,1.0,0.0,0.75,0.25,0.8,0.2,5,9,0.556,111,56,303,116,370,357,42,327,56,42,169,99,130,329,1,251,159,56,119,229,175,198,81,MIN
Players,203497,Rudy Gobert,Rudy,1610612750,MIN,32.0,30,17,13,0.567,4.2,1.0,0.0,0.286,0.0,0.0,0.0,0.714,0.057,0.286,0.8,0.2,0.0,0.0,0.8,0.2,5,8,0.625,60,44,365,150,35,1,324,277,128,222,169,15,211,246,90,237,217,79,119,229,175,211,52,MIN
Players,203937,Kyle Anderson,Kyle,1610612750,MIN,30.0,30,18,12,0.6,2.2,0.857,0.143,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1,7,0.143,60,28,337,121,310,89,309,173,128,222,169,21,226,147,286,1,217,79,323,1,290,220,351,MIN
Players,201144,Mike Conley,Mike,1610612750,MIN,36.0,30,18,12,0.6,3.7,0.345,0.655,0.343,0.057,0.514,0.086,0.143,0.143,0.286,0.5,0.5,1.0,0.0,0.75,0.25,12,29,0.414,60,28,337,121,77,316,83,253,101,71,100,236,136,246,167,137,1,79,136,206,86,84,212,MIN
Players,1630183,Jaden McDaniels,Jaden,1610612750,MIN,23.0,29,15,14,0.517,3.9,0.462,0.538,0.385,0.0,0.577,0.0,0.038,0.0,0.385,0.6,0.4,1.0,0.0,0.8,0.2,10,26,0.385,72,69,381,194,47,280,117,242,128,64,169,269,226,204,144,178,1,79,119,229,111,101,242,MIN
Players,1626157,Karl-Anthony Towns,Karl-Anthony,1610612750,MIN,28.0,27,15,12,0.556,3.6,0.51,0.49,0.4,0.1,0.35,0.0,0.25,0.083,0.3,0.583,0.417,0.857,0.143,0.684,0.316,19,49,0.388,102,69,337,157,84,237,162,225,56,122,169,150,196,242,155,176,146,74,167,188,46,38,241,MIN
Players,1630568,Luka Garza,Luka,1610612750,MIN,25.0,1,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,420,422,29,422,450,371,324,332,128,222,169,272,226,329,286,251,217,79,323,259,355,399,355,MIN
Players,1630162,Anthony Edwards,Anthony,1610612750,MIN,22.0,32,18,14,0.563,4.0,0.582,0.418,0.551,0.163,0.214,0.082,0.235,0.112,0.388,0.259,0.741,0.714,0.286,0.353,0.647,34,79,0.43,43,28,381,153,46,207,192,153,34,172,106,170,164,202,255,77,167,52,284,71,11,9,193,MIN
Players,1628420,Monté Morris,Monté,1610612750,MIN,29.0,3,1,2,0.333,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,364,359,98,353,418,371,324,332,128,222,169,272,226,329,286,251,217,79,323,259,355,399,355,MIN
Players,1629162,Jordan McLaughlin,Jordan,1610612750,MIN,28.0,3,2,1,0.667,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,364,315,29,70,416,371,324,332,128,222,169,272,226,329,286,251,217,79,323,259,355,399,355,MIN
Players,1629675,Naz Reid,Naz,1610612750,MIN,24.0,17,10,7,0.588,2.1,0.5,0.5,0.471,0.118,0.529,0.0,0.0,0.0,0.353,0.5,0.5,1.0,0.0,0.714,0.286,7,14,0.5,187,153,243,135,330,238,130,195,51,68,169,272,226,217,167,137,1,79,155,195,152,161,103,MIN
