season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end
2016-17,1610612744,GSW,Golden State Warriors,41600405,2017-06-12T00:00:00,GSW vs. CLE,W,48.0,21.0,15.0,18.0,52.0,25.0,20.0,25.0,62.0,0,0,0,1,7,37,57,43,35,148,144,147,152,1,2016,2017
2016-17,1610612739,CLE,Cleveland Cavaliers,41600405,2017-06-12T00:00:00,CLE @ GSW,L,49.0,25.5,20.4,25.5,63.3,21.4,15.3,18.4,53.1,0,0,0,80,7,10,13,10,5,123,105,117,128,1,2016,2017
2016-17,1610612744,GSW,Golden State Warriors,41600404,2017-06-09T00:00:00,GSW @ CLE,L,50.0,10.4,15.6,9.4,41.7,18.8,21.9,8.3,37.5,0,0,0,80,7,133,51,108,99,104,150,41,30,1,2016,2017
2016-17,1610612739,CLE,Cleveland Cavaliers,41600404,2017-06-09T00:00:00,CLE vs. GSW,W,50.5,18.9,22.1,8.4,37.9,10.5,15.8,9.5,42.1,0,0,0,1,7,54,9,118,127,26,107,53,59,1,2016,2017
2016-17,1610612739,CLE,Cleveland Cavaliers,41600403,2017-06-07T00:00:00,CLE vs. GSW,L,48.0,22.0,4.0,13.0,46.0,20.0,16.0,24.0,38.0,0,0,0,80,7,31,154,78,69,114,114,143,33,1,2016,2017
2016-17,1610612744,GSW,Golden State Warriors,41600403,2017-06-07T00:00:00,GSW @ CLE,W,48.5,20.2,16.2,24.2,38.4,22.2,4.0,13.1,46.5,0,0,0,1,7,44,43,15,125,128,5,84,96,1,2016,2017
2016-17,1610612744,GSW,Golden State Warriors,41600402,2017-06-04T00:00:00,GSW vs. CLE,W,44.4,13.0,8.3,28.7,37.0,21.3,5.6,27.8,55.6,0,0,0,1,7,110,125,5,131,122,16,153,139,1,2016,2017
2016-17,1610612739,CLE,Cleveland Cavaliers,41600402,2017-06-04T00:00:00,CLE @ GSW,L,44.4,21.3,5.6,27.8,55.6,13.0,8.3,28.7,37.0,0,0,0,80,7,36,143,6,19,49,34,154,28,1,2016,2017
2016-17,1610612744,GSW,Golden State Warriors,41600401,2017-06-01T00:00:00,GSW vs. CLE,W,47.1,20.6,17.6,26.5,54.9,5.9,12.7,8.8,29.4,0,0,0,1,7,41,30,8,22,13,83,47,7,1,2016,2017
2016-17,1610612739,CLE,Cleveland Cavaliers,41600401,2017-06-01T00:00:00,CLE @ GSW,L,47.5,5.9,12.9,8.9,29.7,20.8,17.8,26.7,55.4,0,0,0,80,7,146,74,112,152,117,129,151,137,1,2016,2017
2016-17,1610612738,BOS,Boston Celtics,41600305,2017-05-25T00:00:00,BOS vs. CLE,L,49.0,16.3,7.1,27.6,38.8,12.2,8.2,20.4,51.0,0,0,0,80,7,81,131,7,122,41,33,132,119,1,2016,2017
2016-17,1610612739,CLE,Cleveland Cavaliers,41600305,2017-05-25T00:00:00,CLE @ BOS,W,49.0,12.2,8.2,20.4,51.0,16.3,7.1,27.6,38.8,0,0,0,1,7,118,126,27,38,78,28,152,38,1,2016,2017
2016-17,1610612738,BOS,Boston Celtics,41600304,2017-05-23T00:00:00,BOS @ CLE,L,52.2,18.5,10.9,4.3,37.0,16.3,8.7,17.4,63.0,0,0,0,80,7,58,102,142,132,76,37,112,153,1,2016,2017
2016-17,1610612739,CLE,Cleveland Cavaliers,41600304,2017-05-23T00:00:00,CLE vs. BOS,W,52.2,16.3,8.7,17.4,63.0,18.5,10.9,4.3,37.0,0,0,0,1,7,82,122,46,7,101,57,17,27,1,2016,2017
2016-17,1610612744,GSW,Golden State Warriors,41600314,2017-05-22T00:00:00,GSW @ SAS,W,44.4,3.7,9.3,29.6,48.1,22.2,7.4,20.4,46.3,0,0,0,1,7,156,118,3,50,128,30,130,92,1,2016,2017
2016-17,1610612759,SAS,San Antonio Spurs,41600314,2017-05-22T00:00:00,SAS vs. GSW,L,44.4,22.2,7.4,20.4,46.3,3.7,9.3,29.6,48.1,0,0,0,80,7,28,130,29,66,3,41,156,110,1,2016,2017
2016-17,1610612738,BOS,Boston Celtics,41600303,2017-05-21T00:00:00,BOS @ CLE,W,52.2,15.2,19.6,6.5,39.1,5.4,14.1,2.2,26.1,0,0,0,1,7,92,18,124,120,11,94,5,3,1,2016,2017
2016-17,1610612739,CLE,Cleveland Cavaliers,41600303,2017-05-21T00:00:00,CLE vs. BOS,L,51.6,5.4,14.0,2.2,25.8,15.1,19.4,6.5,38.7,0,0,0,80,7,148,65,154,156,63,140,33,36,1,2016,2017
2016-17,1610612759,SAS,San Antonio Spurs,41600313,2017-05-20T00:00:00,SAS vs. GSW,L,46.2,24.0,17.3,22.1,59.6,19.2,10.6,9.6,48.1,0,0,0,80,7,16,34,18,11,108,54,55,109,1,2016,2017
2016-17,1610612744,GSW,Golden State Warriors,41600313,2017-05-20T00:00:00,GSW @ SAS,W,45.7,19.0,10.5,9.5,47.6,23.8,17.1,21.9,59.0,0,0,0,1,7,52,105,104,54,142,124,140,146,1,2016,2017
2016-17,1610612739,CLE,Cleveland Cavaliers,41600302,2017-05-19T00:00:00,CLE @ BOS,W,49.0,23.5,12.2,24.5,40.8,10.2,13.3,11.2,42.9,0,0,0,1,7,20,79,14,106,25,88,64,68,1,2016,2017
2016-17,1610612738,BOS,Boston Celtics,41600302,2017-05-19T00:00:00,BOS vs. CLE,L,49.0,10.2,13.3,11.2,42.9,23.5,12.2,24.5,40.8,0,0,0,80,7,134,71,95,90,140,80,145,53,1,2016,2017
2016-17,1610612739,CLE,Cleveland Cavaliers,41600301,2017-05-17T00:00:00,CLE @ BOS,W,51.1,18.1,16.0,8.5,55.3,9.6,16.0,18.1,53.2,0,0,0,1,7,63,45,117,21,19,111,115,129,1,2016,2017
2016-17,1610612738,BOS,Boston Celtics,41600301,2017-05-17T00:00:00,BOS vs. CLE,L,51.6,9.7,16.1,18.3,53.8,18.3,16.1,8.6,55.9,0,0,0,80,7,138,44,41,29,98,116,44,140,1,2016,2017
2016-17,1610612744,GSW,Golden State Warriors,41600312,2017-05-16T00:00:00,GSW vs. SAS,W,46.6,29.1,8.7,19.4,44.7,22.3,14.6,12.6,42.7,0,0,0,1,7,5,121,35,79,130,97,75,67,1,2016,2017
2016-17,1610612759,SAS,San Antonio Spurs,41600312,2017-05-16T00:00:00,SAS @ GSW,L,47.1,22.5,14.7,12.7,43.1,29.4,8.8,19.6,45.1,0,0,0,80,7,26,59,81,86,154,38,127,81,1,2016,2017
2016-17,1610612764,WAS,Washington Wizards,41600207,2017-05-15T00:00:00,WAS @ BOS,L,50.5,9.5,9.5,17.9,42.1,17.9,7.4,6.3,61.1,0,0,0,80,7,140,116,44,98,92,29,29,150,1,2016,2017
2016-17,1610612738,BOS,Boston Celtics,41600207,2017-05-15T00:00:00,BOS vs. WAS,W,51.1,18.1,7.4,6.4,61.7,9.6,9.6,18.1,42.6,0,0,0,1,7,63,128,127,8,19,44,115,66,1,2016,2017
2016-17,1610612744,GSW,Golden State Warriors,41600311,2017-05-14T00:00:00,GSW vs. SAS,W,49.0,31.6,17.3,32.7,42.9,28.6,13.3,12.2,57.1,0,0,0,1,7,2,33,1,90,153,88,74,141,1,2016,2017
2016-17,1610612759,SAS,San Antonio Spurs,41600311,2017-05-14T00:00:00,SAS @ GSW,L,49.5,28.9,13.4,12.4,57.7,32.0,17.5,33.0,43.3,0,0,0,80,7,6,69,85,16,157,127,158,72,1,2016,2017
2016-17,1610612738,BOS,Boston Celtics,41600206,2017-05-12T00:00:00,BOS @ WAS,L,51.6,12.9,5.4,18.3,28.0,16.1,17.2,8.6,51.6,0,0,0,80,7,111,145,41,154,73,126,44,122,1,2016,2017
2016-17,1610612764,WAS,Washington Wizards,41600206,2017-05-12T00:00:00,WAS vs. BOS,W,52.7,16.5,17.6,8.8,52.7,13.2,5.5,18.7,28.6,0,0,0,1,7,80,31,113,32,51,15,120,5,1,2016,2017
2016-17,1610612759,SAS,San Antonio Spurs,41600236,2017-05-11T00:00:00,SAS @ HOU,W,51.1,23.4,16.0,6.4,66.0,4.3,7.4,6.4,19.1,0,0,0,1,7,21,45,127,2,6,31,30,1,1,2016,2017
2016-17,1610612745,HOU,Houston Rockets,41600236,2017-05-11T00:00:00,HOU vs. SAS,L,51.1,4.3,7.4,6.4,19.1,23.4,16.0,6.4,66.0,0,0,0,80,7,153,128,127,158,139,111,30,157,1,2016,2017
