GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,1627293,Alex Stepheson,Alex,1610612763,MEM,28.0,1,0,1,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,408,31,408,423,234,237,175,303,1,1,1,399,200,1,1,326,400
Players,2757,Beno Udrih,Beno,1610612763,MEM,33.0,8,6,2,0.75,44.4,0.0,0.0,0.0,0.0,13.3,0.0,6.7,8.9,0.0,0.0,2.2,4.4,15.3,296,235,75,44,306,234,237,175,303,219,1,186,398,200,1,74,187,363
Players,2365,Chris Andersen,Chris,1610612763,MEM,37.0,7,4,3,0.571,39.8,0.0,0.0,0.0,9.1,27.3,9.1,0.0,27.3,4.5,0.0,0.0,18.2,68.2,301,270,109,127,373,234,237,175,108,403,104,1,342,22,1,1,6,20
Players,203210,JaMychal Green,JaMychal,1610612763,MEM,26.0,16,8,8,0.5,41.2,7.0,10.5,3.5,14.0,15.8,12.3,3.5,49.1,1.8,0.0,7.0,1.8,43.5,222,195,204,188,359,23,12,51,43,285,187,116,57,85,1,302,297,136
Players,1626185,Jarell Martin,Jarell,1610612763,MEM,22.0,5,2,3,0.4,59.9,0.0,0.0,0.0,0.0,0.0,50.0,0.0,66.7,0.0,0.0,16.7,0.0,75.0,329,326,109,291,13,234,237,175,303,1,430,1,13,200,1,412,326,12
Players,200770,Jordan Farmar,Jordan,1610612763,MEM,29.0,4,1,3,0.25,45.5,0.0,10.0,0.0,0.0,30.0,20.0,6.7,46.7,0.0,3.3,6.7,6.7,32.0,339,362,109,380,268,234,15,175,303,410,371,186,69,200,409,290,102,238
Players,202362,Lance Stephenson,Lance,1610612763,MEM,25.0,20,5,15,0.25,51.0,3.4,4.5,1.1,11.2,13.5,28.1,4.5,58.4,1.1,2.2,1.1,4.5,35.2,196,252,313,380,58,111,74,145,77,226,408,128,29,125,382,64,185,211
Players,201188,Marc Gasol,Marc,1610612763,MEM,31.0,27,19,8,0.704,48.1,5.5,3.2,0.0,13.7,11.9,7.8,6.8,27.4,0.9,0.9,4.6,9.6,48.1,131,64,204,56,143,50,117,175,47,188,87,194,340,137,300,177,44,102
Players,2440,Matt Barnes,Matt,1610612763,MEM,36.0,36,20,16,0.556,46.3,1.3,3.1,0.0,1.8,15.9,12.3,4.8,37.0,0.9,0.4,6.2,5.7,44.9,59,45,324,142,246,205,124,175,287,287,189,139,184,141,243,270,132,120
Players,201144,Mike Conley,Mike,1610612763,MEM,28.0,30,19,11,0.633,47.3,3.7,5.3,1.2,7.4,12.3,10.2,5.7,29.5,0.8,2.9,6.1,5.7,42.6,107,64,251,91,183,91,53,136,141,200,138,160,313,146,407,266,131,146
Players,203798,PJ Hairston,PJ,1610612763,MEM,23.0,12,7,5,0.583,51.9,0.0,0.0,0.0,0.0,11.6,14.0,0.0,32.6,0.0,0.0,2.3,4.7,21.6,257,215,153,116,47,234,237,175,303,183,251,1,277,200,1,77,176,325
Players,200797,Ryan Hollins,Ryan,1610612763,MEM,31.0,4,3,1,0.75,56.1,0.0,0.0,0.0,0.0,22.2,44.4,22.2,66.7,0.0,0.0,11.1,0.0,0.0,339,293,31,44,24,234,237,175,303,381,426,414,13,200,1,392,326,400
Players,2754,Tony Allen,Tony,1610612763,MEM,34.0,27,16,11,0.593,50.8,2.4,0.0,2.9,3.5,18.2,13.5,7.6,44.7,0.6,0.6,5.9,1.8,25.0,131,99,251,112,62,157,237,76,244,341,236,217,86,171,261,245,296,301
Players,1713,Vince Carter,Vince,1610612763,MEM,39.0,15,7,8,0.467,42.3,12.7,9.1,0.0,3.6,14.5,21.8,3.6,29.1,1.8,0.0,10.9,7.3,44.2,233,215,204,244,344,6,20,175,240,244,381,117,316,82,1,390,87,130
Players,204098,Xavier Munford,Xavier,1610612763,MEM,24.0,4,1,3,0.25,46.0,0.0,0.0,0.0,0.0,14.3,28.6,0.0,57.1,0.0,0.0,7.1,0.0,21.4,339,362,109,380,252,234,237,175,303,238,409,1,30,200,1,307,326,327
Players,2216,Zach Randolph,Zach,1610612763,MEM,34.0,33,20,13,0.606,47.4,3.6,11.2,3.2,17.5,14.3,10.4,6.8,31.1,0.8,2.4,3.6,6.4,54.9,81,45,281,101,181,99,9,63,24,240,140,191,295,150,390,121,112,62
