close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
1628983,Shai Gilgeous-Alexander,1610612760,OKC,G,26.0,23,23,0.407,50,124,0.403,0.376,0.027
1631096,Chet Holmgren,1610612760,OKC,C-F,23.0,23,23,0.314,35,116,0.302,0.378,-0.076
1629652,Luguentz Dort,1610612760,OKC,G,26.0,23,23,0.46,35,109,0.321,0.379,-0.058
1627936,Alex Caruso,1610612760,OKC,G,31.0,23,22,0.383,30,93,0.323,0.378,-0.056
1628392,Isaiah Hartenstein,1610612760,OKC,C-F,27.0,23,22,0.36,38,90,0.422,0.388,0.035
1641717,Cason Wallace,1610612760,OKC,G,21.0,23,22,0.407,26,88,0.295,0.368,-0.072
1631114,Jalen Williams,1610612760,OKC,G-F,24.0,23,21,0.349,25,67,0.373,0.384,-0.01
1630598,Aaron Wiggins,1610612760,OKC,G,26.0,21,17,0.371,16,46,0.348,0.366,-0.018
1631119,Jaylin Williams,1610612760,OKC,F,23.0,15,10,0.344,10,31,0.323,0.365,-0.042
1629026,Kenrich Williams,1610612760,OKC,G-F,30.0,13,11,0.512,6,22,0.273,0.377,-0.104
1630198,Isaiah Joe,1610612760,OKC,G,25.0,20,13,0.297,8,22,0.364,0.377,-0.014
1642349,Ajay Mitchell,1610612760,OKC,G,23.0,9,6,0.308,3,8,0.375,0.364,0.011
1641794,Dillon Jones,1610612760,OKC,F,23.0,9,5,0.28,2,7,0.286,0.347,-0.061
1631172,Ousmane Dieng,1610612760,OKC,F,22.0,5,4,0.385,3,5,0.6,0.318,0.282
