close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
203109,Jae Crowder,1610612738,BOS,F,26.0,72,72,0.421,92,307,0.3,0.358,-0.058
203935,Marcus Smart,1610612738,BOS,G,23.0,79,77,0.424,103,305,0.338,0.353,-0.015
202738,Isaiah Thomas,1610612738,BOS,G,28.0,76,73,0.375,88,251,0.351,0.365,-0.014
201143,Al Horford,1610612738,BOS,C,31.0,68,66,0.242,81,241,0.336,0.355,-0.019
203482,Kelly Olynyk,1610612738,BOS,C-F,26.0,75,68,0.272,69,211,0.327,0.35,-0.023
202340,Avery Bradley,1610612738,BOS,G,26.0,55,52,0.372,72,204,0.353,0.353,0.0
1627759,Jaylen Brown,1610612738,BOS,F,20.0,77,67,0.39,52,161,0.323,0.351,-0.028
201973,Jonas Jerebko,1610612738,BOS,F,30.0,78,62,0.287,40,135,0.296,0.349,-0.053
1626179,Terry Rozier,1610612738,BOS,G,23.0,72,57,0.341,51,126,0.405,0.352,0.053
101161,Amir Johnson,1610612738,BOS,F,30.0,80,56,0.13,27,100,0.27,0.357,-0.087
101123,Gerald Green,1610612738,BOS,F,31.0,43,34,0.448,27,81,0.333,0.358,-0.024
203092,Tyler Zeller,1610612738,BOS,C,27.0,47,27,0.148,14,37,0.378,0.348,0.03
203923,James Young,1610612738,BOS,G-F,21.0,23,18,0.493,11,35,0.314,0.353,-0.039
1626175,Jordan Mickey,1610612738,BOS,F,22.0,17,11,0.258,6,17,0.353,0.362,-0.009
1627743,Demetrius Jackson,1610612738,BOS,G,22.0,3,2,0.4,2,2,1.0,0.368,0.632
