SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,AVAILABLE_FLAG,MIN_SEC
2024-25,1626166,Cameron Payne,Cameron,1610612752,NYK,New York Knicks,0042400215,2025-05-14T00:00:00,NYK @ BOS,L,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,851,851,851,1473,1375,1299,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1545,1362,1,5:06
2024-25,1631120,JD Davison,JD,1610612738,BOS,Boston Celtics,0042400215,2025-05-14T00:00:00,BOS vs. NYK,W,2.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1.0,1,1,1,1,1582,1375,1,1186,407,1,610,834,728,1141,952,842,1,268,1,894,1101,1398,1,1,2:34
2024-25,1628470,Torrey Craig,Torrey,1610612738,BOS,Boston Celtics,0042400215,2025-05-14T00:00:00,BOS vs. NYK,W,3.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1,1,1,1,1516,1375,1,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1398,1362,1,3:50
2024-25,203110,Draymond Green,Draymond,1610612744,GSW,Golden State Warriors,0042400235,2025-05-14T00:00:00,GSW @ MIN,L,35.8,0.455,0.545,0.6,0.0,0.3,0.0,0.1,0.0,0.6,0.667,0.333,1.0,0.0,0.75,0.25,4,11,0.364,1,851,851,851,334,1004,527,518,407,689,610,711,728,387,433,682,1,268,580,728,574,450,1014,1,35:46
2024-25,1642366,Quinten Post,Quinten,1610612744,GSW,Golden State Warriors,0042400235,2025-05-14T00:00:00,GSW @ MIN,L,9.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,4,0.25,1,851,851,851,1320,1375,1,1186,407,1,610,834,728,1141,952,842,1,268,1,894,1101,1037,1213,1,9:56
2024-25,1628404,Josh Hart,Josh,1610612752,NYK,New York Knicks,0042400215,2025-05-14T00:00:00,NYK @ BOS,L,35.7,0.4,0.6,0.167,0.083,0.625,0.083,0.208,0.125,0.083,0.5,0.5,1.0,0.0,0.857,0.143,7,15,0.467,1,851,851,851,338,1069,445,1145,356,275,556,432,589,1136,551,463,1,268,490,855,252,242,735,1,35:42
2024-25,201950,Jrue Holiday,Jrue,1610612738,BOS,Boston Celtics,0042400215,2025-05-14T00:00:00,BOS vs. NYK,W,32.7,0.625,0.375,0.429,0.0,0.429,0.0,0.142,0.071,0.429,1.0,0.0,0.5,0.5,0.8,0.2,5,8,0.625,1,1,1,1,484,667,858,781,407,487,610,606,702,633,1,842,732,137,538,788,450,682,278,1,32:43
2024-25,1629675,Naz Reid,Naz,1610612750,MIN,Minnesota Timberwolves,0042400235,2025-05-14T00:00:00,MIN vs. GSW,W,21.0,0.6,0.4,0.75,0.0,0.0,0.0,0.25,0.0,0.75,0.667,0.333,0.0,0.0,0.667,0.333,3,5,0.6,1,1,1,1,916,708,790,308,407,933,610,336,728,243,433,682,837,268,654,618,711,944,309,1,21:02
2024-25,1629638,Nickeil Alexander-Walker,Nickeil,1610612750,MIN,Minnesota Timberwolves,0042400235,2025-05-14T00:00:00,MIN vs. GSW,W,13.8,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,0.333,1,1,1,1,1184,565,917,1,407,933,610,834,728,1,1,842,837,268,1,894,1101,1168,1049,1,13:46
2024-25,1627741,Buddy Hield,Buddy,1610612744,GSW,Golden State Warriors,0042400235,2025-05-14T00:00:00,GSW @ MIN,L,29.6,0.556,0.444,0.5,0.0,0.0,0.25,0.5,0.25,0.5,0.5,0.5,0.0,0.0,0.5,0.5,2,9,0.222,1,851,851,851,606,795,728,655,407,933,227,75,303,503,551,463,837,268,845,367,896,586,1274,1,29:37
2024-25,1626172,Kevon Looney,Kevon,1610612744,GSW,Golden State Warriors,0042400235,2025-05-14T00:00:00,GSW @ MIN,L,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,851,851,851,1442,1375,1299,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1545,1362,1,5:59
2024-25,202710,Jimmy Butler III,Jimmy,1610612744,GSW,Golden State Warriors,0042400235,2025-05-14T00:00:00,GSW @ MIN,L,41.9,0.727,0.273,0.471,0.118,0.0,0.0,0.529,0.118,0.353,0.5,0.5,0.0,0.0,0.5,0.5,4,11,0.364,1,851,851,851,94,477,1056,731,283,933,610,73,612,803,551,463,837,268,845,367,574,450,1014,1,41:54
2024-25,1630611,Gui Santos,Gui,1610612744,GSW,Golden State Warriors,0042400235,2025-05-14T00:00:00,GSW @ MIN,L,15.7,0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,4,0.25,1,851,851,851,1113,1256,243,1,407,933,610,834,728,1,952,1,837,268,1239,1,1101,1037,1213,1,15:43
2024-25,1629674,Neemias Queta,Neemias,1610612738,BOS,Boston Celtics,0042400215,2025-05-14T00:00:00,BOS vs. NYK,W,2.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,2,2,1.0,1,1,1,1,1582,1,1299,1,407,933,610,834,728,1,551,463,837,268,845,367,896,1272,1,1,2:34
2024-25,1641764,Brandin Podziemski,Brandin,1610612744,GSW,Golden State Warriors,0042400235,2025-05-14T00:00:00,GSW @ MIN,L,38.7,0.684,0.316,0.5,0.071,0.429,0.071,0.071,0.357,0.429,0.571,0.429,0.75,0.25,0.636,0.364,11,19,0.579,1,851,851,851,211,557,983,655,376,487,580,767,187,633,531,641,685,234,745,613,58,118,370,1,38:44
2024-25,1630311,Pat Spencer,Pat,1610612744,GSW,Golden State Warriors,0042400235,2025-05-14T00:00:00,GSW @ MIN,L,5.7,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2,0.5,1,851,851,851,1448,847,562,1,407,933,610,834,728,1,952,1,837,268,1239,1,1101,1272,504,1,5:44
2024-25,1628436,Luke Kornet,Luke,1610612738,BOS,Boston Celtics,0042400215,2025-05-14T00:00:00,BOS vs. NYK,W,25.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.6,0.4,0.0,0.0,0.6,0.4,5,5,1.0,1,1,1,1,759,1,1299,1,407,933,610,834,398,1,511,657,837,268,764,555,450,944,1,1,25:38
2024-25,1630540,Miles McBride,Miles,1610612752,NYK,New York Knicks,0042400215,2025-05-14T00:00:00,NYK @ BOS,L,28.6,0.25,0.75,0.0,0.0,0.818,0.0,0.182,0.273,0.0,0.0,0.0,0.333,0.667,0.333,0.667,3,8,0.375,1,851,851,851,651,1256,243,1186,407,157,610,499,279,1141,952,842,809,106,1061,238,711,682,978,1,28:33
2024-25,1630228,Jonathan Kuminga,Jonathan,1610612744,GSW,Golden State Warriors,0042400235,2025-05-14T00:00:00,GSW @ MIN,L,32.2,0.609,0.391,0.615,0.077,0.346,0.077,0.039,0.115,0.538,0.375,0.625,1.0,0.0,0.545,0.455,11,23,0.478,1,851,851,851,507,706,838,495,367,632,570,827,623,475,773,409,1,268,840,521,58,47,723,1,32:14
2024-25,1630541,Moses Moody,Moses,1610612744,GSW,Golden State Warriors,0042400235,2025-05-14T00:00:00,GSW @ MIN,L,12.0,0.5,0.5,0.167,0.0,0.5,0.083,0.333,0.333,0.167,0.0,1.0,0.5,0.5,0.333,0.667,3,6,0.5,1,851,851,851,1250,847,562,1145,407,425,556,198,197,1073,952,1,732,137,1061,238,711,868,504,1,12:00
2024-25,1641716,Jarace Walker,Jarace,1610612754,IND,Indiana Pacers,0042400205,2025-05-13T00:00:00,IND @ CLE,W,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1685,1375,1299,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1545,1362,1,0:11
2024-25,1631119,Jaylin Williams,Jaylin,1610612760,OKC,Oklahoma City Thunder,0042400225,2025-05-13T00:00:00,OKC vs. DEN,W,10.4,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0.5,1,1,1,1,1309,847,562,1,407,933,610,834,728,1,1,842,837,268,1,894,1101,1272,504,1,10:27
2024-25,1629652,Luguentz Dort,Luguentz,1610612760,OKC,Oklahoma City Thunder,0042400225,2025-05-13T00:00:00,OKC vs. DEN,W,28.2,0.0,1.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4,8,0.5,1,1,1,1,663,1375,1,1186,407,1,227,834,728,1141,952,842,1,268,1,894,574,682,504,1,28:14
2024-25,1631124,Julian Strawther,Julian,1610612743,DEN,Denver Nuggets,0042400225,2025-05-13T00:00:00,DEN @ OKC,L,9.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,0.5,1,851,851,851,1323,1375,1,1186,407,1,610,834,728,1141,952,842,1,268,1,894,1101,1272,504,1,9:53
2024-25,1631097,Bennedict Mathurin,Bennedict,1610612754,IND,Indiana Pacers,0042400205,2025-05-13T00:00:00,IND @ CLE,W,11.1,0.75,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,2,4,0.5,1,1,1,1,1285,416,1081,1,407,933,610,834,728,1,551,463,837,268,845,367,896,1037,504,1,11:08
2024-25,1641717,Cason Wallace,Cason,1610612760,OKC,Oklahoma City Thunder,0042400225,2025-05-13T00:00:00,OKC vs. DEN,W,17.7,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1,2,0.5,1,1,1,1,1040,847,562,655,407,933,1,75,76,503,952,1,837,268,1239,1,1101,1272,504,1,17:44
2024-25,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0042400225,2025-05-13T00:00:00,DEN @ OKC,L,29.1,0.286,0.714,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,7,0.143,1,851,851,851,630,1227,302,1,407,933,1,834,1,1,1,842,837,268,1,894,1101,778,1334,1,29:08
2024-25,1630171,Isaac Okoro,Isaac,1610612739,CLE,Cleveland Cavaliers,0042400205,2025-05-13T00:00:00,CLE vs. IND,L,16.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2,0.5,1,851,851,851,1090,1,1299,1,407,933,610,834,728,1,952,1,837,268,1239,1,1101,1272,504,1,16:08
2024-25,1629636,Darius Garland,Darius,1610612739,CLE,Cleveland Cavaliers,0042400205,2025-05-13T00:00:00,CLE vs. IND,L,33.3,0.625,0.375,0.727,0.182,0.0,0.0,0.273,0.182,0.545,0.25,0.75,0.0,0.0,0.25,0.75,4,16,0.25,1,851,851,851,446,667,858,328,193,933,610,311,444,462,850,298,837,268,1144,193,574,203,1213,1,33:18
2024-25,1630198,Isaiah Joe,Isaiah,1610612760,OKC,Oklahoma City Thunder,0042400225,2025-05-13T00:00:00,OKC vs. DEN,W,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1467,1375,1299,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1545,1362,1,5:14
2024-25,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,0042400225,2025-05-13T00:00:00,OKC vs. DEN,W,38.9,0.87,0.13,0.71,0.194,0.097,0.129,0.193,0.161,0.516,0.0,1.0,0.0,1.0,0.0,1.0,12,23,0.522,1,1,1,1,207,282,1262,359,181,923,471,481,505,501,952,1,837,1,1239,1,32,47,497,1,38:51
2024-25,1630598,Aaron Wiggins,Aaron,1610612760,OKC,Oklahoma City Thunder,0042400225,2025-05-13T00:00:00,OKC vs. DEN,W,11.3,0.25,0.75,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,4,0.25,1,1,1,1,1277,1256,243,1186,407,1,1,834,1,1141,952,842,1,268,1,894,1101,1037,1213,1,11:20
2024-25,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0042400225,2025-05-13T00:00:00,DEN @ OKC,L,43.0,0.333,0.667,0.25,0.0,0.75,0.375,0.0,0.375,0.25,1.0,0.0,1.0,0.0,1.0,0.0,3,12,0.25,1,851,851,851,51,1146,329,1051,407,174,124,834,166,947,1,842,1,268,1,894,711,411,1213,1,43:02
2024-25,201566,Russell Westbrook,Russell,1610612743,DEN,Denver Nuggets,0042400225,2025-05-13T00:00:00,DEN @ OKC,L,19.7,0.571,0.429,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1,7,0.143,1,851,851,851,957,768,754,655,407,933,610,75,728,503,1,842,837,268,1,894,1101,778,1334,1,19:41
2024-25,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,0042400225,2025-05-13T00:00:00,DEN @ OKC,L,44.1,0.72,0.28,0.545,0.0,0.341,0.0,0.114,0.136,0.545,0.083,0.917,0.6,0.4,0.235,0.765,17,25,0.68,1,851,851,851,30,495,1050,605,407,637,610,685,561,462,951,235,726,202,1170,192,1,28,192,1,44:08
2024-25,1630596,Evan Mobley,Evan,1610612739,CLE,Cleveland Cavaliers,0042400205,2025-05-13T00:00:00,CLE vs. IND,L,37.4,0.833,0.167,0.583,0.0,0.125,0.0,0.292,0.083,0.583,0.143,0.857,1.0,0.0,0.25,0.75,8,12,0.667,1,851,851,851,259,303,1225,534,407,903,610,284,680,406,928,246,1,268,1144,193,180,411,193,1,37:25
2024-25,1626167,Myles Turner,Myles,1610612754,IND,Indiana Pacers,0042400205,2025-05-13T00:00:00,IND @ CLE,W,33.2,0.714,0.286,0.4,0.0,0.3,0.0,0.3,0.0,0.4,1.0,0.0,1.0,0.0,1.0,0.0,3,7,0.429,1,1,1,1,453,496,1028,803,407,689,610,273,728,657,1,842,1,268,1,894,711,778,833,1,33:13
2024-25,1628418,Thomas Bryant,Thomas,1610612754,IND,Indiana Pacers,0042400205,2025-05-13T00:00:00,IND @ CLE,W,10.7,0.833,0.167,0.667,0.0,0.333,0.222,0.0,0.222,0.667,0.667,0.333,1.0,0.0,0.75,0.25,4,6,0.667,1,1,1,1,1298,303,1225,369,407,638,269,834,357,284,433,682,1,268,580,728,574,868,193,1,10:45
2024-25,1628386,Jarrett Allen,Jarrett,1610612739,CLE,Cleveland Cavaliers,0042400205,2025-05-13T00:00:00,CLE vs. IND,L,29.7,1.0,0.0,0.889,0.0,0.0,0.0,0.111,0.444,0.889,1.0,0.0,0.0,0.0,1.0,0.0,4,6,0.667,1,851,851,851,600,1,1299,213,407,933,610,686,121,181,1,842,837,268,1,894,574,868,193,1,29:43
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0042400205,2025-05-13T00:00:00,IND @ CLE,W,37.1,0.455,0.545,0.444,0.111,0.5,0.0,0.056,0.111,0.333,0.5,0.5,1.0,0.0,0.714,0.286,7,11,0.636,1,1,1,1,272,1004,527,757,296,425,610,796,624,818,551,463,1,268,636,710,252,450,265,1,37:08
2024-25,1629731,Dean Wade,Dean,1610612739,CLE,Cleveland Cavaliers,0042400205,2025-05-13T00:00:00,CLE vs. IND,L,18.7,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,3,0.667,1,851,851,851,1005,565,917,1,407,933,610,834,728,1,952,1,837,268,1239,1,896,1168,193,1,18:44
2024-25,1631212,Peyton Watson,Peyton,1610612743,DEN,Denver Nuggets,0042400225,2025-05-13T00:00:00,DEN @ OKC,L,15.3,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,4,0.25,1,851,851,851,1125,1256,243,1186,407,1,610,834,728,1141,952,842,1,268,1,894,1101,1037,1213,1,15:18
2024-25,1631114,Jalen Williams,Jalen,1610612760,OKC,Oklahoma City Thunder,0042400225,2025-05-13T00:00:00,OKC vs. DEN,W,37.5,0.643,0.357,0.333,0.111,0.333,0.0,0.334,0.111,0.222,0.333,0.667,1.0,0.0,0.6,0.4,5,14,0.357,1,1,1,1,253,640,901,962,296,638,610,198,624,1004,779,353,1,268,764,555,450,285,1028,1,37:32
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0042400205,2025-05-13T00:00:00,IND @ CLE,W,37.1,0.5,0.5,0.615,0.154,0.231,0.385,0.154,0.154,0.462,0.25,0.75,1.0,0.0,0.4,0.6,5,14,0.357,1,1,1,1,273,847,562,495,231,774,121,585,520,589,850,298,1,268,1022,317,450,285,1028,1,37:08
2024-25,1630167,Obi Toppin,Obi,1610612754,IND,Indiana Pacers,0042400205,2025-05-13T00:00:00,IND @ CLE,W,12.2,0.333,0.667,0.4,0.0,0.0,0.6,0.6,0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,1,3,0.333,1,1,1,1,1242,1146,329,803,407,933,43,57,728,657,952,1,837,268,1239,1,1101,1168,1049,1,12:13
2024-25,203932,Aaron Gordon,Aaron,1610612743,DEN,Denver Nuggets,0042400225,2025-05-13T00:00:00,DEN @ OKC,L,36.9,0.615,0.385,0.769,0.154,0.231,0.154,0.0,0.0,0.615,0.4,0.6,1.0,0.0,0.5,0.5,6,13,0.462,1,851,851,851,286,690,845,294,231,774,425,834,728,374,742,414,1,268,845,367,334,339,744,1,36:51
2024-25,1629631,De'Andre Hunter,De'Andre,1610612739,CLE,Cleveland Cavaliers,0042400205,2025-05-13T00:00:00,CLE vs. IND,L,29.9,0.667,0.333,0.5,0.0,0.5,0.167,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,5,12,0.417,1,851,851,851,588,565,917,655,407,425,384,834,728,503,952,1,837,1,1239,1,450,411,875,1,29:56
2024-25,1629660,Ty Jerome,Ty,1610612739,CLE,Cleveland Cavaliers,0042400205,2025-05-13T00:00:00,CLE vs. IND,L,11.0,0.4,0.6,0.25,0.0,0.75,0.375,0.0,0.0,0.25,0.0,1.0,0.0,1.0,0.0,1.0,3,5,0.6,1,851,851,851,1291,1069,445,1051,407,174,124,834,728,947,952,1,837,1,1239,1,711,944,309,1,11:00
2024-25,1628378,Donovan Mitchell,Donovan,1610612739,CLE,Cleveland Cavaliers,0042400205,2025-05-13T00:00:00,CLE vs. IND,L,37.7,0.48,0.52,0.229,0.0,0.343,0.314,0.428,0.143,0.229,0.0,1.0,0.75,0.25,0.375,0.625,8,25,0.32,1,851,851,851,248,984,561,1096,407,634,176,131,541,1003,952,1,685,234,1047,307,180,28,1151,1,37:39
2024-25,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0042400225,2025-05-13T00:00:00,OKC vs. DEN,W,33.1,1.0,0.0,0.933,0.0,0.0,0.0,0.067,0.0,0.933,0.857,0.143,0.0,0.0,0.857,0.143,7,10,0.7,1,1,1,1,460,1,1299,206,407,933,610,780,728,176,352,831,837,268,490,855,252,523,176,1,33:08
2024-25,1630169,Tyrese Haliburton,Tyrese,1610612754,IND,Indiana Pacers,0042400205,2025-05-13T00:00:00,IND @ CLE,W,36.4,0.333,0.667,0.258,0.0,0.581,0.097,0.161,0.0,0.258,0.25,0.75,0.667,0.333,0.5,0.5,10,15,0.667,1,1,1,1,310,1146,329,1050,407,386,527,570,728,943,850,298,700,209,845,367,85,242,193,1,36:23
2024-25,1627750,Jamal Murray,Jamal,1610612743,DEN,Denver Nuggets,0042400225,2025-05-13T00:00:00,DEN @ OKC,L,42.0,0.519,0.481,0.5,0.071,0.321,0.071,0.179,0.107,0.429,0.429,0.571,1.0,0.0,0.6,0.4,10,27,0.37,1,851,851,851,92,845,699,655,376,675,580,515,634,633,728,445,1,268,764,555,85,14,1010,1,41:59
2024-25,1631096,Chet Holmgren,Chet,1610612760,OKC,Oklahoma City Thunder,0042400225,2025-05-13T00:00:00,OKC vs. DEN,W,33.7,0.778,0.222,0.714,0.0,0.214,0.143,0.072,0.0,0.714,0.6,0.4,1.0,0.0,0.667,0.333,6,9,0.667,1,1,1,1,429,377,1156,351,407,801,440,767,728,276,511,657,1,268,654,618,334,586,193,1,33:40
2024-25,1641767,Ben Sheppard,Ben,1610612754,IND,Indiana Pacers,0042400205,2025-05-13T00:00:00,IND @ CLE,W,12.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1.0,1,1,1,1,1247,1375,1,1186,407,1,610,834,728,1141,952,842,1,268,1,894,1101,1398,1,1,12:08
2024-25,1627783,Pascal Siakam,Pascal,1610612754,IND,Indiana Pacers,0042400205,2025-05-13T00:00:00,IND @ CLE,W,39.6,0.75,0.25,0.571,0.19,0.286,0.0,0.143,0.19,0.381,0.667,0.333,1.0,0.0,0.75,0.25,8,20,0.4,1,1,1,1,171,416,1081,541,185,708,610,606,436,753,433,682,1,268,580,728,180,97,893,1,39:39
2024-25,1627936,Alex Caruso,Alex,1610612760,OKC,Oklahoma City Thunder,0042400225,2025-05-13T00:00:00,OKC vs. DEN,W,23.8,0.4,0.6,0.154,0.0,0.692,0.154,0.154,0.154,0.154,1.0,0.0,1.0,0.0,1.0,0.0,4,10,0.4,1,1,1,1,828,1069,445,1150,407,230,425,585,520,1080,1,842,1,268,1,894,574,523,893,1,23:50
2024-25,204456,T.J. McConnell,T.J.,1610612754,IND,Indiana Pacers,0042400205,2025-05-13T00:00:00,IND @ CLE,W,10.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1,1,1,1,1317,1,1299,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,1398,1362,1,10:05
2024-25,1629622,Max Strus,Max,1610612739,CLE,Cleveland Cavaliers,0042400205,2025-05-13T00:00:00,CLE vs. IND,L,26.1,0.333,0.667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,1,851,851,851,741,1146,329,1186,407,933,610,834,728,1141,952,842,837,268,1239,894,1362,586,1362,1,26:07
2024-25,1631218,Trayce Jackson-Davis,Trayce,1610612744,GSW,Golden State Warriors,0042400234,2025-05-12T00:00:00,GSW vs. MIN,L,19.2,1.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.8,0.5,0.5,0.0,0.0,0.5,0.5,2,2,1.0,1,851,851,851,982,1,1299,256,407,933,610,436,728,210,551,463,837,268,845,367,896,1272,1,1,19:14
2024-25,204001,Kristaps Porziņģis,Kristaps,1610612738,BOS,Boston Celtics,0042400214,2025-05-12T00:00:00,BOS @ NYK,L,24.3,0.667,0.333,0.571,0.0,0.0,0.0,0.429,0.286,0.571,0.0,1.0,0.0,0.0,0.0,1.0,2,6,0.333,1,851,851,851,814,565,917,541,407,933,610,131,261,411,952,1,837,268,1239,1,896,868,1049,1,24:16
2024-25,1629011,Mitchell Robinson,Mitchell,1610612752,NYK,New York Knicks,0042400214,2025-05-12T00:00:00,NYK vs. BOS,W,25.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2,2,1.0,1,1,1,1,782,1,1299,1,407,933,610,834,728,1,1,842,837,268,1,894,896,1272,1,1,25:08
2024-25,1630540,Miles McBride,Miles,1610612752,NYK,New York Knicks,0042400214,2025-05-12T00:00:00,NYK vs. BOS,W,19.9,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,4,0.5,1,1,1,1,951,1256,243,1186,407,1,610,834,76,1141,952,842,1,268,1,894,896,1037,504,1,19:53
2024-25,1628401,Derrick White,Derrick,1610612738,BOS,Boston Celtics,0042400214,2025-05-12T00:00:00,BOS @ NYK,L,43.5,0.083,0.917,0.0,0.0,0.783,0.0,0.217,0.174,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6,12,0.5,1,851,851,851,43,1371,174,1186,407,172,610,411,467,1141,952,842,1,268,1,894,334,411,504,1,43:31
2024-25,1626157,Karl-Anthony Towns,Karl-Anthony,1610612752,NYK,New York Knicks,0042400214,2025-05-12T00:00:00,NYK vs. BOS,W,35.9,0.8,0.2,0.957,0.087,0.0,0.0,0.043,0.174,0.87,0.909,0.091,0.0,0.0,0.909,0.091,11,15,0.733,1,1,1,1,330,337,1181,202,342,933,610,820,467,189,345,840,837,268,470,890,58,242,156,1,35:52
2024-25,1630162,Anthony Edwards,Anthony,1610612750,MIN,Minnesota Timberwolves,0042400234,2025-05-12T00:00:00,MIN @ GSW,W,33.3,0.476,0.524,0.333,0.0,0.6,0.1,0.067,0.067,0.333,0.4,0.6,0.5,0.5,0.455,0.545,11,21,0.524,1,1,1,1,448,987,558,962,407,282,515,780,710,818,742,414,732,137,997,364,58,82,490,1,33:17
2024-25,202710,Jimmy Butler III,Jimmy,1610612744,GSW,Golden State Warriors,0042400234,2025-05-12T00:00:00,GSW vs. MIN,L,34.4,0.889,0.111,0.714,0.143,0.0,0.071,0.286,0.0,0.571,0.0,1.0,0.0,0.0,0.0,1.0,5,9,0.556,1,851,851,851,398,264,1274,351,244,933,580,288,728,411,952,1,837,268,1239,1,450,586,415,1,34:21
2024-25,1629675,Naz Reid,Naz,1610612750,MIN,Minnesota Timberwolves,0042400234,2025-05-12T00:00:00,MIN @ GSW,W,23.6,0.25,0.75,0.4,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,2,4,0.5,1,1,1,1,831,1256,243,803,33,282,610,834,728,1141,1,842,837,1,845,367,896,1037,504,1,23:33
