player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
203932,Aaron Gordon,Aaron,1610612743,DEN,29.0,14,7,7,0.5,522.0,0.175,0.187,0.18,0.164,0.16,0.21,0.191,0.391,0.149,0.211,0.15,0.168,0.099,0.119,0.25,0.155,0.207,0.188,36,39,197,84,18,102,102,113,125,139,68,80,27,139,87,111,121,153,122,159,72,80,92,DEN
1631128,Christian Braun,Christian,1610612743,DEN,24.0,14,7,7,0.5,544.0,0.139,0.152,0.153,0.158,0.184,0.106,0.116,0.191,0.163,0.17,0.129,0.085,0.2,0.222,0.169,0.222,0.087,0.144,36,39,197,84,14,147,136,141,126,118,125,123,97,130,130,122,51,89,70,124,129,153,140,DEN
201599,DeAndre Jordan,DeAndre,1610612743,DEN,36.0,7,3,4,0.429,36.0,0.088,0.097,0.053,0.0,0.0,0.0,0.4,0.333,0.4,0.391,0.154,0.143,0.0,1.0,0.0,0.45,0.333,0.078,86,88,75,101,158,202,181,216,164,190,162,18,34,12,12,109,98,165,1,1,202,29,193,DEN
1641816,Hunter Tyson,Hunter,1610612743,DEN,24.0,5,2,3,0.4,30.0,0.173,0.25,0.208,0.143,0.208,0.333,0.25,0.444,0.222,0.296,0.222,0.059,0.25,0.0,0.0,0.3,0.25,0.254,115,121,57,124,166,106,38,81,131,98,27,59,20,80,42,74,37,53,160,1,176,58,41,DEN
1629618,Jalen Pickett,Jalen,1610612743,DEN,25.0,8,4,4,0.5,57.0,0.148,0.161,0.161,0.3,0.243,0.0,0.0,0.0,0.206,0.149,0.278,0.2,0.0,0.167,0.167,0.13,0.05,0.148,72,73,75,84,145,139,126,132,34,69,162,165,180,97,147,43,142,165,93,119,51,178,137,DEN
1627750,Jamal Murray,Jamal,1610612743,DEN,28.0,14,7,7,0.5,578.0,0.233,0.231,0.242,0.231,0.234,0.229,0.2,0.063,0.143,0.122,0.262,0.259,0.191,0.224,0.238,0.138,0.209,0.231,36,39,197,84,12,43,53,49,76,74,63,75,163,143,173,52,181,100,69,157,56,79,54,DEN
1631124,Julian Strawther,Julian,1610612743,DEN,23.0,9,4,5,0.444,88.0,0.171,0.241,0.207,0.353,0.203,0.188,0.175,0.16,0.086,0.108,0.063,0.106,0.167,0.067,0.167,0.262,0.171,0.242,63,73,156,99,125,109,43,85,16,102,78,90,111,192,182,175,65,110,144,119,156,104,48,DEN
1629008,Michael Porter Jr.,Michael,1610612743,DEN,26.0,14,7,7,0.5,435.0,0.136,0.131,0.154,0.216,0.231,0.064,0.068,0.137,0.212,0.193,0.042,0.102,0.134,0.207,0.133,0.147,0.062,0.13,36,39,197,84,22,152,156,140,80,76,146,151,131,89,108,187,62,127,75,105,64,176,159,DEN
203999,Nikola Jokić,Nikola,1610612743,DEN,30.0,14,7,7,0.5,563.0,0.278,0.289,0.265,0.191,0.174,0.363,0.362,0.203,0.363,0.321,0.403,0.325,0.329,0.267,0.192,0.225,0.407,0.291,36,39,197,84,13,20,27,30,103,126,23,23,91,17,33,14,199,21,53,138,133,13,24,DEN
1631212,Peyton Watson,Peyton,1610612743,DEN,22.0,14,7,7,0.5,199.0,0.149,0.175,0.163,0.175,0.137,0.148,0.208,0.226,0.214,0.218,0.048,0.101,0.275,0.429,0.15,0.216,0.192,0.171,36,39,197,84,69,138,109,128,117,151,97,74,76,85,76,185,61,43,24,113,124,86,115,DEN
201566,Russell Westbrook,Russell,1610612743,DEN,36.0,13,6,7,0.462,313.0,0.234,0.221,0.234,0.278,0.28,0.237,0.248,0.209,0.138,0.159,0.254,0.291,0.235,0.036,0.256,0.277,0.214,0.23,43,46,197,98,41,42,68,54,48,41,59,65,87,148,138,57,193,67,158,168,161,74,55,DEN
1628427,Vlatko Čančar,Vlatko,1610612743,DEN,28.0,3,2,1,0.667,11.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.222,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,176,121,10,41,198,206,203,218,164,190,162,165,180,56,73,192,174,165,160,1,1,188,206,DEN
1630192,Zeke Nnaji,Zeke,1610612743,DEN,24.0,6,3,3,0.5,34.0,0.149,0.05,0.154,0.143,0.25,0.267,0.368,0.333,0.182,0.226,0.222,0.095,0.25,0.333,0.5,0.462,0.214,0.113,104,88,57,84,160,136,195,139,131,63,50,22,34,112,71,74,58,53,37,209,204,74,174,DEN
